"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"","",""
"ui_bubble_rating bubble_50","Pizza","Dopo una splendida passeggiata per la Napoli storica visitando luoghi incantati ci siamo ritrovati bella Trattoria pizzeria O Curniciello dove abbiamo mangiato un ottima pizza ed eccellenti primi piatti da ritornare appena possibile."
"ui_bubble_rating bubble_50","Pizza ","Dopo la visita guidata con L associazione Oltre i Resti ci siamo ritrovati a mangiare un ottima pizza da o curniciello pizza eccellente sia per L impasto che per gli ingredienti sicuramente da consigliare "
"ui_bubble_rating bubble_40","Dopo partita Napoli!!!","Abbiamo mangiato una BUONISSIMA PIZZA sia fritta che normale dopo una grandissima vittoria del Napoli...che dire tutto ottimo dal servizio allaCordialità dello Staff!!!"
"ui_bubble_rating bubble_40","La pizza a Napoli è sempre buona, ma..... ","Buonasera,Ieri sera siamo andati a cena in questa pizzeria.Devo dire che la cortesia e la disponibilità del personale è una nota positiva della serata.La ragazza che ha seguito la nostra tavolata, è stata molto gentile e cordiale.Per quanto riguarda la pizza, ottima ma diversa.Nel senso che per il mio gusto, ci sono diversi nomi a Napoli che aggradano di più il mio palato, ma questo è soggettivo....La pizza è sicuramente ottima come già detto ed una sua caratteristica di pregio è certamente la leggerezza.Materie prime indiscutibili.Altra nota felice è stata trovare dei dolci di Gay Oden. Raffinati e diversi dai soliti.Non mancava comunque la classica pastiera napoletana fatta in casa.Da provare.Buona pizza a tutti!PG"
"ui_bubble_rating bubble_50","Tutto molto buono","Gentili, affabili e soprattutto cibo ben cucinato e prodotti freschissimi.Pazienti e cortesi con i miei bambini"
"ui_bubble_rating bubble_40","Qualità e cortesia...","Abbiamo cenato due sere in questa trattoria nella zona stazione... scelto per le buone recensioni su tripadvisor siamo ritornati a conferma della buona qualità dei piatti offerti e della simpatia e professionalità del titolare... ottima la pasta e patate nonché i primi di pesce.. buone anche le fritture tipiche napoletane... "
"ui_bubble_rating bubble_50","Finalmente si mangia bene","Alcuni amici mi hanno portato in questa pizzeria ristorante, ho gradito tutto. si mangia bene, semplice e pulito... la piazza è buonissima, e lo staff è gentile e simpatico. Ho preso anche un primo piatto ed era tutto fresco. Lo consiglio...!"
"ui_bubble_rating bubble_40","Pizza molto buona ma...","Ci sono stata varie volte in questa pizzeria e la pizza è molto buona, anche l'accoglienza non è da meno...consiglio al pizzaiolo di sostituire le frittatine piccolissime con quelle grandi che sono presenti in tutte le pizzerie, sono molto buone ma si capisce che dispone solo delle piccole per invogliarti a prenderne altre e quindi ci guadagna di più ovviamente."
"ui_bubble_rating bubble_50","La meraviglia delle pizze","Meraviglia e stupore per me che vado in cerca dei luoghi e sapori più buoni e mi accorgo di avere il massimo a 10 minuti da casa ! Una pizza come poche fatta con una farina tra le più rinomate per qualità e con ingredienti di prima scelta che sono eccellenze della Campania . Deliziosi i fritti salati e dolci . Tutto in un clima familiare : padre e figli che son cresciuti nel campo della ristorazione . Enzo è lo chef che cucina i piatti della trattoria e Lino e il pizzaiolo pluripremiato . Lino Fiore detto O’ Maraja ‘ è cresciuto , come il fratello , alia scuola di Di Matteo e secondo me è un maestro pizzaiolo anche dotato di ottima dialettica tanto da poter diffondere la sua bravura tra i giovani ( glielo auguro ) ASSOLUTAMENTE DA PROVARE è a dieci minuti dalla stazione , raggiungibile a piedi , lontano dal caos del centro . Consiglio di provare a giro tutte le pizze possibili . "
"ui_bubble_rating bubble_40","un pranzo prima vicino la stazione","posto molto semplice e gestito in modo 'casalingo'. prodotti ottimi, la pizza napoletana. menu ampio, adatto a tutti. servizio veloce e personale molto gentile e disponibile. di solito non è affollato quindi potete andar anche senza prenotare."
"ui_bubble_rating bubble_50","pizza da campioni","Che la pizza fosse buona a Napoli è risaputo, ma qui è stata eccellente. Molto gradita anche dai bambini."
"ui_bubble_rating bubble_40","Buono","Cibo buono e porzioni abbondanti...Locale tranquillo e personale cortese..Prezzo nella media...Vasta scelta sul menu, tra antipasti, primi e secondi, contorni e pizze! "
"ui_bubble_rating bubble_50","Ottimo ristorante","Ho contattato questo ristorante tramite just eat. L'ordine é stato ricevuto in orario e le pietanze erano squisite"
"ui_bubble_rating bubble_50","Adoro sempre di più","Siamo tornati ieri sera e abbiamo mangiato delle pizze buonissime (sbriciolata, ripieno al forno e salsiccia melenzane e provola) e poi ordinato gli angioletti fritti alla nutella. Tutto straordinario come sempre. CONSIGLIATISSIMO!!!"
"ui_bubble_rating bubble_50","Pizze super","Siamo stati di recente in questa pizzeria e abbiamo assaggiato delle pizze veramente ottimeIl personale è molto gentile e disponibileMio figlio ha optato per un piatto di gnocchi che ha trovato molto buonoUna segnalazione anche per le fritture e per gli angioletti con nutella"
"ui_bubble_rating bubble_50","Pizza spettacolare e personale unico","Oramai è di moda il mondo delle pizze gourmet, che dovrebbero essere delle specialità solo a leggere il menù.. il problema è proprio questo, che uno si dovrebbe fermare a leggerlo solo, perché non sempre trovi prodotti realmente all'altezza e con prezzi esagerati.. In questa pizzeria a mio avviso le chiacchiere sono a zero, pizze buonissime(consiglio pizza fritta, salsiccia e friarielli e la pizza sole) e friggitoria doc napoletana.. pizze per i più piccoli con tante forme di animaletti.. prezzi economici.. "
