"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"","",""
"ui_bubble_rating bubble_50","Ottimo giapponese in un quartiere bello di Napoli","Il ristorante non è molto grande, ma molto caldo ed accogliente. La cucina è semplicemente fantastica, prodotti freschi e fritture eccezionali."
"ui_bubble_rating bubble_50","I Re del fusion <U+0001F451>","Honzen rappresenta l'eccellenza della ristorazione. Servizio impeccabile, qualità dei prodotti eccelsa, cordialità dei proprietari sempre attenti ad ascoltare le esigenze dei clienti. La location è riservata e raccolta e l'atmosfera che si respira è rilassante ed amichevole. Molto apprezzati i nuovi rolls! Io, mia sorella e le nostre amiche siamo clienti abituali e non possiamo fare a meno di Honzen e delle sue magie culinarie. "
"ui_bubble_rating bubble_50","Ogni volta sublime!","Ragazzi, a Napoli il sushi é Honzen.Davvero bisogna provarlo per capire, consiglio gunkan e rolls royce..."
"ui_bubble_rating bubble_50","HONZEN E BASTA! ","Localino molto raffinato dalla cucina fusion con una qualità davvero alta. Abbiamo ritrovato con piacere alcune pietanze assaggiare in Giappone e delle contaminazioni davvero azzeccate. Complimenti alla cucina e allo staff. A presto di sicuro"
"ui_bubble_rating bubble_50","Esaltante!","Di tanto in tanto torno a trovare la famiglia e quindi ho superato la fase della pizza appena arrivata. L'ultima volta mi sono affidata a tripadvisor e ho portato tutti a mangiare qualcosa di diverso... da Honzen!Lo è stato davvero, gusti e combinazioni eccezionali, sapori che si accavallavano e si superavano. Una cucina ricercata e fatta sicuramente di qualità: dalle materie prime ai condimenti e pure quello che sembrava solo scena e/o decorazione era invece strepitoso. Da noi non c'è qualcosa di fusion così e forse qualcuno di qualità quasi simile ma se arrivasse un Honzen sbancherebbe tutto a mani basse. Bravi"
"ui_bubble_rating bubble_50","Honzen non si mentisce mai","e niente... non c'è due senza tre. Honzen ci ha stupito ancora e sempre meglio.Abbiamo provato dei rolls nuovi unici e mai visti dal sapore sconvolgente. Il grande classico del sashimi è anche migliorato come se si potesse rispetto alla volta scorsa.L'abbinamento dei vini è stato top: Un riesling alto atesino buonissimo e della stessa casa vinicola un misto di sauvignon e riesling davvero azzeccati. il mio compagno ha bevuto rosso invece assaggiando un pinot nero alsaziano davvero bello. Definitivamente meglio aspettare ed andare da Honzen che cenare in altri posti più economici più spesso. questione di qualità... c'è poco da dire!"
"ui_bubble_rating bubble_50","HONZEN, INNOVAZIONE E QUALITÀ","Siamo stati a cena in questo ristorante molto carino e raffinato. Ben frequentato ma soprattutto sapientemente gestito. Personale cordiale ed iperprofessionale. Proprietario gentile e simpatico ma, senza offesa, è la cucina che lascia a bocca aperta. Condimenti equilibrati e piatti originalissimi. Ogni piatto meglio del precedente con il gran finale degli Hokkaido special. Ma special assaje veramente! Altro che chiacchiere quando sanno proprio fare. CONSIGLIATO E CUCITO NEL CUORE E NELLO STOMACO."
"ui_bubble_rating bubble_50","Fantastici","Ristorante molto bello, in cui si mangia davvero bene. Ci sono stata la settimana scorsa con i miei amici e ne sono rimasta molto contenta: il sushi migliore che abbia mai mangiato e servito da un personale molto gentile.Ci ritornerò sicuramente."
"ui_bubble_rating bubble_50","Strepitoso!!","mangiare bene è solo una parte di tutti i servizi che offre questo ristorante, fantastico sono stata davvero benissimo"
