"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"","",""
"ui_bubble_rating bubble_50","Che Pizza!","Ovviamente visto che si trova a Soccavo non è un posto per turisti. La fila di napoletani per entrare fa presumere però che si tratta di una pizzeria di ottimo livello. Mi è capitato altre volte di apprezzare la vera pizza napoletana che qui a Roma non è facilissimo trovare fatta bene.La pizza di Giggino ha caratteristiche di morbidezza e di gusto che raramente mi è capitato di incontrare. A mio avviso l°impasto migliore che mi sia capitato di assaggiare.Servizio celere e cortese. Prezzo più che adeguato.5 pallini assolutamente meritati."
"ui_bubble_rating bubble_30","come al solito..cresce la fama, crescono i prezzi e calano qualità ed attenzione al servizio ed al cliente..","ho scritto una recensione eccellente nell'estate del 2015 e devo dire che di quell'avviso son rimasto per lungo tempo. Già l'estate scorsa, tuttavia, per mangiare una pizza avevo dovuto attendere oltre un'ora in piedi, senza aver potuto prenotare, e non l'avevo trovata eccezionale. Giunto la sera del 23 dicembre a Napoli, con il desiderio di una pizza, sono tornato in questo locale con cari amici che come me ne avevano una buona opinione e sono assidui frequentatori..ma siamo rimasti molto delusi: sebbene alle 23 il locale non fosse certo pieno, abbiamo atteso 40 mn le pizze: buona la napulegna (montanara fritta con polpettine poi ripassata in forno, dal prezzo francamente un tantino esagerato), e buona anche l'esplosiva (un ripieno fritto condito in superficie e ripassato in forno); molto deludente invece tanto la nonno pasquà (una classica pizza al forno con provola e filetto di pomodoro) quanto la marinara: entrambi con ampie chiazze non condite (un'abitudine da Gigino purtroppo), dal pomodoro amaro (la marinara) e dal prezzo spropositato (la nonno pasquà a 8,00€, che per Napoli é davvero un'esagerazione). Per finire abbiam chiesto un digestivo ghiacciato, ci é stato detto che l'amaro del capo era caldo e consigliato uno jegermeister che ci é stato però servito anch'esso caldo..Mi auguro si sia trattato di una serata no ma certo il prezzo quanto meno non era occasionale, ed andrebbe obiettivamente rivisto"
"ui_bubble_rating bubble_50","Ottima pizza superiore alla media","Ottima pizza...Locale carino anche se piccolino... Il che Nn dispiace...Personale cordiale e disponibile...Da provare e riprovare "
"ui_bubble_rating bubble_50","sempre più forti","Ritornare nella mia terra,nel mio quartiere,è sempre un piacere.Che sia breve,media o toccata e fuga la prima tappa è sempre la pizza da Gigino & Figli.Non esistono aggettivi per descrivere la bontà delle pizze,prodotti genuini,la passione e la cordialità che mettono i ragazzi.Da loro mi sento a casa.Il menù sempre aggiornato,e quando mi chiedono quale pizza preferisco...senza esitazione rispondo :  la prossima!!! .A presto,continuate sempre così!!!Un abbraccio da Munchen,con stima e affetto."
"ui_bubble_rating bubble_50","Pizza top","Ormai una tradizione di famiglia quando si ritorna a casa si punta diritto in pizzeria perché è il top della pizza braviii braviii"
"ui_bubble_rating bubble_50","una perla nascosta","Lontano dal flusso industriale/turistico delle pizzerie di Napoli centro, vicino alla storica Croce di Piperno si trova questa pizzeria con ben due forni a legna. Pizze di ogni natura forma e dimensione con prodotti freschissimi e non industriali , assicurano una pizza che dire di ottima qualità non rende l'idea. Prezzi contenuti tanta varietà e simpatia. Un locale tranquillo per amici e famiglia"
"ui_bubble_rating bubble_20","Pizza nella media ","Frittura non perfetta Fiore di zucca e frittella pessime Pizza nella media Conto economico Nel complesso classica pizzeria nella media "
"ui_bubble_rating bubble_50","Pizza con amici","Siamo stati di venerdì sera con amici che venivano da fuori Napoli e che volevano mangiare la vera pizza napoletana...siamo andati verso le 20 e subito ci siamo seduti all'esterno sebbene non avessimo prenotato...personale gentilissimo e simpatico, per quanto riguarda le pizze io non avevo dubbi del livello di eccellenza e ho avuto una conferma mentre i miei amici sono rimasti estasiati!!!! Inutile dire che lo consiglio e che ovviamente per me rimane il top!!!"
"ui_bubble_rating bubble_50","UNA CERTEZZA !! ","Che dire ... giggino è una garanzia , pizza OTTIMA BUONISSIMA anche nel caos del sabato quando sei pronto a giustificare le pizzerie più rinomate perché “ vabbè è sabato c’è folla” loro non hanno bisogno di giustifiche perché che sia sabato, che ci sia la partita o qualsiasi altro avvenimento la loro pizza é sempre al TOP. Molto spesso mi accorgo di non considerarla perché é molto vicino casa e ovviamente il sabato tendo ad andare nei quartieri con più movida ma poi quando ci ritorno mi dico “ cavolo ... é una delle pizze più buone di napoli e sta sotto casa “. Ebbene sì penso che sia una delle migliori pizzerie e credetemi io vado in giro a provarne di tutti i tipi dal centro al vomero e giggino occupa un posto nelle mie top tre pizzerie preferite.Non prendetela sottogamba come una qualsiasi pizzeria di quartiere , giggino é la rappresentazione della pizzeria tradizionale napoletana per eccellenza "
"ui_bubble_rating bubble_50","Pizza ottima ","Mi reco spesso in questa pizzeria con la mia famiglia, le pizze sono buonissime e molto particolari. La filetto è la migliore che abbia mai assaggiato! Unica pecca è la folla"
"ui_bubble_rating bubble_50","SUPERLATIVO!!!","Posto scoperto ieri, che dire SUPERLATIVO da 10 e lode, pizze sublimi, staff simpaticissimo, fritture leggere come anche tutto il resto, ti alzi da tavola senza la minima pesantezza, da qui si capisce la qualità degli ingredienti. Da ritornarci più e più volte."
"ui_bubble_rating bubble_40","ottimo ","se non fosse stato per le lunghissime avrei dato 5! tutto molto buono e i camerieri molto cortesi complimenti "
"ui_bubble_rating bubble_40","ci torno sempre","per me è il punto di riferimento per mangiare a Vico camerieri gentili si mangia discretamente vasta scelta per i dolci al carrello la pizza molto buona peccato che condita miseramente!"
"ui_bubble_rating bubble_40","Pizza molto buona ","Sono stata con mio marito, mio figlio e degli amici un venerdì sera a cena.Posto piccolino.Pizza molto buona e frittini sfiziosiCamerieri simpatici e disponibili"
"ui_bubble_rating bubble_40","Ottima pizza","Locale un po’ stretto con poco spazio tra i tavoli in zona Soccavo.Pizza molto buona e fritti appetitosi.Servizio un po’ lento ma camerieri simpatici e disponibili.Prezzo adeguato.Lo consiglio "
"ui_bubble_rating bubble_40","Sempre ottimo","Seconda volta seconda conferma. Pizza ottima, davvero di alto livello. Ottimo impasto e ottimi ingredienti. Non do il punteggio massimo per via della zona, ma per chi non bada a questo ma vuole mangiare una buonissima pizza sicuramente può fare affidamento a Gigino&figli"
"ui_bubble_rating bubble_50","Pizza napoletana","Una delle migliori pizze di Napoli, personale gentilissimo e attento alle esigenze dei clienti, ambiente rinnovato e pulito.Ottime le birre ed il servizio"
"ui_bubble_rating bubble_40","Ottima Pizza , pizzaiolo bravissimo , servizio non il massimo","Bisogna dare atto alla pizzeria di realizzare un buon prodotto , la pizza in tutte le sue varieta' e sempre buona , anche i fritti , prezzi nella media , unica nota negativa il servizio, il locale e' sempre pieno e bisogna attendere per accomodarsi , ma il personale non sempre disponibile è un po confusionario o diciamo stanco. Comunque un locale da visitare , pizza da assaggiare anche fritta e non dimenticate gli angioletti con il pomodoro fresco. Complimenti al propietario e pizzaiolo."
"ui_bubble_rating bubble_40","Gustosissima pizza","Si sa la pizza nel napoletano è dovunque buona ma vi assicuro che qui è eccezionale per cottura ,condimento,qualità degli ingredienti e anche per la cortesia del personale. Prezzo nella media . Consigliato"
"ui_bubble_rating bubble_40","Buona pizza!!!!","Salve...sono stato da poco in questa pizzeria, devo dire che ho mangiato una Buonissima pizza, prodotti di ottima qualità, servizio rapido e veloce, complimenti al cameriere Mario, location un po spartana, sopratutto la sala esterna...Ma ve lo consiglio.. Una pecca assurda pero' e che non accettano prenotazioni !!!!!!"
"ui_bubble_rating bubble_40","Imbarazzo della scelta","Location minimale con arredo classico da pizzeria. Menù ricchissimo con l’imbarazzo della scelta e dalle pizze con le svariate forme, quasi artistiche. Servizio discreto e cordiale. Conto medio rapportato alla qualità del prodotto reso. "
"ui_bubble_rating bubble_40","Una sola pecca ","Niente da dire sulle pizze, spettacolari e preparate con ottimi ingredienti, vado spesso da loro ,da quando ancora vendevano le margheritine a mille lire , unica pecca : il servizio in sala, a volte lascia davvero troppo a desiderare "
