"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"","",""
"ui_bubble_rating bubble_40","Pizza buona","Pizza buona, le fritture sono buonissime.....Metto 4 stelle perché spesso la pizza viene bruciata.."
"ui_bubble_rating bubble_50","Qualità, cortesia e bontà!","Prodotti di qualità e sempre freschi; ottime le pizze (soprattutto la classica Margherita merita una citazione!), ho assaggiato anche altri prodotti e sono rimasto sempre soddisfatto...nota a parte meritano i roccocò di Natale: eccellenti! Il personale è sempre molto disponibile, cordiale ed attento a dare buoni consigli per la corretta conservazione degli alimenti."
"ui_bubble_rating bubble_50","Qualità e convenienza.","Conosco la pizzeria-rosticceria dei fratelli D'Auria da innumerevoli anni e ho sempre fatto riferimento alle loro gustose offerte gastronomiche tipiche della cucina napoletana per le occasioni importanti da condividere in famiglia e con gli amici. Oltre alle loro gustosissime pizze classiche con forno a legna, che preferisco a molte altre, ho trovato ottime le fritture, le pizze di ricotta e di verdura, le lasagne e i rustici.Assolutamente ottimale il rapporto qualità-prezzo. Consigliatissimo!"
"ui_bubble_rating bubble_50","Eccellenza e cordialità sono di casa.","Durante l'anno compro prodotti eccellenti, dalla pizza, alla rosticceria da asporto, dal buffet per le feste del bambino, al pane confezionato con lievito madre. Ma nel periodo natalizio, compro gli struffoli buoni come quelli fatti in casa. Il tutto in un clima di simpatia, disponibiltà e grande affidabilità che ti permettono di sentirti tra amici. Grazie a tutto lo staff."
"ui_bubble_rating bubble_50","Il top","Posso dire di aver assaggiato quasi tutto... Un'eccellenza napoletana. Il personale preparato e sempre gentile"
"ui_bubble_rating bubble_50","Numeri uno","Professionalita cortesia e qualita sono al primo posto La vostra passione la trasmettete nelle vostre prelibatezze ma soprattutto il crocche di patate e fenomenaleTutto eccellente dalla pizza alla gastonomia Provare per credere"
"ui_bubble_rating bubble_50","Prodotti ottimi, artigianali e tanta cortesia e simpatia","Pizza buonissima, prodotti di rosticceria di prima scelta (ottimi per eventi e feste visto il rapporto qualità prezzo) da provare le graffette, i mini panini napoletani e le paste di mandorla! Il pane è molto buono, sia tradizionale che particolare."
"ui_bubble_rating bubble_50","Gusto e professionalità","Ottime pizze e personale cordiale. Altrettanto saporiti gli altri prodotti d forno. È un punto di riferimento anche per i buffet delle feste. Ormai siamo clienti abituali e non saprei più rinunciare alla pizza settimanale di Luigi."
"ui_bubble_rating bubble_50","ottimo","Siamo clienti della famiglia d'Auria da tre generazioni! Storica pizzeria da asporto del quartiere che ha saputo, negli anni, ampliare l'offerta, aggiungendo alle ottime pizze una vasta scelta di pane e taralli, rosticceria e contorni veramente squisiti. Consigliati anche i dolci, proposti nella versione tradizionale e con diverse modifiche per clienti con allergie o particolari esigenze dietetiche. Imperdibile!"
"ui_bubble_rating bubble_50","Pizzeria TOP","Sono cliente abituale da poco più di un anno. La pizza è ottima (una delle più buone del Vomero, se non la più buona), così com’è ottimo il pane/panini e la rosticceria (arancini in primis). Il personale è solare e disponibilissimo. La consiglio vivamente."
"ui_bubble_rating bubble_50","Buono buono buono","Buona la pizza, buoni i fritti, buoni i dolci. Inoltre si è sempre accolti con tanta simpatia e buonumore"
"ui_bubble_rating bubble_30","ci sta","il personale è molto gentile, puntualità del servizio impeccabile, le pizze classiche sono abbastanza buone, ma non posso dire altrettanto delle altre, comunque nella media..."
"ui_bubble_rating bubble_40","Qualcosa di speciale!","Tutto ciò che trovi è un' infinita bontá.....dal dolce al salato.....con ingredienti selezionati e naturali..è difficile scegliere...troppe delizie....che solo a vederle ti riempiono gli occhi e lo stomaco!!! Lasciati tentare.....ti assicuro che non resterai deluso!!! Buon assaggio.....ciaooo!!!"
"ui_bubble_rating bubble_50","D AURIA É Un angolo di paradiso....","Sono andato in questo locale con amici . C è l'imbarazzo della scelta di cosa scegliere dal rustico al salato .pane caldo appena sfornato .. pizze di ogni genere.....friggitoria ottima. Unica da provare la parigina Bianca al cotto e la pizza al Vesuvio..."
"ui_bubble_rating bubble_50","ECCEZIONALE!!!!!!!","Da poco conosco questa rosticceria, ma i loro piatti prelibati mi hanno subito conquistato. Gustosa la pizza sia quella classica ,sia quelle più particolari! Assolutamente da provare. C'è anche una grande varietà di contorni sublimi, ed è tutto anche comodamente d'asporto. Il personale é gentile, preparato ed estremamente professionale. Qui insomma si trova la vera tradizione napoletana, con la T maiuscola! Io ci andrò sempre!!"
"ui_bubble_rating bubble_50","Klarett","Cibo di ottima qualitacon ingredienti genuini,personale disponibile e simpatico ma,sopratutto igiene eccellente!"
"ui_bubble_rating bubble_50","Eccezionale","Tutto buonissimo, rustico e ingredienti freschi, danno la dipendenza. Da provare assolutamente... Goduria pura."
"ui_bubble_rating bubble_50","Mangiar bene e sano a Napoli","Sono stata varie volte nella pizzeria rosticceria D'Auria l'ultima volta inizio Novembre e ho potuto assaggiare il gustosissimo torrone.Inoltre ho mangiato la pizza verace napoletana e i crocchè e la mozzarella in carrozzeria che seppur fritti ad uno stomaco delicato come il mio nn hanno dato per nulla fastidio .Ottimi sono.i taralli.tradizionali con le mandorle come pure i vari tipi di pane e tutti i biscotti e i dolci,il mio preferito è la torta mela e cannella.Il gestore Giulio D'Auria è sempre attento ad usare prodotti di ottima qualità genuini e sani ed è riuscito a far coesistere nell.allestimento del suo negozio e nelle sue ottime preparazioni modernità e tradizione.Che altro dire più?!Per fortuna per la mia linea che abito lontano dalla rostocceria perché so resistere a tutto tranne che alle tentazioni."
"ui_bubble_rating bubble_50","eccezionale","la vostra pizza e' eccezionale,le fritture fantastiche e il pane ottimo..la qualita' e' altissima...."
"ui_bubble_rating bubble_50","eccelenza campana","Se si vuole mangiare la classica graffetta napoletana,calda, soffice con l'antico profumo bisogna andare da d'Auria.Per non parlare degli gnocchi:vi ricordate quelli delle nonne fatti con la patate? Ho girato tanto ma li ho trovati solo da d'Auria.Per non parlare delle pizze,dei crocche,dei crostoni e di tanta altra rosticceria.Provate il gaeau di patate i peperonii e le parmiggiane sono una vera goduria!!!!."
