"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"","",""
"ui_bubble_rating bubble_50","Siamo andati con un coupon","Locale eccellente, cibo ottimo e abbondante e l'accoglienza è stata veramente eccezionale. Superconsigliato"
"ui_bubble_rating bubble_30","Buon sushi a prezzi alti! ","Ottimo sushi con una buona varietà di pesce e abbinamenti ricercati.Servizio rapido ed efficace.Forse la coincidenza della partita di calcio, la poca gente nel locale e soprattutto la fretta nel chiudere, che ci ha costretto ad andar via anzitempo, hanno reso la location e l'atmosfera in generale molto fredda.Prezzi decisamente alti nonostante il vantaggio di uno sconto The Fork di 20€"
"ui_bubble_rating bubble_50","Ottimo per cibo,atmosfera e servizio","Locale con evidente cura del design e dell'atmosfera discreta e tranquilla.Cibo ottimo, preparato con cura e con un tempismo impeccabile per godere delle temperature e delle consistenze delle preparazioni in maniera ottimale.Particolarmente buono un piatto di cui non ricordo il nome, caldo, con tonno in sfoglia di grano."
"ui_bubble_rating bubble_40","Molto buono","Siamo stati qui con degli amici, l'atmosfera è molto piacevole, il personale molto gentile e il cibo davvero buono.Abbiamo mangiato alga Wakame, polpettine di polpo (ottime) e un mix di roll e per concludere il dolce. Siamo rimasti tutti contenti. "
"ui_bubble_rating bubble_50","ottimo locale","ottimo locale servizievole e accogliente. Esperienza lavorativa ottima con un buon ambiente lavorativo"
"ui_bubble_rating bubble_20","Tempi di attesa interminabili","Faccio una premessa: materia prima ottima, così come i piatti ed il menù in generale.Tuttavia, tempi di attesa epocali.Circa 30 minuti per poter ordinare. Dall'ordine, comprensivo anche del beverage, sono passati almeno altri 20 minuti per acqua e vino.Dopo l'entrèe almeno un'altra ora per le portate principali. Eravamo stanchi.Tempi lunghissimi non giustificati, visto che non vi erano molti ospiti.A mio avviso ci vorrebbe qualche persona in più."
"ui_bubble_rating bubble_40","Ottima scoperta ","Ottima scoperta, materia prima eccellente che lo chef giapponese sapientemente prepara degli ottimi e particolari rolls. Da riprovare sicuramente."
"ui_bubble_rating bubble_40","Una buona scelta!","Cenato con mia moglie con un coupon pienamente rispettato. Menù fantasioso di buona qualità e molto invitante. Servizio cortese e veloce, corretto il rapporto prezzo qualità. Insomma, una buona scelta per il Giappone al Vomero."
"ui_bubble_rating bubble_50","Miglior sushi di Napoli","Bella location.Personale gentile.Cibo eccezionale.Ottimo rapporto qualita prezzo.Torneremo sicuramente!!!!"
"ui_bubble_rating bubble_50","Number one!!!!!","Non ci sono altre parole al momento il migliore in assoluto.Consigliatissimo a Napoli non si può trovare di meglio!!!"
"ui_bubble_rating bubble_50","Sempre meglio ","Ogni volta che torno ci sono delle bellissime novità questa mia esperienza mi ha davvero rimasto sorpreso con la loro cucina tipica e dico tipica giapponese creazioni della mente geniale dello chef giapponese penso unico mai mangiato così o meglio mai sono stato in un locale dove ogni volta rimango sempre più sorpreso e felice grz nori "
"ui_bubble_rating bubble_30","Sushi a casa","Abbiamo ordinato tramite uber eats da questo ristorante. I prezzi sono un po’ alti ed essendo abituati a ristoranti molto ma molto superiori ci sono sembrati eccessivi.Sicuramente sopra la media dei giapponesi napoletani, ma non ancora abbastanza. Possono sicuramente migliorare. Innanzitutto eviterei pezzi “caldi” nei set d asporto. La soia non era ottima ed era più densa della solita “kikko man”.E infine i vassoi erano pieni d insalata che rendeva tutto più scomodo ed era inutile.Il sashimi (arrivato al posto dei nigiri per errore) era troppo spesso. Abbiamo preso un temaki (buono) ,Set da 24 pezzi special, 2 gunkan salmone normali (buoni) e 2 flambé (da migliorare) e 4 nigiri (arrivati però solo sashimi salmone)Totale 77€. Sicuramente sarà più buono seduti al tavolo e mangiato al momento, ma la prossima volta proveremo sicuramente prima altro sperando di trovare qualcosa di migliore"
"ui_bubble_rating bubble_50","Una piacevole scoperta ","Ci siamo recati in questo locale non avendo mai provato la cucina giapponese. Il personale è stato molto cortese e disponibile a guidarci nella scelta delle pietanze. Da profano in materia, ho trovato tutto buonissimo con prodotti di qualità. Locale carino ed accogliente. Menzione speciale per il dolce caldo e freddo, la ciliegina sulla torta di una splendida serata. Consigliatissimo."
"ui_bubble_rating bubble_50","Davvero una sorpresa","Sorpresi per non aver trovato l'all you can eat ma poi deliziati dai sapori diversi e precisi. Bella l'originalità dei piatti. "
"ui_bubble_rating bubble_50","L'Oriente","Locale tranquillo e raffinato. Personale molto cortese e pronto a dare le giste indicazioni a chi come noi non è assolutamente preparato sulla cucina giapponese. Ottima esperienza."
"ui_bubble_rating bubble_40","Una bella scoperta","Siamo stati un sabato in questo locale io e il mio fidanzato. Era la prima volta che provavo la cucina giapponese e ne sono rimasta entusiasta. Cibo davvero ottimo, personale gradevole e una location curata e accogliente. Ci ritorneremo sicuramente :) "
"ui_bubble_rating bubble_50","ottimo sushi!!","un po lunga l'attesa considerando che il locale non fosse pieno, ma ne è valsa la pena!!Davvero un ottimo sushi!!"
"ui_bubble_rating bubble_50","Ottima pausa pranzo","Oggi ho avuto il piacere di trascorrere una gradevolissima pausa pranzo in questo locale che non conoscevo!I prodotti freschissimi , con preparazioni semplici ma capaci di esaltarne i sapori.La signora che ci ha servito gentile , preparata , non si è mai dilungata in spiegazioni noiose ma concise ed efficaci! Ed il cuoco , molto carinamente, è venuto a salutarci! Davvero una bella sorpresa! Tornerò a trovarli!"
"ui_bubble_rating bubble_40","Jap di alta qualità","Ce ne sono per tutti i gusti ormai in città ma questo Sushi bar batte tutti per rapporto qualità prezzoAbbiamo cenato divinamente e la padrona di casa è attenta simpatica e bravaC'è un bel lavoro di squadra...bellissimo nell'ambientazione e curato nei dettagliCibo ottimo...da ripetere assolutamente"
"ui_bubble_rating bubble_40","Eccezionale ","Ho avuto modo di provare sia il cibo d'asporto sia il cibo a tavola. Davvero. Eccezionale emtrambi. Unica pecca è che il cibo. D'asporto è un po' troppo costoso rispetto la quantità. Per il resto buonissimo. "
