"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"","",""
"ui_bubble_rating bubble_50","Molto buono ","Non ho mai mangiato sushi in vita mia.Oggi ho appeso mia nonna al pranzo della domenica per provare la prima volta il sushi è non me ne pento affatto."
"ui_bubble_rating bubble_30","Capodanno ... improvvisato! ","Servizio molto veloce,seppur era capodanno ed il locale era pieno (e l’unico ad averci accettato),forse un po’ troppa fretta a mandarci via! Cibo molto buono e locale grande è carino! "
"ui_bubble_rating bubble_40","Tutto buonissimo","Buon ristorante giapponese, abbiamo usufruito della formula all you can eat e siamo rimasti soddisfatti. Il cibo è di qualità, buonissimi gli harumaki e soprattutto la salsa thailandese. Ottima accoglienza e bellissima location."
"ui_bubble_rating bubble_10","Se cercate qualità evitate","Chi ha recensito eccellente, penso non abbia mai mangiato del buon sushi e del pesce fresco in vita sua, qualità pessima, e lentezza imbarazzante nel servire I piatti."
"ui_bubble_rating bubble_10","Pessima organizzazione","Ho prenotato un tavolo per le 20,30. Arrivato puntuale il tavolo era stato fatto occupare da altre persone. Ne ho chiesto un altro che ho visto libero e mi è stato risposto che era prenotato!!! Ho comunque mangiato al piano inferiore, al freddo. Cibo scadente e poco fresco a mio giudizio. Ciò che si vede nelle foto non è reale. Personale arrogante e lento nel servizio. Sconsigliatissimo! Meglio fare 6 km in più e nella zona dello stadio si trovano ristoranti di sushi ottimi davvero!"
"ui_bubble_rating bubble_50","Ottimo All you can eat ","Il locale è arredato con gusto ed il servizio si è rivelato impeccabile.Ottima la varietà dei vini ed altrettanto ottima è la varietà del cibo.In quanto al gusto, il vino locale non è stato un granché... La prossima volta opterò per un vino in bottiglia. Relativamente al cibo, invece, è stato tutto incredibilmente buono.Ho mangiato anche in altri ristoranti giapponesi e, per l'esperienza fatta, il koi sushi è sicuramente tra i milgiori.Spero mantengano sempre questi standard. Consigliatissimo"
"ui_bubble_rating bubble_20","Non soddisfacente ","Sono stato questa sera, avendo provato altri restaurant sushi come Giappo o Hachi posso affermare che il servizio é un pò disorganizzato e la qualità è bassa..."
"ui_bubble_rating bubble_40","Sushi ottimo","Buonissimo e menù molto vario, per essere un sushi con la formula all you can eat la qualità è davvero buona. Molto caratteristico il locale. Da provare! "
"ui_bubble_rating bubble_50","All you can eat ad alto livello.","Ristorante molto ampio con tanto personale estremamente gentile e disponibile. La formula all you can eat ha una offerta sterminata e tutto è molto buono, dal suchi alle zuppe alle carni è tutto buono, fresco e saporito. Senz'altro da tornarci."
"ui_bubble_rating bubble_50","All you can eat ma di qualità ","Il sushi è sempre fresco ed il riso di ottima qualità. Il servizio veloce ma assolutamente curato. Personale gentilissimo mai sgarbato. Consigliato assolutamente sia per pranzo che per cena. Eccezionali i ravioli grigliati. "
"ui_bubble_rating bubble_50","Natale a Napoli ","Cenato ieri sera personale gentile ottimo qualità prezzo cena 23 E pranzo 15 consigliato se si passa in questa zona "
"ui_bubble_rating bubble_40","Molto buono!","Personale cordiale, buona la qualità del sushi. L'unica pecca è stato assistere alla ramanzina nei confronti di una delle cameriere. Credo sia più consono richiamare un proprio dipendente in disparte e non davanti a tutta la clientela, urlando anche!"
"ui_bubble_rating bubble_40","Buono a pranzo ma di sera molto meglio","Consigliatissimo come all you can eat. Apprezzabili i sashimi di sgombro, orata, e tempura di gamberi veramente buona. "
"ui_bubble_rating bubble_40","Molto bravi","Sushi di buona qualità e servizio molto veloce.Il personale è stato veramente molto cordiale.Lo consiglio vivamente!"
"ui_bubble_rating bubble_40","Veloce e di buona qualità ","Siamo stati in questo ristorante per pranzo,eravamo una coppia,siamo rimasti molto sorpresi dalla celerità della cucina e allo stesso tempo dalla qualitá, veramente molto buona. I camerieri erano super disponibili e molto cordiali , lo consiglio caldamente per un pranzo AYCE!"
