"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"","",""
"ui_bubble_rating bubble_50","Ottima pizza al taglio","Mi son fermato per un asporto e ho deciso per quadretti misti di pizza, tutti buonissimi e ben farciti. Personale gentile e simpatico in special modo Toni."
"ui_bubble_rating bubble_50","Buonissima pizza! ","Mi trovavo di passaggio e ho trovato in questa pizzeria dell'ottima pizza al taglio e un personale gentile e disponibile. Nonostante fosse ormai tardi ci hanno accolto e servito deliziosamente.Condigliatissima! "
"ui_bubble_rating bubble_40","Non male ","Da anni prendo la pizza qui perché l'ho vicino casa.L'ultima volta che l'ho presa è stato questo Week end, in confronto alle altre volte mi è sembrata meglio, sopra c'era una valanga di mozzarella, come piace a me, gli ingredienti non erano male.Molto buone anche le focacce ripiene che hanno in esposizione, le abbiamo provate e sono buone, sono molto piene e infatti riempiono subito, però appunto sono buone.Il personale è gentile e disponibile.Il tempo di attesa nel mio caso non è stato tanto, nonostante avessero tante comande.Non mi è rimasta nemmeno troppo pesante come pizza.Continuerò ad andare e non perché l'ho vicino casa."
"ui_bubble_rating bubble_50","Sono caduto bene","Ero di passaggio per tornare a casa e mi sono fermato in questa pizzeria ,molto comoda,accanto alla E45.Parcheccio trovato bene ,pizza eccellente con ingredienti freschi ,personale gentile e prezzo nella norma,Ci tornero ."
"ui_bubble_rating bubble_50","NON SI SBAGLIA MAI E POI MAI","Innanzitutto devo dire che è la pizza più buona della Romagna ( e non ) . Impasto cotto benissimo e farcitura SUPER . Grande Enrico , ci rivedremo presto."
"ui_bubble_rating bubble_40","ottima pizza","ottima pizza , pizzeria da asporto dove e' possibile mangiare senza grandi pretese,svariate tipi di pizza anche di formato enorme"
"ui_bubble_rating bubble_50","Super pizza","Ci fermiamo per una pizza, e anche una birretta, scelta vasta e qualitativamente ottima. Impasto eccellente e cotto bene. Ragazzi gentile simpatici. Ritorneremo di nuovo."
"ui_bubble_rating bubble_50","Super","Bel localino dove mangiamo pizza veramente ottima, ben farcita e cotta bene. Abbiamo passato, come sempre, una splendida serata. Complimenti ai ragazzi."
"ui_bubble_rating bubble_50","Nuovo staff, nuova musica","Location strategica, locali no bello e pulito, staff giovane, pizze ottime e ben farcite. Si sta benissimo. "
"ui_bubble_rating bubble_50","Pizza squisita","Fermarsi qui è un piacere. Location carina e strategica visto la vicinanza all' uscita sud di Cesena E45. Pizza leggera e porzioni abbondanti.Bravissimi i ragazzi del locale e il professionale Enrico ( baraghen)."
"ui_bubble_rating bubble_50","Ragazzi Molto in Gamba ","Fortunato ad avere questo localino letteralmente a 20 metri dalla porta di casa. Quando dopo una giornata di lavoro non ho voglia di cucinare è piacevolissimo riuscire ad avere una validissima pizza da asporto in pochi minuti. Migliore di altre che ho provato in zona e che ho smesso di prendere per passare a questa. Il servizio è rapido. Sia i ragazzi dello staff che il gestore sono sempre molto accoglienti e gentili e c'è una bella atmosfera allegra. Veniteci anche se dovete fare un pò di strada perché merita. Devono solo migliorare un pò col telefono che spesso squilla a vuoto a lungo.. così non devo più nemmeno vestirmi e andare a ordinare al banco.. chiamo da casa ed esco al volo in pigiama . Do 5 Pallini con fiducia anticipata. Bravi."
"ui_bubble_rating bubble_50","Ci siamo!","Pizza buonissima e leggera ! Pizzette al taglio, focacce e rotoli per tutti i gusti! Consigliatissimo "
"ui_bubble_rating bubble_50","Pizza o gogo","Mi fermo ogni tanto di rientro dal lavoro. Pizza sempre al TOP e persone gentili! Per me consigliatissimo"
"ui_bubble_rating bubble_10","Il peggior servizio di sempre","Non so come spiegare il tutto se non con 1 ora e mezza di ritardo per la consegna con tutte le scuse più assurde nel mezzo ... Vi chiederete perché ho continuato ad aspettare...solo perché avevo già pagato.disonesti e bugiardi oltre che vergognosi"
"ui_bubble_rating bubble_10","Imbarazzante","Pizza imbarazzante, pesante, cattiva, quasi immangiabile.Prosciutto crudo e cotto utilizzati che dire pietosi è poco.Mancanza di ingredienti sulle pizze rispetto a quanto scritto nel menù, prezzi alti, servizio pietoso.Sconsigliato a dire poco."
"ui_bubble_rating bubble_10","Indigesta pesante non buona ","Un susseguirsi di nuove gestioni, una peggio dell'altra. Anche quest'ultima voto zero. Pizza non buona e pesante. "
"ui_bubble_rating bubble_50","Pizza favolosa","La pizza é veramente favolosa,ben farcita e ben cotta,gli ingredienti freschi,ma soprattutto é molto digeribile.I ragazzi sono simpatici e molto cortesi,consegna veloce e puntualissima,prezzi più che giusti"
"ui_bubble_rating bubble_50","Pizza fantastica ","La migliore pizza di Cesena e dintorni !!! Sono buonissimi tutti gli impasti e c'è una vasta scelta come pizze ed per nn farsi mancare niente sono ottime alche le pizze al taglio "
"ui_bubble_rating bubble_40","Consegna a domicilio ok","Spesso ordiniamo la pizza qui e devo dire che generalmente siamo soddisfatti.La pizza e' buona e arriva anche abbastanza calda (quello che si può).I ragazzi della consegna sempre molto gentili e puntuali.Il prezzo nella norma."
"ui_bubble_rating bubble_50","ottima pizza","ci siamo fermati per una sosta durante il ritorno a casa, pizza ottima e scelta ampia, locale carino, prezzi modici. personale gentile. merita una sosta visto anche la vicinanza alla superstrada."
"ui_bubble_rating bubble_50","Bravi continuate cosi","Io e il mio fidanzato abbiamo cenato in questo piccolo locale che nasce come pizzeria da asporto. Tutto buonissimo. Bravi bravi bravi."
