"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"","",""
"ui_bubble_rating bubble_50","Miglior pizza al taglio di Cesena","Pizza al taglio situata poco distante dallo stadio Manuzzi di Cesena; il locale ha posti a sedere sia fuori che dentro. Non è disponibile il servizio al tavolo, quindi si prende il numerino e si fa la fila per scegliere le pizze. Poi si paga alla cassa e gentilmente ti portano le pizze al posto. Le pizze sono davvero deliziose e con tanti gusti molto particolari. Il personale è cordiale e disponibile. I prezzi forse sono leggermente più alti rispetto alla media ma la qualità e la bontà sono evidenti: l’impasto della pizza viene fatto lievitare 72 ore e risulta facilmente digeribile. Il punto su cui lavorare penso sia il gestire l’attesa all’entrata, ma per il resto è perfetto. Lo consiglio e ci tornerò sicuramente."
"ui_bubble_rating bubble_50","Pizza al taglio veloce","Ottima la pizza al taglio da Neo..puoi fermarti e mangiare comodo nel locale oppure scegliere di portare l ottima pizza a casa, in ufficio o da amici..Buonissima"
"ui_bubble_rating bubble_20","Pizza Cash ","Pizza particolare e molto buona, ma con i prezzi che ci sono ci mangio una settimana in una qualsiasi pizzeria di Cesena! Se accettano i buoni pasto ci torno altrimenti apro un mutuo nella banca affianco"
"ui_bubble_rating bubble_50","Ormai di famiglia","È da quando ho 5-6 anni che prendo la pizza da Neo. Non è mai stata deludente e negli ultimi anni ha raggiunto, secondo la mia opinione, il massimo. Ampia scelta di gusti, impasto molto buono e salutare. Ingredienti freschi. Consigliato fortemente. "
"ui_bubble_rating bubble_40","Ottima","Non saprei quale consigliarvi perché sono tutte buone io preferisco le bianche provare per credere posizione comoda con parcheggio"
"ui_bubble_rating bubble_40","Una sosta","Buoni gli ingredienti ben farcita. Ampia la scelta dei gusti.qualità prezzo ok!devo dire che i gusti sono veramente tanti....ma non dimenticate che la margherita o al Po.odori devono esserci sempre sono un classico."
"ui_bubble_rating bubble_50","Pizzette al top","Pizzette altamente digeribili, gusti assortiti stagionali a mio parere le migliori della città. Personale gentile cordiale ed efficiente. Lo consiglio a tutti "
"ui_bubble_rating bubble_50","Ottima pizza ed infinita possibilità di scelta","Pizza al taglio veramente gustosa. il locale offre sia la possibilità di mmangiare ai tavolini,che portare la pizza a casa.pizza molto buona,impasto leggero e sopratutto una quantità di gusti e combinazioni infinite.il personale sempre cordiale e gentile.Prezzi modici"
"ui_bubble_rating bubble_50","Ottima pizza","Abbiamo cenato da Neo un sabato sera...pizza buonissima, tanti gusti tra cui scegliere e tutti ottimi, prezzo buono"
"ui_bubble_rating bubble_50","Sfiziosissima!!","L'impasto preparato con lievito madre in 72 ore è leggerissimo e croccante; ti puoi abbuffare senza sentirsi pesanti!La farciture sono creative e innovative; si può tranquillamente parlare di pizza gourmet.Il personale è sempre cordiale e sorridente.Cosa chiedere di più?"
