"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"","",""
"ui_bubble_rating bubble_30","Niente di chè","Per un pranzo veloce può andare ancora bene locale tenuto discretamente cibo così è così se dovrei consigliere nn saprei sinceramente "
"ui_bubble_rating bubble_30","Ristorante nella media","Discreto locale, con piccolo parcheggio discretamente tenuto come discreto è il servizio e la pulizia dei locali. Cibo sufficientemente buono anche se non molto curato"
"ui_bubble_rating bubble_20","Delusa ","Una volta si mangiava bene , sconsiglio il pesce non era proprio buono , forse meglio solo la pizza !"
"ui_bubble_rating bubble_10","Asporto","Sono stato con mia moglie e mi sono trovato bene (ma non da 5 stelle), ora cercando di prenotare con Groupon come per incanto sono sparite tutte le date e gli orari disponibili nei 12 giorni successivi eccetto il giovedì 11 che stranamente ha tutti gli orari disponibili. Quel che è peggio è che non potendo andarci giovedì 11 con mia moglie (lavora) perderei il coupon, allora telefono e chiedo di fare lasporto ma loro non lo vogliono fare. Allora faccio presente che c'è lobbligo per legge di dare il cibo rimasto se richiesto per portarlo a casa, non è che il ristorante può rifiutare, capito? Sent. cassaz. V sez. n.29942/2014"
"ui_bubble_rating bubble_10","Cena flop!","Sconsiglio il pesce. Abbiamo mangiato menù a base di pesce che non sapeva di pesce.Tagliolini allo scoglio con cozze fredde, lo facciamo presente e per il resto della serata la cameriera ci tratta con antipatia."
"ui_bubble_rating bubble_40","anche da asporto","Vado spesso a mangiare o prendere la pizza da asporto in questo locale e devo dire che non hanno mai sbagliato una volta, sempre buona, ben farcita e sopratutto sempre cotta bene."
"ui_bubble_rating bubble_10","peccato","65.000 euro:1 lt acqua1/2 litro vino caraffa1 antipasto di pesce per una persona (no fresco,mail,olive,foglie d'insalata,gurnizione di salsa di pomodoro)2 paccheri all'astice (800 gr di pasta solo chele vuote insipidi,cottura scarsa)2 sorbetti al Limone.questa sera direi (da dimenticare )"
"ui_bubble_rating bubble_50","Buono","Ci siamo trovati a mangiare a questo ristorante tramite un'offerta di Groupon e devo dire che e' stata una piacevole scoperta.Locale accogliete, portate soddisfacenti e buon pesce hanno reso la serata molto piacevole, pizze ben fatte e molto gustose.da riprovare sicuramente....."
"ui_bubble_rating bubble_30","Si può migliorare.","Siamo stati in questo ristorante con un coupon di Groupon, menù a base di pesce che comprendeva un antipasto misto freddo, tagliolino allo scoglio, secondo composto da frittura ed uno spiedino a testa, insalata, un calice di vino a testa e sorbetto. Il pesce utilizzato era buono e fresco, le portate buone ma non esaltanti, si può migliorare. Il coupon ha un prezzo molto buono e comunque anche guardando il menù i prezzi sono discreti."
"ui_bubble_rating bubble_50","ottimo ristorante","Ristorante accogliente con cameriere gentili, pizza e portate buone sia come quantita che come qualità. Inoltre sono andato diverse volte con amici a mangiare la pizza e non ho mai visto una pizza bruciata nè sotto nè nel bordo. Prezzi onesti. Ci ritornerò ancora"
"ui_bubble_rating bubble_30","Tagliolini da urlo","La vera trattoria da camionisti.ordinata e pulita.veloce ed essenziale..un calice d vino.alla spina. molto abbondante.antipasto d pesce anonimo..(M ripeto) tagliolini da ricordare x qualità.cottura.pesce..fritto e spiedino..un poco troppo cotti..caffè offerto stupendo..c torneremo almeno x provare le pizze..ke anke se col forno a gas.. alla vista sembravano eccezionali "
"ui_bubble_rating bubble_40","Ottima pizza e buon pesce","Pranzo di coppia domenica,la pizza l abbiamo presa tante altre volte ed è sempre stata Ottima,eravamo clienti anche della precedente gestione il borghetto  . Abbiamo provato il pesce,buoni sia gli antipasti che il primo,peccato non ci fosse più spazio per il dolce Ma rimedieremo! Alla prossima."
"ui_bubble_rating bubble_50","Ottima cena!!!","Recatomi con mia moglie per la prima volta previo acquisto di un coupon di Groupon, non posso che manifestare l’entusiasmo per questo locale carino e ordinato, in cui ci è stato servito quanto previsto. Servizio inappuntabile con cambio delle posate a ogni portata, con tanto di piatto dove poter mettere i gusci del primo, gentilezza della cameriera che ci ha servito, e un menù composto da un ottimo antipasto, un buon secondo ma soprattutto un eccellente primo costituito da tagliolini artigianali allo scoglio, e la differenza rispetto a quelli industriali era notevole, conditi da gamberoni, scampi, cozze nere e una marea di vongole, talmente tante da sembrare più un piatto di vongole condite da tagliolini e non viceversa, che se pur non troppo grandi, erano saporite.Dopo aver terminato la cena, l’unica delusione è stato il pensiero che abitando in Puglia non ho la possibilità di tornarci spesso, ma appena mi si presenterà l’occasione di ritornare nei dintorni o solo di passarci per una meta più lontana, non esiterò a ritornarci. Il mio consiglio per chi abita nei dintorni è di andarci almeno una volta per poi ritornarci."
"ui_bubble_rating bubble_50","Eccellente ","Posto molto bello e sopratutto pizza eccezionale nn sbaglia mai.Vado spesso durante il lavoro ed o sempre i minuti contati e quindi il servizio e veloce."
"ui_bubble_rating bubble_30","Pranzo","Splendido pranzo con un primo allo scoglio per tre persone che abbiamo fatto fatica a finire, pieno di cozze, vongole, mazzancolle tutto legato con del gustoso pachino. Grazie per l'accoglienza e il servizio cortese ed efficiente, ottimo conto con una spesa di 15€ cada uno, il ristorante ci ha offerto sorbetto e limoncello che non abbiamo consumato perché troppo pieni. Consiglio, da tornare."
"ui_bubble_rating bubble_40","Un buon pranzo","Il ristorante è gestito da non molto tempo da Lillo, che conosco già e che gestisce anche il Borghetto, poco distante. Il locale è molto carino e ben sistemato. Ci sono stato un paio di volte di sera a mangiare la pizza, molto buona. Anche una domenica a pranzo in compagnia, prendendo una pasta al forno e un trancio di salmone con erbette, ciascuno. Buonissime le pennette al forno e abbondanti, anche il salmone era cotto e ben guarnito. Dolce e caffè compreso, oltre al solito assaggio gratis di limoncello. Buona qualità/prezzo e consigliatissimo, sia per specialità pesce, carne e pizze. Un caro saluto a Lillo e al suo gentile personale, da Narciso."
