"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"","",""
"ui_bubble_rating bubble_50","Pranzo","Pizza buonissima e pizzaiolo davvero simpatico alla mano !!! Posto con tavoli fuori e dentro al coperto"
"ui_bubble_rating bubble_50","Buona forno a legna","La prendiamo da asporto perché ha solo 2 tavolini., è buonissima anche se talvolta la bruciacchia sotto. Poi si rende disponibile a rifarla.È una delle pizzerie migliori della zona"
"ui_bubble_rating bubble_50","La pizza che preferisco","Sono anni che mangio la pizza di luca è non penso di cambiare come definirlo il mago della pizza ingredienti sempre freschi ottimo impasto prezzi nella norma ma la qualità è alta bravi ragazzi lo consiglio"
"ui_bubble_rating bubble_50","Ogni giorno si riconferma tutto sempre più buono.","Pizzeria di fiducia consiglio a tutti è la migliore ....vado lì tutti e giorni a volte mezzogiorno e sera.....poi oltre la pizza classica focacce e rotoli strepitosi...sempre tutto fresco e delizioso....e mettono prodotti ottimi e costosi...consiglio vivamente a tutti di provare....e non capisco che dice cose contrarie.....ci sarà sotto qualche interesse.....io da più di cinque anni vado lì e mai deluso. Anzi."
"ui_bubble_rating bubble_50","Pizzeria numero 1 di qualità è prezzi onesti","Per la numero uno in assoluto!....vado li due tre volte a settimana....volte prendo la pizza a volte i rotoli o le focacce.....buonissime .....sempre di tantissimi gusti e particolari......merita di provare......Usano sempre prodotti ottimi e di prima qualità. Sopratutto la mozzarella e si sente....infatti .i hanno fatto vedere che usano il fiordilatte...che costa ma e il meglio.....a mezzogiorno prendo quasi sempre le focacce.....sono buonissime e con due mi riempio....sono sazio. Eccezionali......ve lo consiglio vivamente.....provate e poi direte."
"ui_bubble_rating bubble_10","56€ 15 pezzi di pizza VECCHI....","cominciamo con il raccontare tutto.... 56€ per circa 15 pezzi di pizza/focaccia/trranci/calzoni.... BHOOOOO comunque STRAVECCHIA.... è ECCESSIVO, se chiamo un ora prima...PRETENDO CHE MI SI SERVA UNA PIZZA COTTA LA MOMENTO....NON RACCOLTA NELLE VARIE TEGLIE E MESSE ALLA RINFUSA .... una vergogna per la categoria.... di quei pezzi di pizza la metà è stata buttata, MA FORSE il costo eccessivo è dato dall'ORIGANO A CHILI sui tranci.... SE VE LO CONSIGLIO????.... ANCHE NO!!! a Cedena ci sono altre pizzerie da asporto che hanno prodotti freschi e di OTTIMA QUALITA'.... cercatele CI SONO.... come ho fatto io ieri sera che con 22 euro ho portato a casa 18 pezzi di pizza al taglio cotta al momento...."
"ui_bubble_rating bubble_50","La miglior pizza di Cesena.","La miglior pizza di Cesena! Il top dei top! Il proprietario e' una sagoma, consegnano pure a casa e i prezzi sono ottimi. Cosa volere di piu'?"
"ui_bubble_rating bubble_50","una pizza meravigliosa!!!","Sapete cosa vi dico?Ho mangiato per 8 anni di fila tutti i weekend la pizza di Luka's e sono convinto che sia davvero una delle piu' buone che abbia mai mangiato!!L'impasto è strepitoso,cottura nel forno a legna che fa davvero la differenza!!Mi chiedo sinceramente il perchè di alcuni commenti negativi in merito..davvero da non credere..Se poi raramente capitano disguidi(pizza troppo cotta,attesa lunga,forma della pizza non proprio perfetta,ecc..)sappiate che sono cose che possono capitare a chiunque abbia un'attivita' con ritmi frenetici e ampia clientela..Chi non ha mai commesso un errore?Ma non è giusto screditare il lavoro di questa attivita' per episodi sporadici di poco conto..Per quanto mi riguarda,la mia famiglia e tutti i miei amici continueremo a mangiare la pizza di Luka's perchè è davvero la migliore e i titolari sono simpatici e in gamba.Bravi ragazzi,complimenti,andate avanti cosi'!!"
"ui_bubble_rating bubble_50","Pizza ottima!!!!","Ho mangiato di recente una pizza da Luka's con la mia migliore amica e sono rimasta ampiamente soddisfatta!!!Davvero molto buono l'impasto,ingredienti di prima qualita' per la farcitura!!Consiglio vivamente a tutti di assaggiarla,ne vale davvero la pena!Buon appetito!!"
"ui_bubble_rating bubble_10","pizza bucata e stalking","Ho mandato il mio ragazzo a ritirare 2 pizze, una delle quali è arrivata bruciata e con un buco. Ho chiamato la pizzeria per dirglielo ed invece di scusarsi si sono giustificati col fatto che il pizzaiolo era nuovo ecc ecc... inoltre il mio ragazzo era stato trattato con molta poca gentilezza al ritiro... per finire in bellezza colei che si è presentata come la titolare ha preso il mio numero di telefono ( avevo chiamato sul fisso ed è contro la legge prendere numeri di telefono di clienti), mi ha richiamata e successivamente riempita di sms provando ad attaccare una discussione. Credo che il fatto si commenti da solo. A vostro rischio e pericolo..."
"ui_bubble_rating bubble_50","Se volete una buona anzi, ottima pizza, luka's pizza è aperto 7 giorni su 7!!!","Pizza ottima e molto digeribile, impasto veramente buono. Porta pizze veloci e pizza a domicilio sempre puntuale, ordino tre volte fisse a settimana la loro pizza. Quando ci sono le partite, ogni 15€ di spesa c'è in omaggio una birra, anche per i domicili. Personale serio, gentile e con tanta voglia di lavorare. "
"ui_bubble_rating bubble_50","La migliore di cesena, con sconto studenti","Sono poche le pizzerie che offrono una qualità simile...le ho provate tutte le pizzerie a Cesena e sicuramente questa è la migliore. Ho letto dei commenti negativi per quanto riguarda gli ingredienti o il servizio...sono pienamente contrario con uno e l'altro... Il servizio va benissimo e gli ingredienti sono di qualità... le promozioni non mancano.... studenti universitari sempre con sconto e mercoledì pizze a 5 euro top. Ci rivediamo presto"
"ui_bubble_rating bubble_50","La pizza più buona di Cesena!","La mia pizza preferita! Mangiata sul posto è ancora più buona! Ottimo il servizio di consegna a domicilio. E la promozione del mercoledì........tutte le pizze a 5€"
"ui_bubble_rating bubble_10","Oscena!","La scorsa settimana mi sono recata in questa pizzeria perche quella dove vado solitamente li vicino era chiusa per ferie e allora presa alla sprovvista ho scelto la pizzeria più vicina ovvero Lukas pizza. Appena arrivo mi viene comunicato che vi è mezz'ora di attesa ma per questo nessun problema, la cosa che mi ha sconcertata è vedere che per accelerare i tempi la ragazza che prende le prenotazioni è andata ad aiutare il cuoco a farcire le pizze, oltretutto dopo avere sbrigato vari lavori all' interno del locale e senza manco essersi lavata le mani! A me questo fatto ha fatto abbastanza schifo, per non parlare della pizza che era un pezzo di cartone e oltretutto bruciata! Non ritornerò mai più! "
"ui_bubble_rating bubble_40","Consigliato","Un posto in cui mangiare qualcosa di veloce (pizze e focacce già pronte al trancio) oppure da asporto - prezzi ok, qualità ok, magari va rivisto un po' lo spazio esterno che é trascurato, i clienti possono desiderare di mangiare all'aperto in estate "
"ui_bubble_rating bubble_40","L'importante è la pizza","Si legge di tutto su questa pizzeria e sul titolare non molto attento ai formalismi...Devo dire che a me non interessa: la pizza è davvero buona e se devo scegliere un luogo in cui spendere bene il mio denaro Luka's pizza è uno di questi. Impasto ottimo, ben condita, non troppo sottile e nemmeno troppo grossa; qualitativamente una delle migliori pizze da asporto di Cesena. Poi il locale non sarà schick, il pizzaiolo può mandarti a fare in c.... ma sinceramente a me interessa mangiare bene!"
"ui_bubble_rating bubble_50","Ottimo","Sono andato ieri sera sul tardi...Ho chiesto una pizza al farro con bresaola rucola e grana...una delizia! Oltre al servizio veloce...trattato benissimo! Lo consiglio vivamente "
"ui_bubble_rating bubble_30","Pizza buona ma clima teso...","La pizza è buona e gli ingredienti di qualità,buone anke le focacce ripiene. La nota dolente è il pizzaiolo!l'unico con capelli lunghi e sciolti senza copricapo! Maleducato con i suoi collaboratori ke poverini nn rispondono mai! Nn capisce ke mette in imbarazzo i clienti?! Peccato nn tornarci più x questo motivo!"
"ui_bubble_rating bubble_50","Voglio dire la veritàsul signor Enzo m.lui è un bugiardo.","Volevo precisare .. Il signor Enzo m è un bugiardo...sono una suo amico e ero li anch'io quella sera. ..... . voglio spiegare come sono andate le cose! ..il signor Enzo m venerdì ha ordinato le pizze con dei buoni pasto che la cassiera non conosceva e non li ha voluti accettare visto che non ne era sicura e il proprietario non c'era.il pizzaiolo e proprietario ha chiamato e ha chiesto scusa dell'accaduto e gli ha promesso due pizze omaggio...il giorno dopo sabato il signor Enzo m ha chiamato alle otto e gli è stato detto che fino la chiusura era tutto esaurito anche l'impasto.. Ed era vero..... tutti gli impasti erano finiti e prenotati....il signor Enzo m ha offeso il pizzaiolo e gli ha detto che deve cambiare mestiere ,che non è il suo lavoro e altre offese...solo perché non ha avuto le due pizze omaggio.dopo di che ha iniziato a mettere critiche negative dappertutto in internet...anche offese gravi. E solo bugie sul personale o che , quando non è mai stato nemmeno in pizzeria ...e ha scritto tutte le cose Brutte e inventate sul proprietario, sui dipendenti e la pizzeria in generale solo per questo...spero chiunque legga questo messaggio e sappia la verità..io ho cercato di dire che non doveva inventare quelle cose e scriverle che non sono vere per nulla...Che non mi sembra giusto che uno parli male e si inventa le cose sulle attività o personale che sia, solo per certi motivi che non c'entrano nulla con le cattiverie che ha detto senza motivo......non mi sembra giusto .ma non mi ha ascoltato io prendo sempre la pizza da loro .e e tutto ottimo...nessuno ascolti quella persona che ha scritto tutte quelle cattiverie apposta solo perché non ha ricevuto le due pizze promesse...che oltretutto le avrebbe avute un altro giorno... Gli avevano detto scusanti addirittura... Questa è la verità...pizza ottima e personale simpatico e bravo...."
"ui_bubble_rating bubble_40","Cena ","Una delle mie pizzerie preferite: rapporto qualità/prezzo ottimo!!!Anche il prezzo per il trasporto a domicilio è molto economico. L'unico difetto è la forma (ovale) della pizza, ma per me ed i miei amici è stato indifferente. Pizza molto gustosa. Serata fantastica grazie anche a Lukas Pizza!"
"ui_bubble_rating bubble_50","Quantità e Qualità","La migliore pizza da asporto di Cesena e dintorni, qualità eccellente la mozzarella e vera, i condimenti freschi l'impasto sempre ottimo è cotto a legna. Se ti piace assaggiare e sperimentare gusti nuovi il menù ti sorprenderà."
