"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"","",""
"ui_bubble_rating bubble_40","la cucina fusion,fatta in casa","i piatti sono ottimi e sempre diversi,anche se,per gli gnocchi è meglio prenotare. arrivare presto,è sconsigliabile,perche i piatti espressi caldi,devono essere ancora cotti. dolci,frutta fresca e sakè alle prugne come digestivo. ottimo!!!"
"ui_bubble_rating bubble_30","pranzo","cibo buono, ampia scelta, un po confusionario, tante persone, il cibo gira e i piatti non sono tutti coperti, ho comunque mangiato bene e ci tornero"
"ui_bubble_rating bubble_30","MA SI DAI","Siamo stati a cena venerdì sera e premetto il locale strapieno. A mio avviso la qualità del cibo e la varietà è leggermente diminuita, dopo un pò ti vedi passare le solite cose e poco di entusiasmante, se non cambia regime sarò costretto a dire ADDIO."
"ui_bubble_rating bubble_40","Sono uscita che quasi rotolavo","Sono stata una volta e non mi aspettavo di trovarmi così bene.Ho mangiato tantissimo e bene. Il prezzo è molto buono.Consiglio."
"ui_bubble_rating bubble_40","APOTEOSI DI PIATTINI","La cosa bella di questi ristoranti è quella di non doversi preoccupare di ordinare senza sapere con certezza cosa si sta ordinando. Tutto è in bella vista su tantissimi piattini, alcuni coperti e altri no, consiglio sempre quelli coperti. Il cibo alla fine è il solito cinese, le diversità di pietanze di permettono di assaggiare qualsiasi cosa che normalmente non succede. Le pietanze in linea di massima sono buone, dipende dai gusti. Si mangia veramente tanti e alla fine non si spende poco."
"ui_bubble_rating bubble_30","Discreto.... è una scommessa","Il servizio è molto gentile, menu fisso buono, ma la qualità è mediocre, nulla di esaltante o particolare, abbiamo trovato anche sashimi freddo ancora col sapore del freddo e addirittura una volta c'abbiamo trovato le spine.... ogni volta che ci vai è una scommessa, ti può andare bene, come è capitato, ma ti può andare anche male..."
"ui_bubble_rating bubble_40","formula simpatica","ci vado sempre con i bambini ai quali piace moltissimo la formula con gli assaggi che girano su nastro e tu scegli quello che vuoi, quanto ne vuoi. Cucina orientale discreta, anche mio marito che non ama particolarmente mangiare orientale viene perchè servono anche piatti di cucina nostrana. trovi carne, pesce, dolci. il guaio è che quando pensi di avere terminato ti scorre sul nastro una cosa che non avevi ancora assaggiato e che ti piace molto e ricominci a mangiare!"
"ui_bubble_rating bubble_20","Molto scarso ","Sono uscito con mia figlia per cena che aveva voglia di Sushi ed abbiamo provato Yoshiko.Si tratta di un all you can eat a menù fisso, 17,90 euro a cena escluso bere, gestito da cinesi, dove poter scegliere qualsiasi piattino dal nastro trasportare. La location è basic, con odore di cucina e il cibo è di bassa qualità. Non ci tornerò e non mi sento di consigliarlo. "
"ui_bubble_rating bubble_50","Bella scorpeta!","Locale pulito semplice. Personale gentilissimo e disponibile. Cibo ottimo. Se volete assaggiare qcosa che non c'é sul nastro basta chiedere e arriva sul tavolo. Fantastico. Ci ritornerò sicuramente. "
"ui_bubble_rating bubble_40","Buon Ayce","Preciso subito che si tratta di un ristorante all you can eat per cui va giudicato come tale... E il giudizio è molto buono. Locale pulito personale cordiale e buon cibo fanno di questo locale un buon posto dove cenare a prezzo contenuto. Il sorbetto è offerto dalla casa e possono essere ordinate, direttamente al tavolo, alcune pietanze. Lo consiglio e ci ritorneró sicuramente "
"ui_bubble_rating bubble_30","Sushi Invasion a Cesena","Nel giro di poco tempo Cesena ha visto spuntare come funghi i locali di cucina giapponese. In genere la qualità è mediocre, ma forse non sono un patito del genere. In particolare Yoshiko è un locale della serie Eat All You Can Eat a prezzo fisso. Ci vado spesso coi nipoti che si sono presi un'infatuazione per il sushi. Si può prendere tutto quello che si vuole dal nastro al centro del locale. Ovviamente, le prime volte la cosa è divertente; poi, ci si stanca di mangiare solo per mangiare."
"ui_bubble_rating bubble_40","Un'ottima prima volta","Io e la Mia ragazza abbiamo cenato qui poche sere fa e siamo rimasti particolarmente contenti: Personale molto cordiale, buon cibo (non pesante) e prezzo giusto. Cosa Chiedere di Piu?"
"ui_bubble_rating bubble_50","Pranzo in farmacia ..","Sono stata con il mio babbo e il mio compagno in qst locale.. davvero sfizioso e divertente il rullo o nastro che dir si voglia x scegliere le portate ... personale cordiale e gentile.. piatti ben curati e davvero deliziosi.. mi piace mlt il riso e gli spaghetti.. alghe squisite.. spiedini buoni.. sorbetto offerto dal ristorante.. ottimo il mascarpone... il mio babbo è rimasto mlt soddisfatto e pure il mio compagno .. ci sono ritornata due volte in una settimana e ci ritornerò di sicuro .."
"ui_bubble_rating bubble_40","Valido ","Ero in giro per Cesena , avevo voglia di pranzare cinese/giapponese e dopo ave eletto le recenti recensioni ho deciso di provare questo ristorantino .L ambiente è molto carino, c è il nastro dal quale si prendono le pietanze. Quest ultime sono varie e buone.Peccato che il tonno è il polpo si facevano desiderare, però per il prezzo per cui si paga ci può anche stare. A dimenticavo anche la tipica frutta cinese non si è vista. Tutto sommato mi sono trovato bene."
"ui_bubble_rating bubble_50","Consigliato ","Ogni tanto mi capita di fermarmi a Cesena per lavoro e se ne ho l'occasione mi fermo a pranzo al Yoshiko. Cibo asiatico veramente ottimo, nulla che dia pesantezza anche si mangia molto, raro in questi ristoranti. Il servizio e la cortesia ottimi ed anche il prezzo neanche 13€ per pranzare (alla sera sui 18€). Comodo il servizio a catenaria dove puoi scegliere le pietanze che ti scorrono davanti, non c'è limite di consumo! difficile trattenersi!! Lo stra-consiglio a chi piace questo tipo di cucina."
