"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"","",""
"ui_bubble_rating bubble_50","Sempre al top!","Seconda volta in questo ristorante e le aspettative sono state pienamente confermate, carne finalmente degna del nome, non la solita grigliata standard ormai uguale ovunque. Entrée deliziosa che denota una particolare accoglienza ormai persa dai più. Servizio gentile con buone note di simpatia. Da non perdere!"
"ui_bubble_rating bubble_40","Molto buono","Ho visitato questo locale in cui vengono servite specialità argentine in occasione di una cena di lavoro, e ne sono uscita abbastanza soddisfatta. La carne è senza dubbio buonissima (ma davvero tanto), incredibilmente tenera e con tagli di qualità ed il personale molto cordiale, e perciò le mie 4 stelle sono riferite a questo. Il fatto che le stelle non siano state 5 è dovuto invece ai lati negativi che ho riscontrato: il locale è davvero piccolo, sicché in una tavolata da 12 abbiamo dovuto cenare completamente appiccicati tra noi, le porzioni un po' scarse a mio parere, con prezzi decisamente poco competitivi (molto alti viste le porzioni. La grigliata per 2, ad esempio, costa 50 euro, ma nel complesso se la avessi mangiata da sola avrei avuto anche fame dopo) e il servizio è stato lentissimo!È comunque un locale che valga la pena di provare e lo consiglio! "
"ui_bubble_rating bubble_50","Ottimo e accogliente","Ottima cena, locale piccolo e accogliente, personale simpatico e cordiale. Ci tornerò volentieri quanto prima"
"ui_bubble_rating bubble_40","Ottima cena","Un locale carino dove si mangia molto bene. Abbiamo preso un secondo con contorno, porzioni abbondanti e ottimo vino. Sicuramente ci ritornerò. Meglio prenotare. "
"ui_bubble_rating bubble_30","Ottima carne, servizio gentile ma da rivedere","Siamo stati a cena in questo locale, ha una bella cantina accogliente e caratteristica ed un proprietario molto disponibile.Il menu è un incrocio tra Romagnolo (tagliere affettati, tagliatelle al ragù) e qualche piatto Argentino con la carne che la fa da padrona.Carne top, veramente di livello super.Unica nota negativa il servizio, lento e un po’ in confusione, ma diamogli tempo."
"ui_bubble_rating bubble_50","Cena ","Ottima la carne. La location semplice carina.lo Staff gentile, simpatico, bello. Una meraviglia. Consiglio provare per credere. "
"ui_bubble_rating bubble_50","Tutto perfetto! ","Sono stata in questo nuovo ristorante con amici. Pur essendo arrivati un po' tardi, alle 22, ci hanno accolto molto gentilmente. La location è carina, il servizio veloce e il personale davvero gentilissimo e super disponibile a spiegare le pietanze o per qualsiasi esigenza.Ci hanno prima offerto un'entree molto buona e a seguire abbiamo preso come antipasto le pepitas di pollo con mayo al lime, a dir poco squisite. Dopodiché è arrivato il momento della carne che avevamo ordinato. Io ho preso il filetto al sale. Piatto presentato molto bene con la carne cotta come avevo chiesto e il contorno di verdure grigliate e due salsine, tzatziki e una salsa tipica argentina. Ottimo il contorno e la carne inutile a dirlo ma era sublime. Si scioglieva in bocca, una vera prelibatezza. Vasta anche la scelta di vini e birre. Prezzi nella media. Sono, anzi siamo, rimasti molto soddisfatti e sicuramente torneremo a provare altri piatti sfiziosi! Hasta pronto! "
"ui_bubble_rating bubble_30","Una grigliata da urlo ","Locale rinnovato, la cantina è stupenda accogliente e molto ben sistemata. Abbiamo preso la grigliata che finalmente è qualcosa di diverso. Vari tipi di carne cotti alla perfezione, saporiti, sugosi. Non abbiamo gradito il vino bianco proposto troppo secco. Da migliorare il servizio ma i ragazzi sono giovani sicuramente possono solo che migliorare "
"ui_bubble_rating bubble_50","5 stelle...e lode! ","Siamo entrati nel locale alle 23.05 (scusandoci per l’orario e chiedendo se la cucina fosse ancora aperta visto che l’orario di chiusura era previsto a mezzanotte!) e siamo stati accolti in maniera eccezionale dalla cameriera! Dopo neanche 2 minuti ci hanno fatto accomodare ed è venuto lo chef ( gentilissimo e preparatissimo) a spiegarci il menu e a consigliarci qualcosa di buono. Dato che volevano provare tutti i tipi di carne abbiamo optato per la grigliata mista. Nulla da dire, tutto buonissimo, eccezionale! Carne davvero di qualità e ben preparata. È raro trovare uno chef così bravo, gentile e preparato! E c’è da dire che il tempo d’attesa è stato davvero minimo! A fine serata il proprietario ci ha anche offerto un altro bicchiere di vino a testa! Lo consiglio ASSOLUTAMENTE! Ripeto, 5 stelle e Lode! "
"ui_bubble_rating bubble_40","novità","Aperto da poco nel centro di cesena , per non mangiare la solita grigliata ... siamo andati qui da Tano , antipasti salumi e dei fagottini ripinei buonissimi , poi ci siamo dati alla carne , devo dire molto buona servita già con contorni misti di verdure alla griglia , location accogliente servizio cordiale anche se il cameriere pecca di inesperienza.... ho chiesto salumi e in principio mi ha risposto che non poteva farmeli perchè mandava in tilt la cucina...vabbè poi invece di due me ne ha fatta una ... per la grigliata che è per due persone gli avevo chiesto se dovevamo prendere per 3 o se con quella da due mangiavamo tutti e tre .... mi ha risposto che con una mangiavamo poco e con due troppo ...come se si potesse vendere di due porzioi in due porzioni ... allora ci ha consigliato di ordinare un altro secondo oltre alla grigliata per 2 ... morlae della favola la carne è rimasta... a parte questa piccola inesperienza dal cameriere che magari col tempo si migliorerà e saprà meglio cosa dire a un cliente ...ho mangiato bene non la solita grigliata ....devo dire che tornerò sicuramente bravi !! ."
"ui_bubble_rating bubble_50","Conoscenza","Eccellente abbiamo mangiato molto bene con carne fresca e cucinata bene ....servizio sempre molto gentile e carino"
"ui_bubble_rating bubble_50","Piacevole sorpresa","Aperto da pochissimo, ma già pienamente all'operaCibo deliziosoDopo antipasti buoni e abbondanti e ci siamo dati alla carne, Picanha e FilettoBuona la Picanha, ma veramente deliziosa la PicanhaTutto servito con gentilezza e professionalitàUn posto che sicuramente merita ulteriori visite!"
