"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"","",""
"ui_bubble_rating bubble_50","La pizza più buona di cesena","Pizza buonissima è super leggera personale gentile la miglior pizza di cesena io vado tutte le settimane e non sono mai rimasta delusa locale informale perché principalmente è una pizzeria da asporto ma si sta benissimo anche dentro al locale che è provvisto di tavoli"
"ui_bubble_rating bubble_50","Supermegapizza","Ottimo & abbondante sia la pizza che il personale. Grande scelta di farciture e farine e sfiziosi rotoli da srotolare con la lingua. Insomma: io MANGIOPIZZA solo da MANGIOPIZZA!"
"ui_bubble_rating bubble_40","Pizza da asporto ","Buona la pizza da asporto, quando arriva a casa l'impasto è ancora croccante, non spugnoso. È possibile mangiare la pizza anche sul posto, ci sono un po' di tavoli a disposizione. "
"ui_bubble_rating bubble_40","OTTIMO COME SEMPRE","Abbiamo mangiato la pizza in questo locale domenica sera nei tavolini esterni all'aperto. La pizza è risultata buona, gustosa e ben condita come sempre. i ragazzi sono bravi, competenti e molto gentili. Consigliatissimo."
"ui_bubble_rating bubble_50","OTTIMO","La pizza di questo locale è buona come sempre, ben condita e mai pesante. Da sottolineare la puntualità delle consegne."
"ui_bubble_rating bubble_40","Cena in tarda serata","Sono ritornata in questa pizzeria mercoledì sera 15 novembre 2017 per ordinare due pizze farcite. Buonissime e con farcitura abbondante. Non ho dato 4 palline perché le pizze dovrebbero avere un bordo più basso e u filo d'olio in più nell'impasto. Location carina e tutto lo staff gentilissimo. Complimenti!!! Superconsigliato!!! A presto dai vostri affezionati clienti."
"ui_bubble_rating bubble_40","Pizza buona ","Pizza buonaVasto menù con pizza ed accoppiamenti particolari.Tipi speciali di impasti. Da provareMerita."
"ui_bubble_rating bubble_50","Pizza d'asporto di eccellenza","Locale accogliente, personale molto cortese e professionale. Se prima era a mio modesto parere la miglior pizzeria da asporto della zona, di recente è stata una piacevole riconferma poter scegliere ora tra vari tipi di impasto diversi (es. Farro Bio) per una migliore digeribilità da persona a persona.Continuate così!"
"ui_bubble_rating bubble_50","CENA  ","Sono stata in questa pizzeria lunedì sera 9 ottobre 2017. Abbiamo ordinato alcune pizze farcite. Molto buone e saporite . Mi permetto un piccolo suggerimento un filo di olio extravergine in più nell'impasto. Saluti Buon lavoro "
"ui_bubble_rating bubble_40","Buonissima pizza da asporto","Personale molto gentile. Sempre puntuali. La pizza? Sicuramente da asporto una delle migliori di Cesena."
"ui_bubble_rating bubble_40","Una conferma...","Locale comodo da raggiungere. Buono anche il servizio di consegna a domicilio... io lo utilizzo quando sono al lavoro, perche' e' attivo anche a mezzogiorno. Pizza sempre buona, ora anche con impasti alternativi al classico. Personale sempre cortese e sorridente. Puntulita' nella consegna. Prezzi decisamente buoni per il tipo di prodotto. Grazie!"
"ui_bubble_rating bubble_40","MOLTO BUONA","Sono stato di recente a prendere la pizza in questo locale, voglio sottolineare la puntualità al secondo con cui consegnano la pizza con prenotazione, non sgarrano di un minuto e poi confermo l'ottima qualità della pizza prodotta."
"ui_bubble_rating bubble_40","Ottima soluzione per pausa pranzo","Mi fermo spesso in pausa pranzo. Il servizio è veloce e la pizza buona. Valida soluzione anche per l'asporto. Prezzi modici."
