"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"","",""
"ui_bubble_rating bubble_50","Il miglior sushi di cesena","Frequento spesso questo locale perché è l’unico a cesena dove si mangia un jappo decente. La gestione guarda molto alla qualità. Consiglio questo locale "
"ui_bubble_rating bubble_30","Peccato per il servizio","Il locale è bello, meritano sicuramente un voto in più le salette prive. Sono davvero un’idea bellissima. Inoltre schermano molto il rumore e rendono l’ambiente ancora più intimo.I piatti sono buoni, ma non essendo presenti molte foto nel menu, è di difficile comprensione se uno non li conosce. Il servizio purtroppo lascia a desiderare. La prima ordinazione è stata immediata, poi i piatti hanno cominciato a tartare anche per un tempo superiore a 40 minuti. Davvero un peccato. Non penso di tornare"
"ui_bubble_rating bubble_30","Insomma... ","Siamo stati in questo ristorante sabato sera. Il locale non era pieno, ma il servizio è lentissimo. Per pochi piatti abbiamo aspettato troppo, per soli due ordini quasi due ore. I piatti erano buoni, ma non eccezionali. Il personale è cortese e il posto carino, ma troppo, troppo lenti!! "
"ui_bubble_rating bubble_40","Il mio sushi preferito in quel di Cesena! ","È il mio sushi preferito a Cesena, ci vado spesso a pranzo con il mio ragazzo e spendiamo 12,90 per l’All You Can Eat (bevande e dolci escluse). Il sushi è veramente molto vario, ed è veramente molto buono (il mio preferito è il Pistacchio Roll)! Ci sono una grande varietà di piatti anche caldi, carne, pesce, spaghetti di riso o di soia, ramen ecc.ecc. tutto sempre molto buono!"
"ui_bubble_rating bubble_40","Qualche innovazione interessante","Diciamo la verità, gli all-you-can-eat si assomigliano un po tutti, ed è difficile distinguersi. Questo non è da meno, e sia come ambientazione che come cucina l'ho trovato abbastanza raffinato, con una buona scelta di menu e qualche variante interessante. Degno di nota comunque una innovazione che considero positiva.. Ti invitano ad ordinare solo quattro piatti alla volta!! Questo consente di sveltire gli ordini, e soprattutto di evitare la spiacevole consuetudine di vedersi arrivare i piatti assolutamente con ordine a caso, perdendo il conto di quanto ordinato. Con soli quattro piatti loro riescono comunque ad organizzarsi, e il servizio risulta molto rapido. Personale abbastanza gentile e premuroso, illuminazione molto calda. Buona scelta anche di dolci. "
"ui_bubble_rating bubble_50","Ottimo ","Cibo ottimo, servizio veloce e impersonale come in ogni cinogiapponese che si rispetti. Locale molto bello, senza odori fastidiosi dalla cucina. Insomma tutto quello che è lecito chiedere ad un locale di questo tipo."
"ui_bubble_rating bubble_50","Al momento, il mio SUSHI PREFERITO","Sono stata diverse volte in questo locale, la prima volta l'abbiamo trovato per puro caso. Il menù all you can eat con prezzo nella media comprende tutte le pietanze senza ALCUNA LIMITAZIONE nel crudo, cosa abbastanza rara, soprattutto se si tratta di un sushi di qualità. Davvero buono buono. Non abito a Cesena, ma ogni volta che riesco ci vado apposta per mangiare qui. Davvero ottimo. Personale cordiale e servizio super veloce. Si possono ordinare solo 3 piatti a testa alla volta, ma serve ad evitare gli sprechi ed essendo il servizio veloce questa tecnica ci sta."
"ui_bubble_rating bubble_40","Ci siamo trovati bene","Abbiamo trascorso una bella serata, il locale è accogliente, i piatti buoni. Abbiamo scelto la formula all you can eat."
"ui_bubble_rating bubble_20","un involtino non fa ristorante cinese","oggi,venerdi 19/10/18 per pranzo avevamo voglia di ristorante cinese, e abbiamo preso da asporto spaghetti di soia con gamberi e verdure, involtini primavera, sushi e ravioli al vapore di gamberi. di solito vado in un altro ristorante, oggi ho voluto provare questo perche vicino a dove lavoro, una pena. gli spaghetti facevano schifo insapori nonostante a distanza di qualche ore dalla digestione mi abbiano procurato una sete insopportabile, asciutti e con qualche pezzo di gambero gia passato, altro che freschezza degli ingredienti.. il sushi era passabile ma prenderlo li o alla conad è la stessa cosa, passabile dunque, mentre i ravioli alle verdure, prima volta che li vedo verdi, li abbiamo buttati via. gli involtini microscopici erano fritti bene e nell'olio giusto, prima volta che mi capita di mangiarli bene senza sapore di rancido ma purtroppo non fanno un ristorante cinese.. forse per merenda li riprendero' ma di sicuro non andro a cena o pranzo per il sushi.."
"ui_bubble_rating bubble_50","Piacevolmente sorpreso","Ottimi prezziBuon cibo. Locale molto molto bello. Dispone anche di tavoli 'privé'Ottimo per una cena intima o con gli amici. Nota positiva il NON affollamento di tavoli tipico di questi locali. Ottimo!!!"
"ui_bubble_rating bubble_50","Il migliore in zona","Ho cenato e pranzato varie volte in questo bel locale in centro a Cesena, sempre con la formula AllYouCanEat. Locale molto bello con personale giovane e simpatico, Il sushi e tutti i piatti che ho assaggiato sono ottimi e presentati ottimamente. Dopo averli provati tutti in zona per me Jako è il nr 1."
"ui_bubble_rating bubble_50","TOP","Spaghetti di soia, involtini e sushi sublimi, l'unica cosa che non mi ha convinta è stata la zuppa di mare (molto gelatinosa), ma sono gusti.Prezzo conforme a quelli degli altri all you can eat.Ci ha fatto molto piacere il fatto che pur essendo in due ci hanno sistemato in una stanzina privata (dato che era tardi e non era occupata), accortezza che non ci era mai stata rivolta in nessun altro all you can eat.Problema nel servizio: parlavano tutti sottovoce e non si capiva bene cosa dicessero!"
"ui_bubble_rating bubble_40","Bel locale e sushi molto buono.","Ci siamo recati per cena e come entrati ho notato subito un bel locale, ben arredati e curato.Ci siamo seduti e poi abbiamo ordinato di tutto e di più sfruttando il menù ALL YOU CAN EAT che però, non permetto di ordinare più di 4 portate alla volta a persona.Abbiamo condiviso tutto quindi posso dire di aver provato molte cose del menù, da frequentatore assiduo di ristoranti Giapponesi posso dire che questo è sicuramente molto buono con varia scelta e Uramaki special molto buoni.Abbiamo provato che qualcosina della cucina (tempura di gamberi, ravioli di gamberi al vapore, involtini di gamberi ecc..) anche questi buoni.Pesce buono unica piccolissima pecca il sashimi di salmone a mio avviso tagliato un po' grossino.Il menù cena è 21,90€, noi abbiamo speso 26,40 incluso bevande.Tutto sommato consigliato, andateci!"
"ui_bubble_rating bubble_40","Il migliore all you can eat di Cesena","Personale molto gentile, piatti davvero ottimi rispetto al resto degli all you can eat di cesena.Più fantasioso per i piatti giapponesi, classico per o piatti caldi cinesi.Unica pecca(x i miei gusti): no ramen in brodo, o meglio della pasta in brodo c'è ma li sconsiglio fortemente, ma consiglio tutto il resto del menu.Ci tornerò sicuramente "
"ui_bubble_rating bubble_50","Ottimo all you can eat","A mio parere uno dei migliori all you Can eat in zona.Buona qualità, menù con vasta scelta sia di sushi, sia di cinese.Personale gentile e veloce.21.90€ a cena"
"ui_bubble_rating bubble_40","Ci torno sempre volentieri","Grande disponibilità e servizio attento abbinato ad una cucina che alla quantità aggiunge buona qualità"
"ui_bubble_rating bubble_50","Il migliore in zona","Andiamo spesso e volentieri allo Yako, per me il migliore all' you can eat della zona, molto al di sopra dei concorrenti con prezzi simili (o anche maggiori). Ottimo cibo e servizio. Locale davvero grazioso. Consigliatissimo."
"ui_bubble_rating bubble_40","Non solo sushi","Anche non amando particolarmente il sushi , in questo ristorante c'è una vasta scelta di piatti sia della cucina cinese che di quella nipponica.I piatti sono tutti i ben preparati e benserviti. Nella categoria dei ristoranti all you can eatsicuramente si colloca in un posto medio - alto.Il servizio mi è parso anche abbastanza celereIn definitiva con meno di 13 € è sicuramente un posto consigliabile"
"ui_bubble_rating bubble_50","Ottimo sushi","Ho pranzato oggi in questo ristorante che fa formula all you can est.cioè con 12.90 ordini quello che vuoiCibo ottimo tempi di attesa giusti location bella (si trova in centro a cesena)ma voglio soffermarmi sulla titolare che si chiama Alessandra.una persona squisita e simpaticissima.ci ritornero sicuramente"
"ui_bubble_rating bubble_50","Sushi time","Mi sono recato tante volte in questo ristorante ma non sono mai rimasto deluso il sushi è sempre freschissimo e ben lavorato, il personale è abbastanza gentile anche se l'arredamento è un po cupo e spesso il locale è semi deserto vale davvero la pena davvero buono ! Per me il migliore di Cesena."
"ui_bubble_rating bubble_50","Ottimo","Il miglior all you can eat di Cesena!! Cortese il personale, veloce il servizio e ottima qualità di pesce! Finalmente un ristorante giapponese al top "
"ui_bubble_rating bubble_50","Fantastico","Bellissima location, cibo ottimo,inoltre fantastico perchè accettano gli animali.....complimenti. ero scettico da alcune recensioni terrificanti ma mi sono ricreduto andato di persona..."
"ui_bubble_rating bubble_10","pessimo","locale carino, personale disponibile, ottimo servizio...ma pessimo il cibo, i gamberi avevano uno strano sapore, come anche il bambù..piatti molto diversi dalle foto di presentazione, molto più ridotti. Mangio sushi da anni e questo mi è sembrato poco fresco.credo che non tornerò"
"ui_bubble_rating bubble_50","Tooooooopppppp!!! ","Sushi ottimo, pesce fresco, leggero,Preparato al momento.. personale attento e disponibile, locale curato nel dettagli.. menù ampio con formula all you can eat, prima di limitazione.. si può ordinare ciò che si vuole senza limiti..Simpatico e particolare il menù dei dolci!Locale consigliatissimo per gli amanti del sushi e per chi è alle prime esperienze "
"ui_bubble_rating bubble_10","Ristorante china-jappo da evitare ","Ristorante ayce che serve sia cinese(fatto male) e solita cucina pseudo giappone di qualità non al top. La mia compagna ha passato la notte su wc, ergo cibo decisamente non fresco. Prezzo 50€ in due. Non ci siamo. "
"ui_bubble_rating bubble_30","Migliorato","Ritorniamo a cadenza lunga in quesyo locale che dall'apertura ha cambiato 2 gestioni, é uno dei più cari del genere all you can eat ma trovo che sia migliorato e che ci siano piatti più curati e un po' diversi dai soliti. Il locale rimane troppo buio per i miei gusti."
"ui_bubble_rating bubble_30","Warning luci strobo","Locale carino, cibo non saprei visto che sono dovuto andarmene per evitare un attacco epilettico. Luci a led che vibrano in modo vistoso. Se avete sensibilità alle luci vibranti andatevene. "
"ui_bubble_rating bubble_50","Top!!","Torniamo sempre molto volentieri in questo locale, non solo per il buonissimo cibo ma anche perché la location è davvero molto carina!!Inoltre vi è la possibilità di mangiare in delle salette a mo' di privé.L'offerta all you can eat è davvero ottima e consente (a differenza degli altri ristoranti di questo genere) di ordinare anche la barca di sushi sashimi e uramaki.Il personale è molto veloce e cordiale.Ottimi anche i dolci che sono esclusi dal menu fisso.Da provare."
