"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"","",""
"ui_bubble_rating bubble_40","Non male!","Locale storico di cesena anche se ha cambiato gestione. Ci sono stato con la famiglia è stato un mix tra pizze e bruschette. Tutto buono, camerieri disponibili e veloci. Mi sono trovato bene grazie "
"ui_bubble_rating bubble_10","Serata da dimenticare!","Siamo andati a mangiare una pizza di sabato sera con due bambini piccoli.Il locale non era pieno, ma le pizza sono arrivate comunque dopo un'ora ed una era persino sbagliata.Durante l'attesa i bambini hanno giocato in una sala ricavata all'interno del locale con delle mura di cartongesso rotte assieme al pavimento di parquet dal quale si staccavano i listelli.Per la mia personale esperienza locale da evitare!"
"ui_bubble_rating bubble_30","Cena con Groupon","Siamo stati a mangiare in questo locale, dopo avere scaricato un coupon da Groupon.Appena siamo arrivati, ci si presenta un locale seminterrato sotto a un bowling. Entriamo e in un batter d'occhio ci ritroviamo in pieni anni 80 con l'arredamento e lo stile del ristorante. Sicuramente si potrebbe rinnovare. Ci sediamo e scegliamo il menù previsto dal coupon. Arriva la bruschetta: molto buona! Come primo piatto abbiamo scelto i ravioli salvia e burro, arrivano abbastanza velocemente ma la cosa che ci colpisce e la quantità..saranno stati a contarli 8-9 ravioli. In ogni caso buoni. Stessa cose per i secondi e contorni, buoni ma sempre ridotti come quantità.Come dolce abbiamo scelto la panna cotta con cioccolata. Bella presentazione.Tutto sommato buona cena e menù rispettato, siamo andati via pieni, ma come da tradizione romagnola ci aspettavamo più pasta. Personale molto gentile e alla fine ci è stata abbonata una bottiglia d'acqua (non compresa nel menù) al posto del vino (compreso) che non ho bevuto."
"ui_bubble_rating bubble_40","Rapporto qualità prezzo ottimo","Stasera ho cenato qui all'araba fenice con un coupon..il coupon prevedeva antipasti primo, secondo, contorno, dolce e caffè...tutto impeccabile...bruschette buonissime come il resto del cibo..personale simpatico..lo consiglio a tutti"
"ui_bubble_rating bubble_10","Orribile!!!","Ho aspettato 2 ore un piatto (ravioli burro e salvia) che non è mai arrivato... Alla fine delle 2 ore mi è stato detto che proprio quella sera il cuoco è dovuto andare via improvvisamente...!!!Pensavo di essere su scherzi a parte... "
"ui_bubble_rating bubble_10","Pessimo in tutto ","Pessimo nel cibo 2 ore per aspettare le pizze ...il personale con la testa fra le nuvole mai più ci andremo! !!!"
"ui_bubble_rating bubble_40","serata tranquilla in famiglia","siamo andati in otto persone con un coupon di groupon, il personale e' stato molto gentile i piatti erano tutti buoni e le porzioni più' che adeguate, vi consiglio gli strozzapreti ma hanno avuto successo anche ii tortelli al formaggio di fossa...."
"ui_bubble_rating bubble_50","",""
"ui_bubble_rating bubble_40","Locale poco visibile, peccato!!il mangiare buono","Sono andata all'Arabia fenice con la mia bimba e mio marito...il locale e' poco visibile all' esterno...ma l' interno molto carino tavoli ordinati e' puliti...la cortesia del titolare e della cameriera ottima...il mangiare buonissimo porzioni giuste..propongo ai miei amici Sardi se fanno un viaggio a Cesana ne vale la pena consigliamo..."
