"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"","",""
"ui_bubble_rating bubble_50","Ottima mensa","È come mangiare a casa della nonna. Porzioni abbondanti e ben condite, vasta scelta e buona qualità dei prodotti. Per essere una mensa, è davvero sopra la media! Ottimi anche i prezzi. "
"ui_bubble_rating bubble_50","Mangia e fuggi","Ottimo self service di Conad al centro commerciale Montefiore. Quando sono in ritardo sulla tabella di marcia, mi fermo volentieri presso questa location. Il cibo è ottimamente confezionato, il personale sempre gentile e cortese, le bariste simpatiche ed affabili. Prezzi e porzioni imbattibili. Davvero complimenti. "
"ui_bubble_rating bubble_40","Innovativo nel servizio self service con il peso dei prodotti.","Ci vado spesso a pranzo durante la pausa lavorativa o quando capita di fare la spesa al supermercato li vicino. Il marchio Conad si vede in tutto. A volte è buono, ma a volte non lo è. Il personale oscilla tra il simpatico andante e faccia da carta vetrata. Però va bene tutto. Ottima idea il pagamento a peso dei piatti self service del freddo e delle verdure. Le pietanze sono sempre diverse. Non sempre però con aspetto di freschezza. Forse, a volte, li tengono troppo esposti alle luci e quindi si seccano o si impallidiscono un pò. I cuochi sono sempre pronti ad ogni richiesta di variazione delle pietanze. Pulizia ottima."
"ui_bubble_rating bubble_10","Educazione 0"," Molto scorbutica è tutto so io .Se sarebbero un po’ più educati soprattutto la responsabile sarebbe il top come SELF-SERVICE."
"ui_bubble_rating bubble_50","Ottima mensa!","Questa mensa non solo per me è estremamente comoda,ma rende la mia pausa pranzo estremamente piacevole.Ottimi piatti,la pasta al pomodoro è buonissima ed secondi sono sempre diversi e conditi alla perfezione.Si mangia molto meglio qui che in svariati ristoranti e non esagero.Il personale è eccezionale,le signore sono tutte estremamente gentili,simpatiche e sorridenti.Il rapporto qualità prezzo è eccellente."
"ui_bubble_rating bubble_50","Ottimo anche il personale","Grandi maestri del piatto self service, operatori al banco veramente bravi. I cuochi veramente bravi. Devo trovare ancora qualcosa che non mi piaccia. Porzioni abbondanti e gustose."
"ui_bubble_rating bubble_40","Self Service qualità prezzo","Self service conad dal rapporto qualità prezzo imbattibile, più che altro per il prezzo tra i più bassi. A volte i primi sono un po troppo pasticciati per i miei gusti. Lasciamo stare il discorso aria condizionata in estate, che in alcuni punti è superfastidiosa e in altri punti ti cuoci per via delle vetrate."
"ui_bubble_rating bubble_40","Una mensa al di sopra della media","Velocità nel servizio, diversificazione del menù e qualità dei prodotti al di sopra degli standard di una mensa.Prezzo assolutamente ok.Consigliata per un pranzo durante la settimana."
"ui_bubble_rating bubble_40","Ottimo per pranzi veloci ed economici","Vado ogni tanto a trovare questo self service per rapidità e comodità, le offerte sono varie e di buona qualità, prezzi modicissimi, si può fare il take away, le porzioni sono +++, non consiglio nulla perchè l'occhio e il naso fanno il loro lavoro davanti al banco. Consigliato +++"
"ui_bubble_rating bubble_40","Pranzi veloci","Self service all'interno del centro commerciale con prodotti CONAD.Una scelta non paragonabile ad altri self, ma probabilmente hanno scelto di curare di più le pietanze.Prezzo sempre contenuto.Da provare per chi vuole fare un pranzo veloce.."
"ui_bubble_rating bubble_40","Un buon self-service","Un buon self-service, in linea con gli altri presenti in città, con la differenza che questo si trova all'interno del centro commerciale Montefiore; inoltre questo ha un pò meno scelta, che in certi casi come in questo può essere sinonimo di qualità: non troppe pietanze, ma fatte molto bene! Torniamo spesso e volentieri! "
"ui_bubble_rating bubble_40","Pranzo frugale di qualità","Modello Self service di buona qualità con personale cortese ed efficiente. Per pranzi veloci con vari primi, secondi, contorni e dessert/frutta."
"ui_bubble_rating bubble_50","Forse il miglior self-service di Cesena","ne ho girati parecchi, vista l'impossibilita per un certo tempo di essere a casa a mezzogiorno. Devo dire che questo self mi ha ben convinto, pietanze ottimamente cucinate e condite, per quel che riguarda un self-service. Mai la pasta troppo scotta vista la quantità preparata, carne gustosa e contorni di qualità. Ambiente pulito, personale cortese. Se passate al c/c Montefiore fateci un giro."
"ui_bubble_rating bubble_40","Un self service di qualità","E' un self service con tutto l'apparato di questa categoria di ristoranti. Ma è anche un self service di qualità, nel quale le paste sono calde, la verdura fresca, il servizio efficiente. Molto bene."
