"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"","",""
"ui_bubble_rating bubble_50","Pizza ottima, servizio veloce, prezzi standard","La pizza è ottima, soprattutto l'impasto. Pur trovandosi in zona turistica, i prezzi sono nella norma. Il servizio è efficiente e rapido."
"ui_bubble_rating bubble_40","Vera pizza a Firenze ","La vera pizza napoletana a Firenze è solo da Pizza Man. Unica nota stonata l’ambiente davvero stretto e angusto. "
"ui_bubble_rating bubble_40","Ottima pizza in un locale carino","La pizza in questo locale è davvero ottima!L'impasto al Kamut è leggero e ben digeribile. Anche i fritti non sono niente male e sono abbastanza grandi per essere assaggi. Consigliatissima"
"ui_bubble_rating bubble_40","Ultimo dell'anno 2018","Pizzeria fantastica...personale cordiale e gentile e veloci....prodotti molto freschi e di ottima qualità tipo la burrata o la mozzarella di bufala....pizze veramente doc e digeribilissime...nel complesso ottimo...ritornerò..."
"ui_bubble_rating bubble_40","Buona pizza. ","Ottima pizza. Servizio molto efficiente. Camerieri disponibili e gentili. Da ritornarci sicuramente . "
"ui_bubble_rating bubble_50","Well done! ","Scoperto questo locale per caso grazie a the fork! Non mi sarei mai aspettata di trovare una vera pizza a Firenze! È sembrato quasi di ritrovarsi a Napoli! Impasto davvero buono e ben cresciuto! Buoni e originali gli ingredienti! Pizza leggera che potresti mangiarne due e non sentirti ancora pieno! "
"ui_bubble_rating bubble_40","Una buona pausa pizza","Durante il nostro soggiorno a Firenze abbiamo mangiato due volte in questo locale. Pizza napoletana veramente buona, anche se la seconda volta era leggermente bruciacchiata. Servizio cordiale ma nel complesso migliorabile. Consigliato l’impasto integrale e il babà come dolce! "
"ui_bubble_rating bubble_50","Una delle più buone pizzerie di Firenze..","Abbiamo scoperto questa pizzeria per caso su Trip...e che dire, buonissima! Se volete gustare una spettacolare pizza napoletana a poco prezzo questo locale è la scelta giusta! "
"ui_bubble_rating bubble_40","Una buona soluzione per la pizza","Il posto piccolo, da pausa breve, la pizza (napoletana) è buona. Menu abbastanza ricco e a rotazione pizze del giorno. In zona per la pizza è una soluzione decisamente valida soprattutto per il pranzo o per il pre/dopo cinema o teatro."
"ui_bubble_rating bubble_50","Pizzata con amici","Non è la prima volta che vado a mangiare in via dell’Agnolo e tutte le volte mi trovo molto ma molto bene sia come pizze che come antipasti e dolci ...deliziosi si sente proprio che gli ingredienti sono di prima scelta e la pasta e digeribilissima ci sono delle nuove birre molto molto buone birrificio di Firenze eccetera devo dire che andare lì è una garanzia ,bravi ragazzi"
"ui_bubble_rating bubble_40","Il Team di lavoro ha deciso: oggi si va a mangire da Pizza Man!","Tutti insieme appassionatamente abbiamo gustato delle pizze veramente molto buone. Anche se il locale e' piccolo siamo stati molto bene: materie prime di qualita' e servizio cortese. Ci torneremo!"
"ui_bubble_rating bubble_30","Non male","Pizza niente di speciale,impasto un po' gommoso locale piccolo ma carino, personale cortese, una pecca è la difficoltà per i non residenti a raggiungerla in auto, perché è in zona ztl, prezzi giusti per la zona, tutto sommato sufficiente."
"ui_bubble_rating bubble_30","Migliorabile","Essendo della Catena Pizzaman, la qualità dell'impasto è superiore alla media e le pizze hanno una consistenza più napoletana di quelle fatte normalmente a Firenze. A parte questa premessa positiva, abbiamo trovato difetti come il pomodoro acido e cottura non perfetta. Inoltre le furbizie nella gestione del conto possono essere comprensibili, in quanto il locale si trova in zona centrale di fortissima affluenza, ma sono comunque antipatiche."
"ui_bubble_rating bubble_50","Buona pizza a Pranzo","Ci siamo fermati a pranzo domenica 9 Dicembre. In 5 ordiniamo 4 pizze, un primo, 3 bottiglie d'acqua, un dolce e 4 caffè. La pizza é in stile napoletano. La mia caprese dop era molto buona anche se gli mancava un po' di mozzarella di base (c'era solo la mozzarella di bufala a pezzi). Spesa complessiva 64€. Consigliato."
"ui_bubble_rating bubble_40","Una buona pizza","Abbiamo cenato in tre,locale niente di particolare, il servizio è stato buono,tre pizze normali, forse mi aspettavo qualcosa di più.Ottima birra.Consiglierei ai pizzaioli un pò più di attenzione alla pulizia nel senso che essendo a vista non è bello vedere il pizzaiolo soffiarsi il naso o usare il cellulare e poi continuare tranquillamente a fare le pizze, almeno secondo il mio parere."
"ui_bubble_rating bubble_50","Pizzeria napoletana a firenze","Vera pizza napoletana a Firenze, anche più buona di molte pizzerie che si trovano a Napoli!!! Tutto buonissimo, compreso le mitiche patate di Avezzano fritte tagliate a mano... In pieno centro storico, davvero da provare e tornare!"
"ui_bubble_rating bubble_50","Ottima pizza","In via Dell‘ angolo vicino a Santa Croce ottima pizzeria con forno a legna napoletana , impasto tradizionale ,integrale , kamut, lievitato 48 ore , anche disponibile senza glutine e vegano . Gli ingredienti sono di ottima qualità il sevizio buono , possibile avere anche taglieri di affettati formaggi , mozzarella di bufala campana DOP , insalatone , patate fritte tagliate a mano , fritti vari, segnalo l impasto pizza molto digeribile "
"ui_bubble_rating bubble_50","STRAORDINARIO!!!!","Ancora una volta abbiamo scelto la qualità della pizza di Pizzaman, e possiamo ribadire che è STRAORDINARIA!!! Per finire in bellezza ci siamo goduti due dolci della casa. Inutile dirvi di provarlo, noi ci torneremo sicuramente!"
"ui_bubble_rating bubble_30","Speravo meglio","Dalle recensioni pensavo molto meglio, invece ci siamo trovati in una pizzeria normale.Buona l'accoglienza, avevamo prenotato.La cameriera non parlava molto bene l'italiano e quindi abbiamo avuto qualche problema con l'ordine delle pizze particolari (mia moglie intollerante al lattosio e mia figlia celiaca).Io ho preso una margherita e devo dire che era buona. Normale la pizza senza glutine (speravamo meglio viste le recensioni) e davvero pessima la pizza con la mozzarella veg.Direi nel complesso una cena normale, senza infamia e senza lode."
"ui_bubble_rating bubble_40","Pizza buona","Pizzeria napoletana non lontana dal centro. Ingredienti freschi e di qualità e molto buono anche l'impasto. Uniche pecche: la pizza senza glutine non è esattamente delle migliori e un po' confusionario sulle prenotazioni."
"ui_bubble_rating bubble_40","Ottima pizza","Sono andato a cena in questa pizzeria e sono rimasto soddisfatto. Avevo già provato la pizza da Pizza Man. Questa volta abbiamo preso una salsiccia e friarielli e un panuozzo...entrambe ottime. Impasto ben lievitato e ingredienti di buona qualità. Ho provato una buonissima birra artigianale, la Tuvi Tuvi, e abbiamo concluso la serata con un tiramisù e un tortino al cioccolato. Tutto molto buono. Non male il rapporto qualità prezzo. "
