"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"","",""
"ui_bubble_rating bubble_40","Domenica tra donne","Avevo letto recensioni positive e ho proposto di provare questo cinese.Ordiniamo piatti vari da condividere: involtini primavera (2,50 euro e 2 pezzi), involtini thailandesi molto gustosi (3,50 x 2 pezzi), ravioli al vapore ripieni di gamberi e quelli con funghi, verza e germogli di bambù (3,50 euro x 6 pezzi), pollo con ancardi (6,50 euro), pollo con verdure (6 euro), calamari piccanti in padella (12 euro) e gamberi con erba cipollina (7 euro). Tutto molto buono e ben presentato."
"ui_bubble_rating bubble_50","Metto cinque stelle perché non posso metterne sei","Locale nuovo, elegante ed accogliente. É ormai diventata tappa fissa da quando sono a Firenze per lavoro. Il menu é vario, non presentando i soliti piatti da ristorante cinese italianizzato.Il servizio é rapido ed efficiente, disponibili anche per take away o asporto, rapidissimi. Se volete pranzare o cenare in tranquillitá o volete fare uno spuntino ad un prezzo contenuto vi consiglio assolutamente di provare questo ristorante, parola di cuoco."
"ui_bubble_rating bubble_50","Ottimo ristorante","Piacevole sorpresa:ottima cucina, locale ampio, personale molto attento. Abbiamo ricevuto molte attenzione e la spiegazione di ogni piatto....con qualche richiamo a usi e costumi della cina."
"ui_bubble_rating bubble_30","Nella media","Locale carino e ben curato. Cibo nella media, come il servizio. È stata un’esperienza breve ed anonima, niente che mi abbia colpito sia in positiva che in negativo. Ritornerò comunque per un’idea più profonda. "
"ui_bubble_rating bubble_50","Ottima cena","Aperto da pochi mesi, ambiente minimal senza fronzoli orientali, molto pulito, la cucina è molto curata ed il servizio molto attento. Piatti non banali e di qualità dai sapori piccanti e speziati. La titolare molto gentile professionale ed attenta ai clienti sempre pronta a consigliare un piatto o un vino adatto. Prezzo nella media ma il rapporto qualità prezzo è molto alto. Torneremo senz’altro. Grazie Andrea Vagniluca "
"ui_bubble_rating bubble_50","Piacevole sorpresa","Piacevole sorpresa. Locale , spazioso, luminoso, pulito. Personale gentilissimo e sorridente, disponibile a spiegare e consigliare con competenza. Menù chiaro, con ingredienti elencati per ogni piatto. Abbiamo mangiato benissimo, piatti ben preparati e ben presentati. Conto davvero ragionevole. Ci torneremo sicuramente."
"ui_bubble_rating bubble_50","Cinese di ottimo livello","Ristorante cinese diverso dal solito. Ambiente molto curato e personale accogliente. Non c è la scelta infinita di piatti con lo stesso sapore, ma una scelta ristretta e variegata.Prezzi ottimi ed in linea con i ristoranti etnici cinesi. Consigliato davvero, tornerò sicuramente. Soddisfatto "
"ui_bubble_rating bubble_50","3/novembre 2018 pranzo","Ci siamo andati volutamente, e siamo rimasti sorpresi. Locale pulito arredato accuratamente ( fortunatamente senza oggetti cinesi/ giapponesi) Il menù è vario dalla carne al pesce e vegetariano , c’è un menù per bambini, carino! La proprietaria accogliente, con gentilezza ti spiega i piatti. Siamo stati bene ci ritorneremo. Ah dimenticavo hanno la bistecca Kobe che proverò Complimenti "
"ui_bubble_rating bubble_50","OTTIMO!!!!","Piatti ottimi, locale bello e pulito e personale sempre sorridente e cortese.Anche da asporto!!!!"
