"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"","",""
"ui_bubble_rating bubble_50","Cibo buonissimo ","Bistecca molto buona e siamo andati apposta in questo posto ma non vi ha deluso . Io ve lo consiglio a tutti che vogliano mangiare la bistecca. Lo staff molto gentile e accogliente. Grazie di tutto ragazzi. "
"ui_bubble_rating bubble_30","Buona qualità ","Un buon ristorante, là qualità del cibo era buona ed il personale gentile. L’unico appunto che la “Fiorentina con il filetto” 72€ al kilo aveva tagli da 1,7 kg in su quindi almeno tre persone potevamo ordinare. Noi eravamo n due quindi potevamo ordinare una pezzatura minore circa 1,2 kg però era una “Fiorentina senza filetto “ sempre 72€ al kilo. Dal basso della mia ignoranza una Fiorentina è tale se ha il filetto (T-bone steak) altrimenti parliamo di entrecote che non può costare quanto una Fiorentina. Uno scivolone che guasta il tutto."
"ui_bubble_rating bubble_50","Ottima bistecca ","Suamo andati per capodanno si aveva pronotato ci hano acolto con gentilezza e professionalità ottima carne bistecca divina lo consiglio "
"ui_bubble_rating bubble_50","Serata top","Ho sentito dagli amici questi ristorante e ho deciso di andare a provare. Antipasto abbondante,la carne veramente buona,il servizio preciso e veramente un ristorante buono "
"ui_bubble_rating bubble_40","Consigliato!","Eravamo una comitiva numerosa ma lo staff ha saputo gestire al meglio tutte le richieste. Abbiamo approfittato dello sconto del 30% ottenuto prenotando on line con the fork: sconto REALE. consiglio, rapporto qualità prezzo davvero ottimale."
"ui_bubble_rating bubble_50","Pranzo di natale","Siamo andati il giorno 25 dicembre per festeggiare il giorno di Natale ottima cucina ottimi i Pici ottimi secondi lo consiglio"
"ui_bubble_rating bubble_50","Cenone di capodanno TOP","Siamo stato in questo ristorante in occasione del capodanno e siamo rimasti estremamente soddisfatti. Fiorentina da urlo, filetti eccellenti, vino di qualitá e servizio preciso e veloce. Prezzo assolutamente adeguato a zona e qualità del cibo, raccomandato!!"
"ui_bubble_rating bubble_50","Cena per due","Siamo andati a cena in questo posto tramite tripadvisor, personale molto caloroso, cordiale e preparato!Antipasto della casa per 2, filetto di scottona e agnello scottadito perfetti!Ci ritornerò sicuramente"
"ui_bubble_rating bubble_40","Cena col brivido","Abbiamo cenato in questo ristorante ieri sera. Posto molto carino con buona offerta di piatti. Pici al ragù di chianina ottimi è tagliata con funghi porcini davvero buona anche il dolce era ok. Rapporto qualità prezzo ottimo. Unico neo il fatto che il locale ha avuto problemi con l’impianto di riscaldamento quindi c’erano fastidiosi spifferi ma si sono adoperati per risolvere la cosa inoltre il personale è davvero gentile io lo consiglio..."
"ui_bubble_rating bubble_50","Vacanza","Cibo eccellente e personale molto gentile Siamo venuti a Firenze per una vacanza e abbiamo scoperto questo bellissimo ristorante dove abbiamo assaggiato le specialità tipiche della Toscana"
"ui_bubble_rating bubble_40","Buono","la prima sera a Firenze, nelle vicinanze del nostro Hotel, abbiamo riservato un tavolo con l'app. The fork ed abbiamo usufruito di uno sconto pari al 30%.Personale cortese, buon cibo, gentilezza. Da provare."
"ui_bubble_rating bubble_50","Cena superlativa ","Abbiamo cenato io ed il mio ragazzo in questo ristorante. Come antipasto abbiamo ordinato un piatto con Prosciutto e crostini toscani,e una tartare di filetto (divina!) E due filetti alla brace con patate arrosto. Carne squisita e molto tenera! Da bere un buon Chianti e per finire Cantucci con vin santo! Prenotando con the fork abbiamo usufruito dello sconto del 30%. Prezzi nella media e in linea con la qualità. Location molto bella, gentilezza del personale. Ritorneremo!"
"ui_bubble_rating bubble_50","Grande Bistecca!","Dalla strada si nota poco, ma dentro il ristorante ha dei saloni bellissimi. Buoni gli antipasti, vari e abbondanti. Non abbiamo provato i primi. Ma poi è arrivata una bistecca fantastica! Buona la carne e ottima la cottura. Meravigliosa. Dopo non ce l'abbiamo fatta a proseguire con i dolci...Buona scelta di vini, quasi tutti toscani.Conto giusto (abbiamo mangiato 1,5 kg di carne in due!) e personale carino.Ci torneremo sicuramente."
"ui_bubble_rating bubble_40","Molto bene ","Prenotato con TripAdvisor per ottenere lo sconto proposto del 30% ... mangiato molto bene e pagato quanto promesso...."
"ui_bubble_rating bubble_50","Top","Ristorante molto accogliente personale attento e gentile, mangiato divinamente, prezzi nella norma ...Bravissimi"
"ui_bubble_rating bubble_50","Ottimo pranzo ","Scelto per caso per mangiare qualcosa di tipico della zona, siamo rimasti molto soddisfatti, ottimo l'antipasto con affettati locali e formaggi, ma soprattutto ottimi i primi, pappardelle al cinghiale e pici con carne chianina. Prezzi nella norma. Ottimo il servizio, disponibilità e cortesia invidiabili. Complimenti "
