"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"","",""
"ui_bubble_rating bubble_40","Buon self-service","Ho mangiato un buon panuozzo ad un prezzo onesto ed il servizio è stato veloce. La birra leggermente calda. "
"ui_bubble_rating bubble_40","Ottima pausa pranzo","Attratto dalle recensioni lette qui ho trovato questa piccola pizzeria.Sono rimasto positivamente colpito dalla qualità delle pizze, tutte semplici, ma con ingredienti di qualità.Il pizzaiolo simpaticissimo oltre che bravo!Complimenti continuate così. "
"ui_bubble_rating bubble_20","Non basta la pizza","La pizza è quella di Pizzaman, buona anche se con il tempo secondo me la qualità è in costante calo, ma quello che voglio dire con questa recensione è che non basta saper far la pizza, bisogna anche curare il locale è questo è decisamente sporco. Incuria, polvere, banconi appiccicosi, soprammobili e decori che non hanno visto uno straccio probabilmente dall’inaugurazione, alimenti (pomodoro, mozzarella, funghi, basilico) non coperti e quindi in balia di polvere e insetti. Ci sono stata a pranzo, oltre a me e mio marito c’era un’altra coppia che mangiava ed un ragazzo a chiacchierare, i 3 dipendenti appena fatte le pizze si son rimessi a fare gli affari loro, nessuno che abbia pensato di pulire il bancone, gli utensili o quant’altro. L’incuria regna sovrana, mi spiace molto."
"ui_bubble_rating bubble_50","Il top dopo la partita","Sicuramente comodo quando ci son le partite, ci si ferma bene prima di tornare a casa. Pizza buona che costa poco."
"ui_bubble_rating bubble_40","Pizza o panuozzo?","Locale piccolo e con pochi posti a sedere, ma con un'ampia scelta di ingredienti che rendono ciascuna pizza a dir poco ottima..Pizza o panuozzo? Consigliati entrambi!Prezzi onesti e servizio veloce!Un vero punto di riferimento per la categoria in zona!"
"ui_bubble_rating bubble_40","Pizza molto buona","La pizza è sempre molto buona sono ormai diversi anni che la mangio. Locale piccolo e poco spazio per sedersi. La pizza però è sempre molto buona da asporto e da consumare anche nel locale, solo che ci sono poche sedie e dei piccoli banchi.Consigliato"
"ui_bubble_rating bubble_20","Non si digerisce.","Si tratta di pizze che soddisfano il gusto ma...... non si digeriscono credo a causa della farina e del lievito utilizzati."
"ui_bubble_rating bubble_20","Peccato....","Locale che forse tra I primi ha sfornato pizze buone e di qualita' ma ultimamente sto vedendo un peggioramento. La pasta non e' piu buona come prima e le pizze spesso sono bruciate questo probabilmente a causa di poca pulizia del forno. Poche pizze sul menu era il loro motto ma ora ne vedo tante forse troppe....."
"ui_bubble_rating bubble_50","Ottimo","Ormai da tempo data anche la vicinanza da casa ci rivolgiamo a loro per una pizza da asporto. Prezzi ragionevoli ma soprattutto buona la pizza da provare il panuozzo. personale gentile e sorridente; accettano anche i ticket restaurant."
"ui_bubble_rating bubble_30","La pizza","La pizza è spettacolare bassa croccante con ingredienti ottima qualità la puoi gustare da asporto o consumata sul posto rapporto prezzo qualità ottimo"
"ui_bubble_rating bubble_40","Velocità e cortesia","Scelto questa pizzeria con i consigli degli utenti di Trip. Avevamo bisogno di una pizza da asporto veloce essendo a delle gare di nuoto. Velocissimi, pizza in stile napoletano, pochi varianti. Gustosa, si è fatta divorare. Complimenti a tutti i ragazzi che vi lavorano, un team ben coordinato. Se si volesse migliorare si potrebbe usare un forno a legna"
"ui_bubble_rating bubble_30","Complicato digerirla.","La qualità degli ingredienti è stata mantenuta (abbastanza), l'impasto non si digerisce facilmente. In ogni caso buona per Firenze."
"ui_bubble_rating bubble_40","Bel posto","Pizza molto buona e gran scelta. Ambiente accogliente e ben arredato servizio veloce e cortese. Prezzi nella norma per essere a Firenze. "
"ui_bubble_rating bubble_40","Pizza","Ingredienti freschi,pizza leggera e friabile ovviamente non è come quella napoletana nel complesso si può fare."
"ui_bubble_rating bubble_50","Il panuozzo, l'ORIGINALE.","Siamo entrati in questo posto io e la mia ragazza. Desideravamo un panuozzo a testa. E mentre ci davano un menù per poter scegliere ci hanno anche offerto due pezzi di panuozzo caldi con mozzarella pomodorini e rucola. Da quel momento, mi hanno conquistato, e se passo da Firenze mi vien da tornarci. Il locale è piccolo, ha sgabelli, un bancone e una cassa, ma forse a Firenze è il numero 1 per pizza e panuozzo. Prezzi modici."
"ui_bubble_rating bubble_40","Pizza ottima","Pizza ottima e in molte varietà. Personale gentilissimo è disponibile. Musica un po’ troppo alta e casomai una spolverata non farebbe male"
"ui_bubble_rating bubble_50","Coda che vale la pena","È domenica sera, e ci vien voglia di pizzaman! C'è la folla, anche sul marciapiede di viale de amicis, ma i ragazzi mandan tutto avanti spediti e cordiali. Assaggino di panuozzo offerto come tradizione, ancor più buono del solito! Oltre alle classiche margherita dop e parmigiana, proviamo quella del giorno 'silana' bianca con provola e 'nduja, che si rivela fenomenale. Tra le pizzerie fiorentine, pizzaman di Viale de Amicis si dimostra sempre una spanna sopra tutti gli altri!"
"ui_bubble_rating bubble_50","Tra le migliori pizze di Firenze","Ci sono stata più e più volte, e la qualità è sempre rimasta al top. Ingredienti ottimi e pasta digeribile. Sicuramente una delle migliori pizze di Firenze. Io preferisco mangiarla lì, al bancone, perché appena sfornata è davvero il massimo.La cortesia dei ragazzi poi è incredibile. Che dire? Meglio di così è difficile, peccato che i posti a sedere siano pochissimi"
"ui_bubble_rating bubble_40","Ottima pizza e veloci","Qualità eccellente, posto piccolo ma veloci.Può capitare di non trovare posto negli orari di punta, se in zona mi fermerei senza dubbio."
"ui_bubble_rating bubble_50","Ottima pizza e ospitalità","Accolti da un favoloso stuzzichino di pizza panuozzo, ci siamo trovati benissimo come velocità del servizio,gentilezza e bontà delle pizze!! Varietà di ingredienti e in più la possibilità di scegliere l'impasto della pizza! Consiglio per un pranzo veloce a base di pizza o una cena al  banco in due o tre. amici!!"
"ui_bubble_rating bubble_50","La miglior pizza in assoluto ","La migliore pizza che si possa mangiare! In particolare nel viale de amicis, dove ti vedi la preparazione e la cottura della tua pizza in diretta!Ingredienti eccezionali! "
"ui_bubble_rating bubble_50","Ottima pizza","Direi che se siete vicino al Nelson Mandela Forum e avete voglia di una pizza vi consiglio assolutamente questa pizzeria da asporto (in realtà potete anche sedervi anche se c’è poco posto) in ogni caso la pizza è fantastica e il personale molto simpatico. Assolutamente consigliato"
"ui_bubble_rating bubble_40","molto buono","Ho trovato la pizza molto buona, il locale è piccolo m,a accogliente e il personale gentile e non si dimentica di te come successo in altri posti.... tutto molto buono!!!"
"ui_bubble_rating bubble_50","Sicurezza","Ottimo impasto e ottimi ingredienti...il risultato? una pizza succulenta e molto digeribile.Personale cordiale e prezzi assolutamente in linea con la qualità offerta."
"ui_bubble_rating bubble_50","Consigliato.","Locale accogliente e pizza ottima.Personale cortese e disponibile a soddisfare qualsiasi tipo di esigenza.Consigliatissimo."
"ui_bubble_rating bubble_50","Da provare","Ottima pizza,ottimi gli ingredienti,servizio velocissimo,prezzi non bassissimi ma commisurati alla qualità offerta,a due passi dal Mandela Forum e comunque vicino al centro. Ok da asporto, se la si vuole mangiare in loco il posto è piccolino con pochi sgabelli ma aspettando un attimo la pazienza sarà ripagata"
"ui_bubble_rating bubble_40","Pizza ottima, locale troppo piccolo","Pizza ottima, il locale è molto piccolo, staff molto amichevole. Gradito degustazione all’ingresso!Perfetto per una pizza veloce e dopo concerto."
"ui_bubble_rating bubble_50","Pizzaman pizzatop","Pizza da oscar, personale cortese ...Che dire, l'assaggino di panuozzo stuzzica l'appetito e quando arriva la pizza è 'Na ggioia"
"ui_bubble_rating bubble_40","Accoglienti!","Bel posto, piccolo ma accogliente con qualche posto anche esterno... accoglienza super con proscco e coccoli poi nulla da dire sulla pizza abbiamo preso due friarielli e non ce ne siamo pentiti!! pizza buona accompagnata una birra consigliata della cameriera. personale giovane e cordiale...."
"ui_bubble_rating bubble_50","ECCELLENTE","Pizza da asporto favolosa, cura dei dettagli e degli ingredienti, non manca la simpatia e la cordialità dello staff, tutti quanti molto professionali.Pizzeria che consiglio caldamente, per una pizza da asporto da mangiare a casa"
"ui_bubble_rating bubble_10","Pasquale dove sei????","Se non ritorni e gli dai una bella aggiustatina al modo di fare le pizze la vedo male..... Oggi ho riprovato la marinara, aglio e origano pessimi, non più curato il pomodoro quasi immangiabile.Mi dispiace"
"ui_bubble_rating bubble_40","Ottima pizza","Se volete gustare una buona pizza zona stadio, fermatevi qui.........ottimi impasti, ottima qualità degli ingredienti, possibilità di mangiare anke sul posto. Cortesia e prezzi nella norma, non rimarrete delusi"
"ui_bubble_rating bubble_20","Pizza senza nessuna cura","Ordino una pizza da asporto e porto a casa. Tempi di attesa brevi. Peccato che la pizza, scarsamente lievitata, l’abbia digerita due giorni dopo. Pizza burrata e nduja con quest’ultima messa a crudo a piccoli tocchetti intorno. 10€ per una pizza qualitativamente molto ma molto scarsa"
"ui_bubble_rating bubble_50","Miglior pizzeria di Firenze","Assolutamente la migliore pizzeria e la migliore tra i Pizza Man! Personale sempre gentilissimo! Le pizze sono dalle più classiche come Napoli, Bufala, Margherita alle più strane e del giorno sono ottime!Assolutamente consigliato, sono cliente da anni!"
"ui_bubble_rating bubble_30","pizza buona","Andando verso coverciano mi son fermato a provare la vostra pizza, niente male.Questo è il secondo pizzaman che provo."
"ui_bubble_rating bubble_50","Da asporto ","Una garanzia da più di quindici anni a Firenze. Poche pizze ma con ingredienti che le rendono uniche. "
"ui_bubble_rating bubble_50","Eccezionale veramente ","La pizza piu buona a firenze. Passarci è d'obbligo. Posto accogliente personale fantastico e pizzaiolo simpaticissimo. "
"ui_bubble_rating bubble_50","ottima pizza","locale piccolissimo, ma non manca la gentilezza. Noi abbiamo mangiato al bancone alla parete, ma volendo si può portare a casa, la cosa che mi ha colpito è stato l'assaggio mentre sceglievamo la nostra"
"ui_bubble_rating bubble_40","Semplice e buono","Pizza buona, stile pizza napoletana. Purtroppo c'è poco posto per mangiare lì ma è possibile prenderla da asporto. Buono il servizio."
"ui_bubble_rating bubble_40","Semplice bontà .","Arrivi e ti salutano offrendoti un assaggio di pizza intanto che scegli il tuo asporto. Noi ci siamo fermati a mangiare ai banchi: panuozzo e regina. Buona la pasta e gli ingredienti di qualità e freschi. Un pasto veloce e buono. Merita."
"ui_bubble_rating bubble_50","Piccolo ma ospitale","Ottima pizza. Locale piccolo ma ospitalePuoi mangiare a un bancone alla pareteOppure te la porti a casaPizza da assaggiare assolutamente "
"ui_bubble_rating bubble_50","La migliore pizza napoletana ! Imperdibile","Se si ama la pizza napoletana , questa è una delle migliori di Firenze .Pochissimi posti per consumarla lì, ma rapido anche il take away.Imperdibile."
"ui_bubble_rating bubble_50","Pizza top!","Ero quasi quasi indecisa se fare o meno la recensione..non vorrei diventasse ancora più famoso e dopo mi tocca fare chilometri di coda per mangiare ;) Che dire? per me “la” pizza è la loro. Ottima in tutte le varianti e gusti, sembra proprio di mangiarne una appena arrivata da Napoli, con cornice alta e soffice! Lo staff è super gentile e veloce, i prezzi onesti..meritano un applauso!"
"ui_bubble_rating bubble_50","La pizza che piace a noi","Pizza buonissima alta e sembra napoletana...quelli che gestiscono sono del sud molto gentili ci hanno anche offerto un amaro a fine cena! Posto non affollato con a sedere famiglie e gente tranquilla ci ritorneremo "
"ui_bubble_rating bubble_50","La Pizza","Sarete accolti dalla simpatia di Anna, con un assaggio di panuozzo, e dalla bravura nella preparazione delle pizze di Luigi e dal resto dello staff ... imbarazzo nella scelta della pizza da gustare sul posto o da asporto."
"ui_bubble_rating bubble_50","Una pizza fast food <U+0001F355>","Ci sono passato una volta così per salutare un amico, nel giro di 5 minuti avevo già mangiato e bevuto, senza che l’avessi ordinata prima, locale carino e servizio più che ottimizzato! Pizza buonissima, leggera e soffice, gustosa ad ogni morso, da leccarsi i baffi la pizza con la nutella Da riprovare assolutamente..."
"ui_bubble_rating bubble_50","Ottimo ","Ero a Firenze per un corso di aggiornamento piccola pausa pranzo e trovo questo locale . Accoglienza buona nonostante l'ora 13.45 .Spaghetti chitarra alle vongole speciali e buon prezzo.Sono sicura che anche il resto è ottima di sicuro se capita ci tornerò! "
"ui_bubble_rating bubble_50","Fenomenale ","Iniziamo dall' accoglienza; prosecco offerto con un assaggio fritto e già qui ti senti a casa ... per non parlare del resto! Pizza buonissima che rispecchia quella napoletana. Personale socievole che mi ha offerto anche un mezzo amaro... da tornarci in compagnia..tutto perfetto."
