"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"","",""
"ui_bubble_rating bubble_50","Pizze stellari!","Pizza leggera e squisita, ingredienti ottimi di prima scelta, servizio da 10 il tutto ad un prezzo modico; consigliata per chi volesse assaggiare una pizza fuori dagli standard"
"ui_bubble_rating bubble_50","Alte vette!!","Il locale è davvero ad un tiro di schioppo dal centro di Firenze ed è arredato in maniera sobria e moderna. Gestito da tre ragazzi, preparati e disponibili, offre solo pizze al taglio. Ci sono pochi tavolini a cui sedersi. La pizza è eccellente, solo abbinamenti speciali e ricercati di alto livello: davvero un'eccellente pizza gourmet."
"ui_bubble_rating bubble_50","Una scoperta!","Buonissimo!Pizza con farine selezionate di prima qualità e 48 ore di lievitazione.Le pizze vengono condite con ingredienti particolari che le rendono spaziali!Loro sono gentilissimi, essendo l'1 gennaio ci hanno pure offerto dello spumante per festeggiare il nuovo anno.Uno spuntino eccezionale che consiglio a tutti!"
"ui_bubble_rating bubble_50","sorpresa...","entri e pensi di mangiare la classica pizza al taglio, e invece ti ritrovi a degustare una pizza spettacolare impawsto multicereali lievitato 48h soffice molto buono. la vendita va a pezzo, ognuno sceglie la quantita che vuole e la pesano, accompagnato il tutto dfa ottimo vino. bravi."
"ui_bubble_rating bubble_50","Pizza al taglio di qualità nel cuore di Firenze","Consigliatissimo. Unica bottega della pizza al taglio, servita a regola d'arte nel cuore del centro storico di Firenze. Lenta lievitazione, qualità degli ingredienti, gentilezza. Davvero una piacevole scoperta, da provare certamente."
"ui_bubble_rating bubble_50","Dieci e lode!","Pizza superlativa farcita con ingredienti di primissima scelta. Servizio ottimo, cortesia e professionalità. Consigliatissimo!! "
"ui_bubble_rating bubble_50","ottimo...","Entri e sei attireato dai bei colori della pizza..presentatansu telie e scegli il pèezzo che vuoi manghiare. la vendita è a peso. io ho scelto quella con ventricina piccante e gorgonzola, una vera delizia, impasto spettacolare, la consiglio. ottimi vini, tanti sorrisi."
"ui_bubble_rating bubble_50","Tranci Spettacolari!","Poche volte mi affido alle recensioni preferendo cercare per conto mio.. ma questa volta che sorpresa! Votata come la migliore non potevo non provarla.Si trova in un piccolo locale in una via affollata nel centro di Firenze, pizzeria gestita da 3 ragazzi super.Per chi ne sa di pizza già alla sola vista dei tranci si capisce la loro bontà. Uno dei ragazzi ci ha illustrato tutto nel dettaglio: usano tutti ingredienti di altissima qualità; i tranci gourmet sono creativi e buonissimi! La pizza è un po’ costosa ma vista la qualità, la posizione del locale e il servizio son soldi ben spesi, anche perché.. una pizza così buona non la mangiavo da tempo! (Abbiamo fatto il bis e i ragazzi ci hanno offerto 2 volte dell’ottimo prosecco!)Unico spunto per migliorarsi, trovare un modo per far circolare meglio l’aria nel locale.Ci ritornerò sicuramente e vista la qualità faranno strada, da provare!"
"ui_bubble_rating bubble_50","Patrimonio dell'umanità","La migliore pizza al taglio di Firenze! Quando torno in questa città passo sempre qui!! Tranci sempre gustosi, fantastico l'impasto!!"
"ui_bubble_rating bubble_50","Tranci gustosissimi!","Fantastica pizza al taglio nel centro di Firenze. Dopo la mia prima esperienza lì, ci sono ritornata perché è la migliore pizza al taglio che ho provato a Firenze! Tranci super farciti e pieni di gusto!!"
"ui_bubble_rating bubble_50","Divina","Gustarium si conferma L’élite della pizza al taglio a Firenze, ogni volta che vado rimango senza parole.. tappa obbligatoria "
"ui_bubble_rating bubble_50","cibo buonissimo e personale gentilissimo","Sono stata al Gustarium il 31/12 per ordinare della pizza da mangiare in casa prima di capodanno. Da turista non sapevo bene dove andare a prendere la pizza e mi sono imbattuta in questo locale Innanzitutto devo dire che la pizza è molto particolare (con farine integrali), ma veramente buona e digeribile, dopodiché personale molto cordiale, simpatico e gentile.Ci hanno offerto anche un pezzo di pizza con mortadella, mascarpone e pistacchi che era la fine del mondo. Prezzo ottimo e hanno ci hanno anche offerte un bicchiere di prosecco,Davvero delle persone ottime che fanno cibo ottimo. Consiglio davvero questo posto per mangiare una pizza buona!!Continuate così davvero!"
"ui_bubble_rating bubble_50","Tanta roba!","Pizza al taglio da provare. Locale che si trova nel centro storico di Firenze, facilmente raggiungibile da ogni lato del centro. Tranci super farciti con ingredienti di ottima qualitá. Dovete andarci!!"
"ui_bubble_rating bubble_50","Serata di Capodanno","Pizza buonissima e per niete pesante, personale super accogliente e ospitale, ci siamo sentiti a casa!! I prezzi sono decisamente onesti e il locale è semplice, curato e molto bello. Peccato averlo scoperto per caso solo durante la nostra ultima sera di permanenza."
"ui_bubble_rating bubble_50","Impasto ed ingredienti top","Complimenti per la pizza! Impasto leggerissimo ed ingredienti per palati raffinati! OTTIMO servizio... "
"ui_bubble_rating bubble_50","Croccante e fresca","Ottima pizza, complimenti! Croccantissima e molto fresca...impasto top ed ingredienti da leccarsi i baffi"
"ui_bubble_rating bubble_50","Pizza gourmet da 10","Ottima pizza a lunga lievitazione con ingredienti di qualità Abbinamenti davvero originaliDa non perdere una sosta in questo grazioso locale grazie anche ai suoi proprietari giovani ed ospitali."
"ui_bubble_rating bubble_50","Non puoi farne a meno","Dopo aver provato la pizza da gustarium... Non puoi farne a meno!! Complimenti per l'impasto e per gli ingredienti... Anche i vini non male! "
"ui_bubble_rating bubble_50","eccellente..!!","Mi trovo in zona con la mia famiglia e decidiamo di assaggiare questa pizza, la servono al taglio, noi decidiamo il quantitativo e poi la servono su dei taglieri di legno. la pizza è molto buona impasto leggero soffice, materie prime di altissimo livello, io lo consiglio perche ò davvero buona e di sicuro non la solita pizza. consigliato. bravi ragazzi, Quelli di cuneo."
"ui_bubble_rating bubble_50","Torno sempre qui","Ottima pizzeria in centro, sempre il top per un boccone veloce e buono. Cordialità, gentilezza e proprietari alla mano."
"ui_bubble_rating bubble_50","OTTIMA CENA CON GLI AMICI","Posto bellissimo, ubicazione perfetta per chi sta visitando la città e non solo. Eccellente qualità dei prodotti, personale di grande professionalità, posto unico e adeguato ad ogni tipo di persona e momento. Pizza particolarissima nei suoi prodotti e una goduria anche solo a vederla. Consiglio vivamente di provarla."
"ui_bubble_rating bubble_50","Gradevolissima","Una pizza così non si era vista mai... Ottimo impasto ed ingredienti di primissimo ordine! SERVIZIO TOP"
"ui_bubble_rating bubble_50","Special","Pizza spettacolare, impasto alto e leggero,un gusto indimenticabile.Spero di ritornare al più presto.... complimenti!!!"
"ui_bubble_rating bubble_50","Eccellenza nel gusto","Piacevolissima sorpresa in pieno centro a Firenze.. locale gradevolmente informale gestito da tre ragazzi in gambissima, preparati e disponibili oltre che garbati. Pizze eccellenti dai sapori antichi: impasto bio semintegrale soffice e croccante, a lunga lievitazione,digeribilissimo, materie prime di altissima qualità. Davvero il top!!!!"
"ui_bubble_rating bubble_50","Buona e saporita","Pizza con un impasto mai visto prima! Alto e leggerissimo...e che gusto! Hanno fatto bingo in pieno centro a Firenze... Consigliatissimo per il pranzo!"
"ui_bubble_rating bubble_50","Pizza voto 10!","Da Boston a Firenze per assaggiare la miglior pizza della citta`... TripAdvisor non delude mai e ci siamo trovati benissimo. Ottimo rapporto prezzo\qualita`... direi il meglio del meglio con questo impasto leggerissimo!!!"
"ui_bubble_rating bubble_50","Top !!!","Qualità-prezzo, simpatia e ospitalità dei ragazzi che gestiscono il locale veramente sopra la norma.. personalmente una delle pizzerie più buone che abbia mai mangiato! "
"ui_bubble_rating bubble_50","Da leccarsi le dita","Dopo una breve visita a Firenze, posso essere soddisfatto di aver assaggiato un capolavoro di pizza! Pizza da Dio, spettacular!!!!!"
"ui_bubble_rating bubble_50","Pausa più che piacevole","Ottimo locale per la pausa pranzo e per un pranzo dopo aver visitato il centro. Pizza ottima a lievitazione naturale. Ragazzi gentilissimi.Tanti gusti assortiti per più grandi e più piccoli."
"ui_bubble_rating bubble_50","Il meglio che c'è ","Pizza goduriosa e mai provata prima! Un impasto e degli ingredienti al top in assoluto. Felicitazioni a questi due giovani imprenditori "
"ui_bubble_rating bubble_50","Ragazzi giovani e bravi","Che dire: giovani come me e non avrei mai pensato di mangiare una pizza così buona! Firenze nuova capitale della pizza grazie a Gustarium"
"ui_bubble_rating bubble_50","Pizza fantastica","Pizza fantastica ottima accoglienza e professionalità consigliatissimo, posizione ottima in pieno centro di Firenze a due passi da piazza Signoria e dal Duomo"
"ui_bubble_rating bubble_50","Innovatori","Mi ci sono fermato quasi per sbaglio e al primo morso di pizza mi sono reso conto di quanto ero stato fortunato! Uno degli impasti piú buoni e leggeri che abbia mai assaggiato e degli abbinamenti a dir poco innovativi: mortadella di capriolo, burrata e fichi é stata l'apoteosi! Lo staff assolutamente gentile e preparato riesce a trasmettere nel cibo la passione e l'amore che hanno per i prodotti del nostro bel paese. Complimenti!"
"ui_bubble_rating bubble_50","Interessante","Interessante pizzeria in centro a firenze, abbinamenti insoliti ingredienti di altissima qualita staff preparato. Io ne sono rimasto molto soddisfatto, consiglio."
"ui_bubble_rating bubble_50","Pizza super","Pizza super davvero buonissima con ingredienti di qualità e impasto digeribile, personale veramente disponibilissimo, talmente disponibili che ci hanno fatto riscaldare il barattolo di carne del bimbo da un locale accanto di loro conoscenza pur di non farci scomodare. Persone meravigliose, se andate a Firenze non potete non assaggiare la loro pizza."
