"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"","",""
"ui_bubble_rating bubble_50","Cena buonissima","Il posto è ben curato nei minimi dettagli e il cibo è veramente buono. Abbiamo dovuto aspettare un pò per un tavolo, ma era colpa nostra che non avevamo prenotato, anzi il personale è stato gentilissimo, nell'attesa ci ha offerto un prosecco.Consiglio la prenotazione."
"ui_bubble_rating bubble_50","Voto massimo! Pizza e pesce top!","Siamo stati in quattro a cena da Dispensa Verace: il posto è molto bello, attrezzato proprio come una “dispensa” elegante. Abbiamo mangiato un fritto di alici divino, due polpo con patate squisiti e due pizze silana, una gioia del colle e una margherita buonisime! Oltre che per la bontà del pesce siamo rimasti davvero soddisfatti per la alta qualità degli ingredienti della pizza. Abbiamo concluso con due tiramisù (ottimi, anche se forse avevan un po’ troppo caffè) e due cassate buonissime. Poi caffè e un amaro. A cena due acque e due birre.Personale molto molto gentile (il proprietario a fine cena ci ha offerto a tutti amaro/limoncello), servizio ottimo.Abbiamo pagato 120€Non vediamo l’ora di tornare, e consigliamo a tutti di andarci!"
"ui_bubble_rating bubble_50","Che bontà","Super cena in questo bel locale dal look moderno.Prodotti di alta qualità, piatti abbandanti ed eccellenti.Focaccia deliziosa e fiorentina superlativa.Staff cortese e preparato.CONSIGLIATO!Ci torneremo."
"ui_bubble_rating bubble_40","Molto buono","Sono stato in questo ristorante per una cena con amici. Il posto é carino, con la cucina a vista. All'interno però si sta un po' stretti. Ho assaggiato 2 antipasti, una parmigiana di melanzane e una burrata con tartare di tonno. La parmigiana era spettacolare, davvero buonissima e super consigliata. La Burrata abbastanza buona, ma sulla tartare c'era una sorta di pesto che non era il massimo, alla lunga stuccava e secondo me non ci stava bene con il sapore nel complesso. Successivamente ho preso una pizza, davvero ottima, impasto e condimento buonissimi. "
"ui_bubble_rating bubble_30","Pizza da 5 stelle, il resto no.","Sono stato due volte in questo locale a distanza di due giorni. La prima volta a cena con amici dove abbiamo preso tutti la pizza ed è veramente speciale. Consiglio la bufala dop e poi schiacciata con Nutella buona. Il giorno dopo a pranzo invece è stato un mezzo disastro.Siamo in famiglia ed ordiniamo 2 pizze (molto buone) e io l'hamburger ed ho chiesto cottura media. Le pizze arrivano subito, mentre il mio pizzato dopo ben 40 minuti! Ed era stracotto (come si vede dalla foto) anche se il concept della pizza sotto la carne mi è piaciuto. Comunque era veramente troppo cotto! Finiamo con due dolci: crema al caffè e millefoglie con ananas veramente anonimi. Quindi in definitiva vi consiglio di prendere solo la pizza e rimarrete veramente contenti ma valutate cosa altro ordinare"
"ui_bubble_rating bubble_50","Pizza","Locale bellissimo personale ottimo che dire di Giovanni fantastico cibo da 10 e lode cinque stelle perche non se ne può aggiungere altre!!!!!!"
"ui_bubble_rating bubble_10","Aspettative forse troppo alte","Premetto che non siamo stati a mangiare lì ma abbiamo preso delle pizze da asporto ma il locale mi interessava e volevo provare la pizza...primo impatto non proprio dei migliori con giovane cameriere non simpatico come crede di essere che mi spinge via il passeggino ma va bhe lasciamo fare... ordiniamo delle pizze senza parmigiano (che è onnipresente su ogni pizza) e ovviamente per una svista del pizzaiolo viene messo lo stesso torno a farmi rifare la pizza e mi sento dire che non è vero che le avevo chieste senza lascio fare di nuovo riprendo le pizze e vado via non faccio in tempo a scendere nel parcheggio sotterraneo che un cartone mi si piega perché in un atto di gentilezza hanno tagliato una pizza nel cartone e il risultato non è dei migliori.... onestamente non so se tornerò per provare il servizio al tavolo "
"ui_bubble_rating bubble_30","Verace di buona qualità","Un locale informale dove è possibile godere di una cucina semplice e di qualità. Ho assaggiato antipasti misti con ottima selezione di formaggi e pizza. Personale educato e attento al cliente. Ho visto anche uno spazio a vista dedicato al alla griglia da provare la prossima occasione."
"ui_bubble_rating bubble_50","Pizza buonissima","Sono stata in questo ristorante pizzeria a pranzo. Il locale è bello da vedere, arredato in stile moderno, con un reparto macelleria in bella vista, ma quello che mi ha colpito è la mozzarella a in bella vista. Ho provato la pizza salsicce e friarielli. Davvero buonissima. Inoltre ho gradito che ci sia stato offerto una sorta di entree, per farci spizzicare qualcosa. Tutto mi è piaciuto, anche il caffè rigorosamente Kimbo. Insomma ho mangiato proprio bene "
"ui_bubble_rating bubble_40","Da provare...","Siamo stati qui sabato sera per festeggiare il compleanno di mio marito. Il personale è gentile e le pizze sono buone, purtroppo però i piatti di quinoa che hanno preso due amiche nostre, a dir loro, non avevano tutti gli ingredienti descritti nella carta e non era saporito, per cui, purtroppo, non sono riuscite a finirlo ( dopo qualche cucchiaiata l'hanno lasciato), consiglierei di cambiare la ricetta o forse è stato solo un caso e siamo stati solo sfortunati.Inoltre si sono scordati di portare una pizza,ma penso possa succedere di sabato sera che il locale è pieno. Abbiamo avuto un tavolo all'ingresso e anche noi abbiamo sentito quest'aria fresca ogni volta che entrava qualcuno lasciando tra l'altro la porta leggermente aperta. Il conto è contenuto visto anche il prosecco e l'antipasto di cortesia.Sono stati anche gentili nel offrirci delle bottigliette regalo di liquore al melone fatti da loro. Da tornare probabilmente, ma con qualche accorgimento in più, cmq ringrazio il personale che mi ha aiutato a rendere in qualche modo la serata speciale..."
