"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"","",""
"ui_bubble_rating bubble_50","Velocissimi","Non ho fatto a tempo a inoltrare ordine che dopo 3 minuti era gia pronto .. ottimo avanti sempre così !!!"
"ui_bubble_rating bubble_30","Qualità standard, servizio lento","Un burgher al volo o almeno questo era il mio piano; invece ci hanno messo abbastanza tempo a prendere l'ordine e a prepararlo. Nulla da dire invece sull'ambiente e la qualità dei prodotti, il linea con gli standard della catena."
"ui_bubble_rating bubble_10","Delusione!!!","Che peggioramento...alle 15 del pomeriggio dopo una mattinata stressante fuori zona si ritorna verso la strada di casa passando per Mc Donald's di Jesi...che brutta idea... Per un Crispy Mc Bacon, 2 Cheeseburger, un' acqua e una coca ordinati al mcdrive abbiamo fatto un' attesa di 15 minuti....perché i panini si dovevano cuocere...manco il forno sotto casa ci mette così tanto...inaudibile... abbiamo pagato alla cassa e la ragazza ci ha detto con naturalezza che dovevamo attendere presso il parcheggio poiché sarebbe venuta lei a consegnarli di persona...nn ci si crede.. alle 15 di pomeriggio...e alle 13 o alle 20 del sabato... li portano a casa i panini??? Vergognoso...e pensare che era x fare veloci... Il malcontento degli altri automobilisti accanto a noi era alle stelle!!! "
"ui_bubble_rating bubble_20","Lenti lentissimamente lenti","Sia d'asporto che all'interno del locale (peraltro sempre sporco) si deve attendere un tempo interminabile per quello che in teoria dovrebbe essere un cibo da fast food "
"ui_bubble_rating bubble_30","Solito...","Personale gentile e professionale, pochi posti a sedere, locale pulito e ben gestito, del resto è il solito Mc il quale offre cibo gustoso per golosi di hamburger."
"ui_bubble_rating bubble_30","Pranzo ","Dopo una mattinata movimentata cerchi un posto in cui mangiare e sederti, davvero deludente la scarsità dei posti a sedere soprattutto in una zona così popolata di turisti! Del resto Mc Donal's non delude mai con il suo cibo! "
"ui_bubble_rating bubble_30","Fast food","Personale sempre disponibile e gentile, locale pulito ed ordinato. Per il resto è un normale McDonald a cui meglio fare affidamento raramente se si vuole salvaguardare la linea o un corretto apporto calorico"
"ui_bubble_rating bubble_30","Normale","In un martedì sera si è rivelato tranquillo e non affollato. Giusto per una cena prima di un bel film al cinema."
"ui_bubble_rating bubble_30","Pranzo automatizzato","Locale pulito e cordialità del personale. Panini tipici ok. Insalata tenera con buon pollo alla griglia. Prezzi sempre contenuti. Il sistema di ordinazione digitale comodo e funzionale."
"ui_bubble_rating bubble_10","Pessimo","Si salva solo il cornetto stamattina...Ho chiesto un cappuccino e mi è stato dato un latte e caffè ,Non c'era schiuma ...nulla che si avvicinasse ad un cappuccino! "
"ui_bubble_rating bubble_20","Mcdrive lentissimo...","Si fa prima a parcheggiare...ordinare...pagare...mangiare...a saperlo non mi sarei messo in fila.Tempo medio 5 minuti per auto...quindi se entrate contate le auto prima di voi e saprete quanto dovrete attendere per arrivare all'ultimo sportello. "
"ui_bubble_rating bubble_20","Tempi di attesa assurdi","Nulla da dire sulla qualità e sul sapore del cibo, uguale in tutta Italia. Molti detestano quei sapori e quegli odori...io invece ogni tanto ci vado e mi piace. Fin qui è questione di gusti. Il locale di Jesi è sempre molto pulito, così pure i bagni. Metto 2 stelle per le lunghe attese sia per la consegna in sala, sia per il McDrive. Mi è capitato di attendere 18 minuti alle 23.30 di un venerdi sera per avere al tavolo 2 menu completi + 2 milkshake consegnati (su mia richiesta) insieme ai panini, con la sala quasi vuota. Condivido la loro politica di non tenere panini pronti...se è vero che alcuni anni fa dopo 10 minuti dalla produzione un panino doveva essere buttato, va sicuramente premiata la loro politica per ridurre sprechi di cibo. Purtroppo però ho riscontrato che da quando sono state eliminate le casse tradizionali ed è iniziata la consegna ai tavoli, il servizio è diventato troppo lento. Probabilmente è stato anche ridotto il personale di cucina, per cui i tempi di consegna si sono allungati molto. Troppo."
"ui_bubble_rating bubble_30","Ottimo posto se si decide di non mangiare","Quello di Jesi è forse il Mc Donald's più disorganizzato della zona. Il McDrive è tutt'altro che veloce e l'attesa non è stata annullata neanche con l'arrivo dei computer che permettono di ordinare senza arrivare al bancone. L'odore dall'ingresso è nauseante, ti fa venire proprio voglia di alzare i tacchi e spesso il cibo è vecchio. Ci sono posti migliore a Jesi dove poter mangiare degli ottimi hamburger; questo è assolutamente da evitare!"
"ui_bubble_rating bubble_40","classico","mc donald dove rifornirsi dei classici mc burger in qualsiasi ora del giorno e della notte. tutto molto classico. anche gli interni ed il prezzo."
"ui_bubble_rating bubble_50","Good!!","Io vado al MC donald da molto tempo, mi è sempre piaciuto. Pulizia buona, servizio buono e veloce. Mi sono molto piaciuti i computer per ordinare, così magari se mentre ordini cambi idea su qualcosa puoi farlo liberamente e facilmente, e poi mi ci diverto molto. Good!!"
"ui_bubble_rating bubble_40","Il migliore della zona","Pulizia eccellente (anche nei bagni), servizio e cassieri sempre gentili anche in casi di estrema folla"
"ui_bubble_rating bubble_50","Cena Pre-Cinema","Ottimo posto per mangiare qualcosa di sfizioso ovviamente....utile perché molto vicino al cinema per chiunque non voglia fare tanti viaggi...la qualità del cibo ovviamente tutti la conosciamo! Ottimo servizio del personale che sono sempre molto gentili e attenti "
"ui_bubble_rating bubble_30","Fuori dal centro","Nella media della catena, ambiente ampio con spazio bimbi. Servizio non troppo attento e cortese. Cattivo odore all'ingresso (non dovuto alla pulizia)"
"ui_bubble_rating bubble_40","Ottimo ","Sono anni che vado al McDonald di Jesi, adesso sono in quinta liceo e da quando ero in prima vengo sempre qui a pranzo quando rimango a scuola.È molto comodo perché essendo un fast food il cibo arriva veloce, il personale è sempre simpatico e cordiale, da quando si può ordinare tramite la schermata si evita anche la fila.L'unica cosa che cambierei è la zona in cui si trova, pur essendo abbastanza centrale non è il massimo."
"ui_bubble_rating bubble_40","Nuovo!","Mi ha lasciata perplessa trovare tutto computerizzato ma alla fine è stato molto divertente e pratico scegliere che cosa mangiare e bere. Consigliato sicuramente!"
"ui_bubble_rating bubble_30","per i piu' giovani","Ogni tanto porto i miei figli a prendere qualcosa in questo locale, devo dire che personalmente non mi sono mai trovato molto male, ovviamente e' un posto che come non si puo' andare tutti i giorni visto il tipo di cibo che si mangia."
"ui_bubble_rating bubble_20","Bleah.","Ogni volta che vado.. Mi danno del cibo che forze è li da ore.. A qualsiasi ora vado.. Patatine e Nuggets sempre da buttare.."
"ui_bubble_rating bubble_10","Mangiare e pentirsene","Posto abbastanza centrale,locale piuttosto grande,cattivo odore all'ingresso,personale non motivato,tavoli non sempre puliti,panini senza gusto,patatine fritte male,15 minuti al bar per un cappuccino, cappuccino??? Direi bevanda calda.Prezzo altissimo rispetto alla qualità,dopo esserci stata svariate volte ora ho deciso!!!! Basta!!! Lo sconsiglio a chi vuole mangiare bene."
"ui_bubble_rating bubble_30","Sai quello che trovi senza pretese","Come molti altri Mc della catena quando vieni a mangiare qui sai già cosa prendere nella media come molti altri, piacevole la novità del servizio al tavolo, Comodo all'uscite del cinema per una cena veloce prima di rientrare a casa. Un po di confusione se ordini il menu dal tablet e devi togliere qualcosa dal panino che hai scelto non sempre riescono a rispettare il panino ordinato"
"ui_bubble_rating bubble_10","fast food è una parola grossa!!!!!!","sono stato parecchie volte in questo locale per via della vicinanza e non mi ha mai soddisfatto completamente ma questa sera si è raggiunto l'apice!!!!!! Siamo entrati,io mia moglie e i nostri 3 bambini,alle ore 19 circa locale completamente vuoto abbiamo fatto l'ordine tramite i touch per comodità e dopo qualche minuto sono arrivati 4 dei 5 panini ordinati con la promessa che il quinto sarebbe arrivato subito,dopo 10 minuti mi sono avvicinato alla cassa e mi è stato detto che il panino era ancora in cottura dopo altri 5 minuti abbondanti di attesa e una pesante seppur educata piazzata alla responsabile e al personale mi è stato proposto dapprima un altro panino e poi un dolcetto di consolazione in regalo. Ho risposto che ho ordinato 5 panini e voglio i miei 5 panini tutti insieme! del vostro dolcetto non so cosa farmene! risultato dopo poco è arrivato il panino mentre intanto gli altri 4 erano ormai freddi... pessimo"
"ui_bubble_rating bubble_20","Un pasto veloce","Sabato sera, tutti locali pieni; senza prenotazione, abbiamo deciso di dirigerci verso il mcDonald's....tante gente locale pieno, ma con i touch intuitivi abbiamo prenotato e richiesto la prenotazione, subito trovato il tavolo e dopo 10 minuti stavamo già con il panino tra le mani.Locale tranquillo e ci siamo potuti fermare per fare due chiacchiere."
"ui_bubble_rating bubble_20","Togliete il fai da te!!","Sul cibo dato che è sempre lo stesso non ho nulla da dire. Però vi consiglio di togliere il fai date!! Non per colpa della clientela ma per il fatto che spesso non funzionano e si perde una marea di tempo!!! é sicuramente una cosa pratica se funzionasse in modo preciso ma in questo modo si rischia solamente di perdere tempo, sia i clienti che i ragazzi che lavorano"
