"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"","",""
"ui_bubble_rating bubble_50","Al meglio non c'è mai fine...","Ho voluto adattare un aforismo noto, per tornare in argomento su questa splendida pizzeria. Non vedevo l'ora di scrivere nuovamente, tanta era la voglia di comunicare a tutti la mia ultima esperienza in quella location. Chi ha letto la mia recensione del 2017 avrà certamente capito che io avevo avuto la fortuna di conoscere ed incoraggiare, anzitempo, l'apertura di questa attività, tanto era buona la pizza che veniva proposta nel lungomare di Rocca Priora. Dopo essere venuto diverse volte a mangiare la pizza qui, nel nuovo locale, ed averla trovata sempre eccezionale, vi sono ritornato a fine dicembre 2018 ed ho avuto una splendida sorpresa. L'impasto era stato leggermente cambiato, raggiungendo livelli di alta eccellenza. La pizza ora è estremamente soffice e delizia il palato con la sua croccantezza, risultando altrettanto digeribile, rispetto a prima. Migliorare un prodotto già di ottima fattezza non era pensabile e trovarlo cambiato in meglio, non è cosa di tutti i giorni. Secondo me il prodotto andava già benissimo così e trovarlo migliorato è stato per me una gradita sorpresa. Questo la dice lunga su chi si sacrifica ogni giorno per creare un prodotto di grande livello, riuscendo anche a migliorarlo. Questo prodotto andrebbe ora tutelato, alla stregua di altri manufatti alimentari, legati alle tipicità regionali. Consiglio a tutti di provare questa pizza, ed esprimere il proprio parere, al fine di sostenere l'evoluzione di questo locale che sicuramente ha bisogno dell'appoggio di tutti noi per continuare a proporre al meglio quanto fin qui creato. Bravi ragazzi e che il 2019 si confermi per voi un anno pieno di soddisfazioni e nuove proposte. Mauro M."
"ui_bubble_rating bubble_50","Piacevole Sorpresa","Consigliato da un amica solo perché sempre pieno... siamo entrati senza speranze visto che da fuori si notava che tutti i tavoli erano occupati invece ci hanno trovato subito il posto. Cordialità del personale, velocità nel servizio, pizza sfiziosa lo consiglio."
"ui_bubble_rating bubble_40","Locale giovane ..pizza ottima ..!!!!","Questo locale un pò tradisce nell'ingresso di un vecchio stabile, un pò fuori Jesi (quasi non lo trovavamo..!!! ). Nell'interno però sorprende con un mix tra fast food e locale soft elegante, nel complesso giovanile ma anche curato nei dettagli. La specialità della casa è la pizza spianata di materia elaborata, condita in tutti i modi e le salse. Il servizio è un pò frenetico, ma per il complesso un locale che per i malati di pizza ...offre molto ..!!!"
"ui_bubble_rating bubble_30","Pizza ottima ma....","Pizza ottima, leggera nonostante sia molto condita. Purtroppo si sono sbagliati per due volte di seguito a portare le pizze, lasciando la prima volta una pizza di tre gusti, di cui uno non ordinato. Ce ne siamo accorti quando già avevamo iniziato a mangiare. Nessuno del personale ha fatto nulla per rimediare. Anche la seconda pizza e' arrivata sbagliata di nuovo, nella totale indifferenza. Dispiace perché un errore e' perdonabile, anche due errori sono perdonabili ma e' fondamentale perlomeno tentare di rimediare. Voto alto per la qualità della pizza, basso per tutto il resto. Peccato."
"ui_bubble_rating bubble_50","Una pizza straordinaria!!","Pizze dai gusti fantastici, prodotti di prima scelta e abbinamenti particolari e buonissimi. Inoltre una delle poche pizze che non mi danno problemi di digestione. Complimenti!!!"
"ui_bubble_rating bubble_10","IMBARAZZANTE ","Siamo stati a cena in 4 coppie e 2 bimbi questa sera 24/11/2018Il cameriere ha raggiunto il nostro tavolo è presentato il menu con 2 possibilità di scelta sulla spianata: dividerla in 2 o 3 gusti! Essendo in 8 (4 coppie) abbiamo scelto di prendere 3 spianate divise in 3 gusti quindi 9 gusti totali! Prima sono arrivati un paio di cestini di frittini misti ( patate salatissime, il resto dei fritti gusti sotto la media) Dopo alcuni minuti dall’arrivo dei fritti arriva una pizza tutti ne prendiamo un pezzo e la finiamo passati altri 5/6 minuti arrivano le 3 pizze ordinate, qui ci rendiamo conto che la prima pizza non era per il nostro tavolo ( avevano sbagliato!) Ok finita la cena arriva il conto e ritroviamo la pizza consumata ma NON ordinata! Chiediamo spiegazioni e ci rispondono che dovevamo essere più attenti perché loro quando portano le pizze al tavolo dicono che gusti sono e se non corrispondevano ai 9 gusti ordinati non la dovevamo mangiare, aggiunge la cameriera che non è successo soltanto al nostro tavolo e negli altri tavoli sono stati “ più svegli” e se ne sono accorti i clienti e la pizza è stata portata indietro! Noi la nostra pizza Non ordinata l’abbiamo consumata quindi andava pagata! Alla fine ci hanno fatto 10€ di sconto su 185€ Facile guadagnare 5€ a persona portando pizze in più come prima pizza così che tutti la mangiano essendo in comitiva senza rendersi conto subito che non era quella ordinata! MAI CAPITATA UNA COSA DEL GENERE SONO VERAMENTE IN IMBARAZZO PER IL PROPRIETARIO DEL LOCALE E I SUOI COLLABORATORI! "
"ui_bubble_rating bubble_30","Prenotare","Volevamo fare una cena con i colleghi di lavoro. Proviamo a prenotare un tavolo per 12 persone durante la settimana senza successo il mese scorso (Ottobre) talmente era pieno. Riproviamo a prenotare la settimana scorsa e troviamo posto per ieri.La proposta è di pizza, fritti e pizza per dolce.Il cameriere spiega che servono solo pizze spianate e consiglia la quantità di pizza/numero di gusti da ordinare al fine di avere la maggiore possibilità di far mangiare a tutti i gusti presi.Nel menù non sono presenti soltanto le classiche pizze. C'è una proposta interessante di sapori. Conto conveniente. Locale decisamente curato."
"ui_bubble_rating bubble_20","Prima esperienza nel locale","Cenato di venerdi sera. Quattro adulti, 3 bambini. Due spianate ( a mio avviso impasto salato) con 6 gusti scelti, una spianata piccola per i bambini , 5 birre medie ed una patata. Speso 100 euro. Eccessivo.Assolutamente. A mio avviso non trovo la pizza cosi speciale, è la classica spianata romana, nella media delldi una buona qualità delle pizzerie, ma il mio giudizio scende a scarso perchè ho trovato sia il conto che l'impasto eccessivamente salato.Condimenti a mio avviso eccessivamente untuosi.Il servizio molto frettoloso, la cameriera ha versato un bicchiere per la fretta e sempre con molta fretta ha elencato il menu che comunque abbiamo dovuto riguardare perchè non nessuno dei clienti aveva capito granchè. Abbiamo saltato il dolce perchè la cameriera non ha voluto portarci il menu preferendo presentarlo lei di persona, ma anche in questo caso si è capito poco e da quel poco che abbiamo capito la carta dei dolci non era interessante e nessuno lo ha infatti preso. Non mi ha impressionato .Mi ci fermerei se di passaggio, ma nulla di piu."
"ui_bubble_rating bubble_50","Eccellente rapporto qualità prezzo","Complimenti alla gestione di questo ristorante pizzeria. La pizza e veramente top ma soprattutto digeribile e condita con prodotti di qualità . La gestione e il personale sono molto disponibili e amano il proprio lavoro soprattutto il titolare dove con mio marito si e soffermato per fare 2 parole in merito a tutta la passione che ci mettono per soddisfare qualsiasi esigenza. Sicuramente avranno successo anzi lo stanno già avendo. Super consigliato. Voto 10+"
"ui_bubble_rating bubble_40","Non la solita pizza!","Bella cena con gli amici a base di pizza ovviamente! L'impasto è leggero e allo stesso tempo croccante: tipico della spianata romana. I condimenti, ricercati e sfiziosi, sono il frutto evidente di uno studio elaborato. Ottimi i dolci a base di pizza soprattutto quello mascarpone e nutella. Due consigli: prenotare con largo anticipo; scegliere condimenti non troppo carichi."
"ui_bubble_rating bubble_40","ottima pizzeria","nulla da dire sulla qualità della pizza , sopra la media , unico neo l'offerta dei dolci su base di pizza , poco allettante ."
"ui_bubble_rating bubble_30","sotto tono","Locale molto grande,ma nei fine settimana con il pienone, diventa caotico ,tanto da non riuscire a fare due parole con gli altri commensali.La cosa che ho notato(essendo la cucina a vista) che le pizze erano già preparate , probabilmente già precotte,per poi essere farcite secondo la richiesta del cliente...Cosa alquanto discutibile,visto che una delle prerogative della pizza è la manipolazione e preparazione istantanea.( anche se si dovrebbe in questo caso parlare di spianata romana)Pizza molto farcita,ma a qualcuno potrebbe risultare un po' untuosa.Prezzi nella media"
"ui_bubble_rating bubble_50","SUPER PIZZA!!!!","Sono stata a cena in questa pizzeria con degli amici, e che dire...pizza SUPER, leggerissima, ben condita si vede che cè uno studio dietro la scelta dei prodotti da abbinare sopra le pizze..gusti particolari, ma buonissimi! Consiglio quella con la mortadella, e quella con la stracciatella e radicchio! Buonissimi anche i dolci a base di pizza!!!! Ottimo lavoro a tutto lo staff!"
"ui_bubble_rating bubble_50","Pizza a dir poco Strepitosa!!!","La miglior pizza che abbia mai mangiato in vita mia! L'abbinamento dei gusti è la particolarità del loro impasto, rendono le loro pizze uniche nel loro genere.Ho passato insieme ai miei amici una bellissima serata, bel locale, ottimo servizio e qualità di alto livello."
"ui_bubble_rating bubble_40","Ottimo anche a pranzo","Pizza molto buona, gusti sfiziosi, a pranzo fanno anche altri piatti come i primi, secondi etc. anche se la pizza resta prima scelta.Sono più volta che vado si mangia bene prezzo onesto.Lo consiglio."
"ui_bubble_rating bubble_50","Ottima pizza ","Sono stato con degli amici a cena (bisogna prenotare un po' prima altrimenti non si trova posto) il lacale è bello molto pulito.Per quanto riguarda le pizze ce ne sono di molti gusti particolari, alcune sono molto buone altre troppo cariche peccato perché la base è molto buona una nota particolare per il dolce cioè pizza Nutella e mascarpone un po' pesante ma buonissima.Ci ritornerò "
"ui_bubble_rating bubble_50","Ottima pizza!!!","Sono stato ieri sera con la mia famiglia a mangiare in questo locale e posso dire che sono stato benissimo posto con arredamento moderno, servizio attento e preparato è una delle pale romane più buone che abbia mai assaggiato!!!!Bravi!!!!!CONSIGLIATISSIMO!!!"
"ui_bubble_rating bubble_40","Ottocento millesimi","Siamo state qui per cena con delle colleghe. Location molto carina ed originale. La pizza si presenta alta, ma nonostante questo é leggerissima e gustosa. Qualità- prezzo ottimo. Unica pecca il menu... Fanno solo pizza (no contorni o antipasti o farine particolari ... Solo pizza e non al piatto, solo la stesa)."
"ui_bubble_rating bubble_40","Pizza straleggera","Locale arredato in maniera originale con bancali sia all’interno che all’esterno,molto gradevole.Essendo situato nella zona industriale è’ dotato di un ampio parcheggio.La cameriera ci ha spiegato che la farina usata è’ di tipo 1 con una lievitazione molto lunga e per questo la pizza risulta digeribile.La spianata romana così chiamata è’lunga 60cm e La si può farcire Max in 3gusti diversi (il costo va dai 7;-8 euro)è’ riccamente farcita con ingredienti di ottima qualità. Complimenti. Hanno anche una buona scelta di birre.Consigliatissimo"
"ui_bubble_rating bubble_30","Buona ma non soddisfatto al massimo","Locale situato in zona industriale a Jesi , ci siamo capitati per Cena aziendale di metà estate , tutta basata su spianata romana molto croccante e farcita in maniera abbondante e fantasiosa , ci sono veramente gusti che possono soddisfare ogni palato. Servizio e location buoni ma non eccezionali , facilità di parcheggio limitrofo , prezzi un po' alti considerando la tipologia di locale , in particolare le birre mi sono sembrate un po' troppo costose"
"ui_bubble_rating bubble_40","da provare","Sono andata a gustare la spianata con la famiglia e devo dire che mi ha colpito la cortesia, la professionalità con la quale porgono i piatti, illustrandoti le varie componenti della portata. Spianate ottime, croccanti e non super condite, quel tanto che basta a farti sentire il gusto dei vari ingredienti.L'ambiente è old style, curato nei particolari e accogliente."
"ui_bubble_rating bubble_40","Una storia d’amore con la pizza.","Locale grande ed accogliente, personale gentile, menu da rivedere, pulizia decente, parcheggio gratuito, pizza buona e ben lievitata, ottimi gli ingredienti usati e le combinazioni fatte, il proprietario simpaticissimo,prezzo nella media.Ci ritorno volentieri."
"ui_bubble_rating bubble_40","Spianata Romana","Il locale è accogliente e ben arredato ed il personale di servizio ci è apparso cortese e professionale. La pizza (spianata romana) viene servita in un'unica misura - 60 centimetri - ed è possibile condirla con un massimo di tre diverse farciture. Nel complesso ci è piaciuta. I prezzi delle farciture vanno da 6 ad 8 Euro. Lo consigliamo."
