"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"","",""
"ui_bubble_rating bubble_40","Aglio, che pizza!","Nota pizzeria di Jesi che prende il nome dall'omonimo numero civico, pulito e arredo minimale. La pizza è buona e ben condita in una varietà di scelte, gustose ed originali. A mio parere dovrebbe essere un pò più cotta e friabile, ma nel complesso è sottile come piace a me. Eccezionale è quella all'aglio, molto piccante come quella alle melanzane gratinate. Gustosi anche i frittini per antipasto. Personale cordiale, servizio rapido. "
"ui_bubble_rating bubble_30","Pizza buona, ma indigesta per il prezzo!","Locale piccolo, essenziale negli arredi, ma tutto sommato accogliente. Personale gentile e disponibile. Nulla da eccepire sulla qualità della pizza, ma non si possono pagare 7 euro e 20 centesimi per una semplice pizza al pomodoro, senza mozzarella e con l’aggiunta dei carciofi, ma soprattutto trovo ASSOLUTAMENTE ingiustificati i 2 euro e 50 centesimi del coperto!!! Assurdo per una pizzeria e ancora più assurdo se sedendomi trovo davanti a me una minuscola tovaglietta di carta ed un tovagliolo dello stesso materiale. È per caso il bicchiere di vetro lavorato il valore aggiunto? Mah!!Peccato perchè ribadisco che la pizza era buona, ma il prezzo eccessivo, soprattutto del coperto, mi ha veramente indispettito."
"ui_bubble_rating bubble_40","Buona pizzeria","Pizza buona impasto leggero e sottile con condimenti di giusta proporzione e ben saporiti, titolare e dipendenti molto disponibili"
"ui_bubble_rating bubble_50","Consigliata, anche da asporto","Abbiamo preso quattro pizze da asporto e siamo stati tutti molto soddisfatti: pizza buonissima, con un impasto leggero e croccante. Da provare!!!"
"ui_bubble_rating bubble_40","Cena con pizza ","Una sera con alcuni amici abbiamo deciso di ordinare quattro pizze da asporto. È sottile, buona anche se un po' cara."
"ui_bubble_rating bubble_20","Cena con amici","Ci era stata consigliata pessima scelta locale stretto e poco accogliente pizza poco saporita e cotta male.Personale gentile"
"ui_bubble_rating bubble_50","La pizzeria migliore di Jesi","La pizza è ottima, con un’ampia scelta di gusti. Locale molto carino e accogliente e personale cordiale! Consigliata"
"ui_bubble_rating bubble_20","Cara pizza!!!","Sono stata con la mia famiglia per una pizza. Il locale è piccolo ma carino. Il personale gentile.Abbiamo aspettato per le pizze quasi mezz'ora benché non ci fosse quasi nessuno....ma poi abbiamo capito che forse le pizze da asporto probabilmente avevano la precedenza su chi sta al tavolo!!La pizza riguardo l'impasto buona ma per il resto, almeno la mia, era insipida...melanzane quasi inesistenti e pomodori tagliati e messi sopra cosi ..'nature.. Gusto zero....Veramente delusa anche considerando quello che si paga: media delle pizze 7,70€, una bottiglia d'acqua più di 2€ e dulcis in fundo...coperto 2,5€. Mi sembrano prezzi eccessivi considerando che parliamo di una pizzeria a Jesi e ricavata lateralmente ad una pizzeria al taglio!"
"ui_bubble_rating bubble_40","Cena piacevole","Ristorante piccolo, sobrio, curato e molto piacevole. Abbiamo mangiato pizza molto buona, specie nella base. Condimenti svariati e anche particolari, seppur piuttosto delicati nel sapore (almeno quelli che abbiamo preso noi).Dolci un po’ troppo “spenti”... Personale davvero gentilissimo e cordiale.Da provare."
"ui_bubble_rating bubble_50","Ottima pizza!","Sono stata a cena in questo piccolo ma curato e carino locale di martedì sera. Il personale, credo fosse il proprietario, gentilissimo e disponibile. La pizza con farina Senatore Cappelli ottima, leggera e ben condita!Tornerò sicuramente!"
