"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"","",""
"ui_bubble_rating bubble_50","pizza al volo","ottima pizza al taglio con servizio veloce anche se affollato, qualità sempre super, cortesia sempre super."
"ui_bubble_rating bubble_50","Pizza ottima!","In tutti e tre i negozi (due a Jesi e uno a Monsano) la pizza è buonissima. Pezzi molto grandi e molto farciti. Le dipendenti sono velocissime (soprattutto la ragazza del punto vendita di Viale Verdi, sembra una macchinetta!!!!). Prezzi bassi in rapporto al formato dei pezzi e alla grande farcitura. Unica pecca: la sera tendono a finire tutto (meglio per loro!), quindi consiglio di ordinare telefonicamente per non restare senza."
"ui_bubble_rating bubble_20","Alle 19.15 niente in uscita in una pizza al taglio! ","Mi è capitato per l'ennesima volta di non trovare pizza da poco sfornata o aspettarla mentre è in cottura in questa pizzeria al taglio ma addirittura non preparare altro se non in ordine alle 19,15 è per me poco professionale !!! Poi sempre con quella supponenza che ormai non si accetta proprio..."
"ui_bubble_rating bubble_40","Pizza buona","Pizzeria con tre negozi sul territorio jesino, buona la pizza ma la scelta potrebbe essere migliore, comunque buona e la consiglio, purtroppo chiude alle 20 e se non ordini in tempo non rimane pressoché nulla.Ottimi prezzi."
"ui_bubble_rating bubble_40","Pizza per tutti i gusti","Ho preso un pezzo di pizza al volo in questa pizzeria e devo dire che ha superato pienamente ogni mia aspettativa. Il locale a pranzo è quasi sempre pieno e i prezzi sono accettabili."
"ui_bubble_rating bubble_30","nella norma","Prendo spesso la pizza in questo posto, devo dire che ne ho mangiate di meglio, pero' per quello che mi riguarda e' accetabile."
"ui_bubble_rating bubble_50","La migliore colazione ","Tutte le paste dolci e salate sono fatte da loro, ingredienti al top, da provare assolutamente quella vegana con noci e miele, caffè buonissimo ... locale super pulito e personale gentilissimo, da provare assolutamente. "
"ui_bubble_rating bubble_10","Pessima","Ho preso la pizza pochi giorni fa ed era pessima e non è la prima volta che la pizza fa pena anche perchè per quello che costa mi aspetto che sia mangi abile almeno"
"ui_bubble_rating bubble_30","Delusione ","Tante volte abbiamo preso pizza al taglio con buoni gusti ma poche sere fa abbiamo avuto una cocente delusione la pizza era pessima speriamo la prossima volta altrimenti ha chiuso "
"ui_bubble_rating bubble_20","Delusione","Da cliente affezionata devo dire che questa sera la pizza al taglio è risultata secca insipida scarsa nel condimento. Alle 18:30 c'era pochissima scelta!le nuove schiacciate erano già prosciugate con ingredienti scadenti. Purtroppo nessun pezzo aveva la giusta fragranza ed appetibilita'. "
"ui_bubble_rating bubble_50","La migliore pizza al taglio di Jesi","Sicuramente la migliore pizza al taglio di Jesi. Pezzi molto grandi, gran varietà e gusto eccellente. L'unico neo è la fila che dovete fare anche per prenderne un solo pezzo se capitate di sabato. È consigliato ordinare per telefono"
"ui_bubble_rating bubble_50","Pausa pranzo veloce","Ottima pizzeria al taglio all'interno di un centro commerciale, nell'ampio bancone sono sempre disponibili numerose varianti di pizza. La dimensione del singolo pezzo è molto generosa e cosa molto apprezzata dal sottoscritto l'impasto è molto buono e la farcitura abbondante. Consiglio a tutte le persone che devono fare una pausa pranzo veloce o uno spuntino di provare questa pizza a taglio. Da segnalare che le ragazze che stanno dietro al bancone sono molto cortesi e sempre con il sorriso."
"ui_bubble_rating bubble_40","pizza al taglio","ottima pizza al taglio in tantissimi gusti disponibili; tanta esperienza da parte della titolare....... peccato il posto (dentro il centro commerciale)"
"ui_bubble_rating bubble_40","grandi","Pizza al taglio molto buona e proposta in diverse varianti. Direi una delle migliori che abbia mai provato , purtroppo la collocazione all'interno di un centro commerciale abbastanza affollato , crea spesso file ed attese piuttosto lunghe."
"ui_bubble_rating bubble_50","Ottima pizza","La pizza è veramente buona ed i pezzi sono molto grandi quindi dividendoli riesci a sentire piu' gusti. Anche riscaldata è veramente buona, perfino conglata e scongelata il sapore rimane ottimo. Assolutamente da provare"
"ui_bubble_rating bubble_50","BUONISSIMA!","Di solito non sono molto fiduciosa delle pizzerie al taglio soprattutto di quelle dentro ai centri commerciali ma sono capitata una volta qui per caso e vi assicuro che è la pizza al taglio più buona ed a costi moderati!Gli ingredienti sono di qualità, il gusto ottimo e l'impasto della pizza è fatto in modo che anche i vegani lo possano mangiare!Non immaginate di trovare un servizio eccellente perché le ragazze al bancone hanno sempre tanta tanto fretta a scapito della gentilezza ma durante le ore di pranzo è affollatissima!Per un pranzo veloce è l'ideale!"
"ui_bubble_rating bubble_50","Consiglio!","Pizza al taglio molto buona e pezzi di dimensioni ben più grandi rispetto allo standard cittadino, seppur allo stesso prezzo! Quasi sempre affollatissima...ma un motivo ci sarà!"
"ui_bubble_rating bubble_30","Interessante* pizza","Avete notato l'asterisco? Ebbene in questo caso sta ad indicare un attenzione. Perché? Presto detto: la qualità della pizza è sopra la media, fragrante, una vasta selezioni di gusti ma il servizio... che qualcuno aiuti Easy Pizza perché siamo davvero alla frutta (altro che pizza). Lento, spesso condito da arroganza e risposte taglienti ed in alcune occasioni sembra quasi che la persona effettui un favore a comprare da Easy Pizza. Aumentate il personale, perché almeno nel mio caso ho deciso di girare i tacchi in più di un occasione davanti a file (e cori) da stadio.Le migliori aziende di servizi costruiscono una comunità umana (costituita dall'organizzazione e dai suoi partner) che serve i clienti in maniera umanaFatene tesoro."
"ui_bubble_rating bubble_50","Buona pizza...","La pizza al taglio è molto buona e soprattutto ben farcita. I prezzi sono modesti. Da segnalare un pò di coda per ritirare l'asporto, specie nei fine settimana. Meglio prenotarla telefonicamente qualche ora prima."
