"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"","",""
"ui_bubble_rating bubble_50","Pizza buonissima","Pizza al piatto buonissima, impasto leggerissimo (ricorda molto la pinsa) locale carino, personale cordiale e disponibile ( mio marito ha voluto provare un pezzo di pizza con mortadella, burrata e paccasassi e gli hanno preparato un pezzettino apposta per lui), birra alla spina ottima. Ci sono due possibilità o ordinare una pizza al piatto o prendere vari pezzi con gusti diversi. Buon rapporto qualità/prezzo. Ci ritorneremo"
"ui_bubble_rating bubble_40","La cena perfetta.","Accolti sempre da cordiali sorrisi già dall' ingresso, apprezziamo la professionalità del personale e la qualità dei prodotti, sfiziosi, invitanti e buoni da gustare al tavolo, ma anche da asporto. Una focaccia che non si dimentica. Un boccone attira sempre l' altro!"
"ui_bubble_rating bubble_50","L’apparenza inganna ","Siamo entrati per caso dopo aver trovato pieni tutti i ristoranti e le pizzerie dei dintorni. Il locale è molto semplice, arredamento spartano, quasi a vederlo dal di fuori non volevamo entrare, ma vinti dalla fame siamo andati. Devo dire che la pizza è davvero buona, il servizio è celere, le ragazze sono dolcissime, gentili e professionali. I prezzi ottimi.Una sorpresa! Consigliato."
"ui_bubble_rating bubble_50","Pizza Top","Pizza esageratamente buona e ampia varietà di scelta.Ordinabile sia intera che a tranci.La pizza è fatta con ingredienti di prima scelta ed è estremamente digeribile.Anche della birra non si può che parlarne bene.I titolari ed il personale sono stati molto disponibili e attenti alle nostre esigenze."
"ui_bubble_rating bubble_50","PROFESSIONALITÀ E GUSTO","Da Maurizio e Francesca, due professionisti e amanti del loro lavoro .Tutto questo si trasmette sul loro bancone , sempre pronto e di livello...e sempre pronti ad accogliere i clienti con un sorriso, importantissimo!!!Bravi!! "
"ui_bubble_rating bubble_30","Ottima pizza","Locale carino e pulito con possibilità di accomodarsi ai posti all'esterno, buona la pizza e con moltissima varietà di scelta, i prezzi nella norma.Lo consiglio."
"ui_bubble_rating bubble_40","Ottima","Pizza al taglio e non solo, mille tipi diversi una più buona dell'altra.Servizi veloce e cordialePrezzi ottimiA me piace tantissimo "
"ui_bubble_rating bubble_40","Pre-cinema ideale","Si mangia velocemente, la qualità della focaccia è decisamente interessante e l'offerta dei gusti varia e fantasiosa. Unico piccolo neo,per me, poca varietà nel settore bevande un locale come questo meriterebbe una migliore selezione almeno di birre. La quinta stella manca per questo motivo."
"ui_bubble_rating bubble_50","La migliore ","La miglior pizza di Jesi, farine di altissima qualità, con varianti di canapa e al carbone, leggera e digeribile .... per tutti i gusti, personale gentile e disponibile, da provare assolutamente anche quella al piatto ."
"ui_bubble_rating bubble_50","Sempre un'ottima scelta","Pizza al taglio davvero molto buona. Tante varianti e personale molto gentile. Passo di quí spesso, la straconsiglio."
"ui_bubble_rating bubble_40","Pizzeria ottima","Tantissima scelta, ottima pizza ,porzioni abbondanti,possibilità di sedersi. lo consiglio vivamente."
"ui_bubble_rating bubble_50","scoperto da poco e ormai cliente fissa","...che dire...da amante della pizza sono rimasta folgorata...dalla vasta scelta....da abbinamenti sfiziosi e interessanti....dalle farine usate...e dalla cortesia delle ragazze dietro il bancone......ormai tappa fissa quando ho voglia di una buon trancio di pizza...ma non solo buono...di più...Assolutamente da provare!!"
"ui_bubble_rating bubble_40","Ottima pizza/focaccia","Leggera e croccante! Sia da mangiar al caldo interno del locale, che al piccolo e appartato per quanto possibile gazzebo esterno, che da asporto. Perfetto direi, per un piccolo spuntino volante a pranzo.Ottimo rapporto qualità prezzo."
"ui_bubble_rating bubble_50","Semplice ma gustoso","Piccolo locale ma con una veranda esterna riscaldata d'inverno.Pizza molto buona anche se a volte e' difficile mangiarla appena fatta. Tuttavia, anche se riscaldata, e' molto gustosa."
"ui_bubble_rating bubble_40","focacce e fantasia","una sera per caso,al volo e senza aspettarsi nulla..e scopri un posticino nato x un mordi e fuggi che sforna fantasia e golosità.Tanti tipi di focacce dai gusti sfiziosi fatte con farina classica e nuove curiose combinazioni:farina di soia,di canapa e e al carbone nero..vale la pena fermarsi è d'obbligo tornare"
"ui_bubble_rating bubble_40","pizze-focacce con farine particolari","Pizzeria al taglio dove si può mangiare anche seduti nello spazio interno e/o gazebo esterno. Pizze con farine particolari, come la pizza nera al carbone vegetale, soffice, buona e digeribile. Molto buoni anche i tranci delle classiche napoli e margherita. Ottimo rapporto qualità prezzo."
"ui_bubble_rating bubble_40","che focacce!!!","da mangiare in loco o da asporto queste focacce, di innumerevoli gusti, sono veramente buone! personale esperto e gentile."
