"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"","",""
"ui_bubble_rating bubble_50","Cibo eccellente ottimi prezzi","Cibo eccellente in quantità e qualità, location famigliare e personale molto cordiale e al servizio del cliente ottimo rapporto qualità prezzo !! Consigliatissimo!!"
"ui_bubble_rating bubble_40","Spartano ma buono","Se pensate di portare qualcuno in questo piccolo localino, ditegli che l'atmosfera è del tutto informale:anche l'arredamento così come la mise en place sono del tutto spartani.Ma sulla qualità del pesce non si discute:OTTIMO;cucinato in diversi maniere, in modo sempre da valorizzare la materia prima.Anche il prezzo non è male;in tre abbiamo pagato 80 euro, avendo ordinato antipasti abbondanti , secondi , vino della casa, acqua, caffè, dolci e non ricordo se qualcos'altro. Punto di riferimento per chi vuole degustare pesce."
"ui_bubble_rating bubble_40","Ottimo rapporto qualità prezzo","Ho cenato in questo locale con amici gustando una delicata insalata di mare con altri antipasti ed un assaggio di primi a base di pesce. Tutti molto ben preparati sughi delicati e cotti al punto giusto.Locale non eccellente, servizio da trattoria locale, prezzi nella media rispetto al locale ma buono rispetto alla qualità delle pietanze.Consiglio anche il verdicchio sfuso della casa .Ci ritornerò per pranzo di lavoro, consigliato."
"ui_bubble_rating bubble_50","Cenetta tranquilla","Ambiente piccolo e tranquillo, proprietario simpatico e cordiale, cibo molto buono, da ritornarci sicuramente..."
"ui_bubble_rating bubble_50","OTTIMO","Ambiente familiare e pulito con pochi coperti. Servono solo pesce fresco di ottima qualità con un menù ristretto ma molto buono. Servizio veloce e molto disponibile... Sicuramente da provare! "
"ui_bubble_rating bubble_30","Si può fare","Locale piccolissimo, ma la cucina è buona, ambiente familiare con un buon prezzoPer chi cerca più la sostanza che la forma"
"ui_bubble_rating bubble_50","Ottimo","Cena con amici, piatti di qualita', pesce ottimo, fresco e cucinato bene, prezzo ottimo!! il locale ha pochi coperti, ma è ben organizzato. da provare!"
"ui_bubble_rating bubble_40","tradizione","piccolo locale alla periferia, pulito, accogliente, titolare gentilissimo e disponibile ai consigli, cibo buono dall'antipasto freddo e caldo ai primi e fritto e grigliatatuttto pesce innaffiato il tutto dal buon verdicchio della cantina FInocchi, prezzo onestissimo. Da consigliare."
"ui_bubble_rating bubble_40","Ottima pausa pranzo","Ci siamo fermati oggi a pranzo con un amico, ambiente piccolo e semplice ma pulito e con un'atmosferla molto cordiale, tagliolino ai frutti di mare rosso (meglio rosa) ottimo, una frittura per due abbondante (quasi una porsione a testa) e molto buona, ottima qualità, sorbetto finale eccezionale per gusto e consistenza. Ottimo rapporto qualità/prezzo. Ci torneremo sicuramente. Ah dal giovedì è aperto anche a cena, meglio prenotare perché sono pochi i posti a sedere."
"ui_bubble_rating bubble_40","Qualità e semplicità ","Da fuori sembra una pescheria, poi avvicinandosi leggi pesce da asporto e...ristorantino, e allora perché non provarlo? In effetti il locale è piccino piccino, con una decina di avventori e' praticamente pieno, ma la saletta e' ben sfruttata per cui si sta bene e pure larghi. Il menù si basa sul pescato, buoni antipasti caldi e freddi, buone le paste, specie gnocchi e chitarrina, condite con vongole e cozze, bianche o rosse e allo scoglio bianco o rosso. Buono il verdicchio proposto. Ottimo il rapporto prezzo qualità "
"ui_bubble_rating bubble_30","Sembra di stare a casa","Sono capitato a cena con la ragazza quasi per caso,da fuori mi sembrava un negozio pescheria o sopratutto da asporto invece dietro ha una saletta molto piccola e ho deciso di fermarmi,sevizio ottimo e sopratutto primi e secondi di pesce ben curati è davvero buoni,posto accogliente sembra quasi di stare in un salotto di casa al 100% ritorno mi sono trovato benissimo."
"ui_bubble_rating bubble_50","Va bene sempre, ottima cucina, ottimo prezzo si sta come a casa","Andiamo molto spesso in questo piccolo ristorante, il rapporto qualità prezzo è eccellente, non c'è molto spazio ma non crea problemi. Sono bravi a dare sempre spazio al prodotto fresco, cucinato bene con semplicità ed il prezzo è sempre una sorpresa ( positiva )"
"ui_bubble_rating bubble_30","La frittura troppo sale","Si mangia discretamente come prezzo un Po' esagerato la frittura molto salata.Consiglio che il cliente se lo sala da solo.Spazzi piccoli e tavoli troppo vicino ad altri.Va migliorata."
