"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"","",""
"ui_bubble_rating bubble_50","Pizza al taglio ottima","Pizza ottima con sapore casalingo, ottima scelta di gusti. Molto comodo il fatto che sia sempre aperto durante la giornata. Personale molto cortese e cordiale. "
"ui_bubble_rating bubble_50","accogliente","Pizza ottima, vado sempre in questo posto a mangiarla perchè mi piace tantissimo, è sempre un piacere prendere qualche pezzo di pizza qui. Mi piace molto la boscaiola e la carbonara. Personale molto accogliente e simpatico, Complimenti."
"ui_bubble_rating bubble_50","ottima pizza","Secondo me è la migliore pizza al taglio di Jesi, la pizza è molto gustosa e la rossa ha abbastanza pomodoro da renderla soffice e deliziosa, locale molto carino anche se piccolo, i ragazzi di servizio sono molto efficienti e professionali.I prezzi sono nella media della zona, consiglio di ordinarla oppure di passare presto altrimenti si rischia di fare una lunga coda."
"ui_bubble_rating bubble_50","Arte culinaria","Veramente al top, cortesia e disponibilità. Attenti nella preparazione degli ingredienti. Una pizza al taglio in forno elettrico tutta da gustare. Nella semplicità apparente della preparazione si nota competenza e amore per il proprio lavoro. Una novità in assoluto, almeno nella ormai decennale esperienza, la pizza con aglio, olio e peperoncino, poi i gusti tradizionali delle Marche con salsiccia, verdure e formaggi. "
"ui_bubble_rating bubble_50","Pizza buona e simpatia","Un ottima pizza condita anche con tanta simpatia. Impossibile descrivere a parole provatela e vi leccherete i baffi :D"
"ui_bubble_rating bubble_40","Torno sempre volentieri!","Torno sempre volentieri al Numerouno pizzeria.Qui si mangia una pizza molto buona, sottile e croccante.Personale giovane, simpatico e attento alle varie esigenze della clientela!"
"ui_bubble_rating bubble_50","Una Pizza Fragrante!!!","Questa pizzeria adiacente al famoso Arco Clementino di Jesi, su una strada ad intenso traffico, sforna una pizza non troppo spessa come piace a me, cotta bene e friabile. Molto buona da mangiare per uno spuntino veloce, in quanto principalmente parliamo di pizza al taglio, ottima per un pranzo veloce, prima di rientrare in ufficio. Tanti i gusti proposti da Gilbo il titolare, in particolar modo consiglio quella piccante al peperoncino, che ha il giusto mix piccante, condimento e fragranza. Si tratta di una pizza stirata romana fatta su pala, ottima anche da asporto e riscaldata sul forno di casa. Bravo Gilbo e pensare che qualche anno fa quando hai aperto, proponevi una pizza alta e gommosa, ma il tuo cambio in corsa, oggi ti premia con il successo che stai ottenendo. Complimenti!"
"ui_bubble_rating bubble_40","Allegria","Sorriso sempre disponibile e per chiunque in un piccolo locale dove le varietà di pizza abbondano, e se non c'è quella che cerchi la fanno al momento. Porzioni grandi a buon prezzo e soprattutto buonissime"
"ui_bubble_rating bubble_50","SPETTACOLARE!","Non avendo tempo per il ristorante, ho preso delle pizze al taglio in questa pizzeria.A dire favolose vuol dire sminuire la bontà di queste pizze!Una cosa da favola...gustose e raffinate al tempo stesso, e tutte fatte con ingredienti freschi di prestigiose aziende locali.Chi non ha provato mai queste pizze dovrebbe farlo perchè non sa cosa si è perso fino adesso!"
"ui_bubble_rating bubble_40","Pizza di qualità","Pizza molto buona, sottile, croccante e soprattutto genuina. Grande cura nella scelta delle materie prime utilizzate. Da mangiare sul posto o da portare via la pizza di Numerouno è sempre una certezza."
"ui_bubble_rating bubble_50","Spuntino","Na meraviglia, pizza veramente molto buona tanti varietà di gusti personale gentilissimi e simpaticissimi sempre pronti."
"ui_bubble_rating bubble_50","Veramente molto buona!","Piccolo locale al centro di Jesi, vicino l'arco Clementino.Qui si mangia davvero una buona pizza, sottile e croccante. Molto buona anche se scaldata e mangiata il giorno dopo.Personale gentile e cordiale, attenti anche agli ingredienti e alle esigenze della clientela.Prezzi nella media.Ho fatto un ordine per una cena a casa e i miei ospiti sono rimasti tutti molto soddisfatti!Consigliato!"
"ui_bubble_rating bubble_50","Buona pizza al taglio e buon prezzo","Eravamo di passaggio a Jesi e volevamo una pizza veloce per pranzo, l'abbiamo fatta fare sul momento, sufficiente per almeno 3 persone il vassoio é costato sui 11€. La pizza buona , sottile e croccante! Il posto è piccolino quindi solo da prendere al volo o da asporto."
"ui_bubble_rating bubble_50","Numero uno!","Indubbiamente la miglior pizza al taglio di Jesi. Pizza di ottima qualità, l'impasto è eccezionale e anche i gusti sono uno più buono dell'altro. Buonissima quella con la bufala. I ragazzi sono simpaticissimi"
"ui_bubble_rating bubble_50","Spettacolare <U+263A><U+FE0F>","Quando hai fame e vedi il bancone pieno di tanti tipi di pizza diversa non puoi non fermarti! Il posto che se piccolino è molto carino e accogliente; il proprietario non è da meno: sempre sorridente e pronto a fare una risata! "
"ui_bubble_rating bubble_40","vera pizzeria","ottime pizze con prodotti del luogo a chilometro zero!ideale per gli amanti delle pizze alte ma croccanti con ottimi abbinamenti anche particolari come pesto o stracciatella da provare"
"ui_bubble_rating bubble_50","Pizza top!","Pizza veramente strabuona per i miei gusti! Non rimane pesante e poi ci sono un sacco di gusti! Consiglio se non l'avete mai mangiata quella col pesto mozzarella e pomodorini che è fantastica! Provate per credere!"
"ui_bubble_rating bubble_50","LA PIZZA PIU BUONA DI JESI! È PROPRIO LA NUMERO UNO!! ","La pizza è buonissima e leggera, i gusti sono tantissimi e creativi!! L'ambiente è sempre allegro e la clientela è servita sempre al migliore dei modi!! "
"ui_bubble_rating bubble_50","sempre al top!!!!","La pizzeria che offre pizza al taglio migliore di Jesi... pizza buonissima, personale simpaticissimo e locale piccolo ma molto carino che offre anche alcuni posti per sedersi... ECCELLENTE!"
"ui_bubble_rating bubble_50","DIPENDENZA","Allora,voglio iniziare facendo i complimenti a Gilbo-Mingo,simpaticissimi.Quindi la vostra simpatia + la pizza buona=pizzeria numerouno.Ritornerò sicuro....."
