"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"","",""
"ui_bubble_rating bubble_40","Non male","Sono stato a cena con la mia famiglia, mi sono trovato molto bene, rispetto ad altri ristoranti della stessa categoria, il cibo e' molto buono e leggero specialmente il sushi.Locale spazioso e personale gentile e disponibile."
"ui_bubble_rating bubble_40","Molto buono","Ambiente spazioso e pulito. A pranzo il costo del all you can eat è di 12,90, sushi molto buono ed equilibrato. Anche i piatti cinesi sono buoni. Il servizio è fin troppo veloce quando il locale non è pieno, i piatti arrivano uno dopo l'altro. Lo consiglio davvero!!"
"ui_bubble_rating bubble_50","All you can eat buono!!","Sono stata già varie volte in questo ristorante:il sushi mi piace molto, le altre cose del menu pure! in più sono rimasta molto soddisfatta dalla varietà di scelta per un all you can eat, veramente tante cose..sopratutto quello che ho preso era buono e finalmente c'è un menu con le immagini!!! Io sono stata in parecchi ristoranti cinesi e dovevo sempre cercare le cose su internet perchè non mi ricordavo dai nomi quali erano i cibi...ambiente accogliente e rilassante e personale gentile "
"ui_bubble_rating bubble_40","Buono","Probabilmente preferivo la precedente gestione (haru) per la qualità e la scelta ma comunque non è affatto male. Come tutti gli All you can eat ci sono cose da evitare e altre ottime... tornerò sicuramente "
"ui_bubble_rating bubble_30","Nella media","Niente di troppo eccezionale, particolare e ottima l'idea di proporre anche uramaki con papaya e altra frutta, che sono molto freschi e buoni. "
"ui_bubble_rating bubble_20","Sushi buono ma incoerenti","In questo ristorante si fanno entrare i cani solo di alcuni clienti. Gli altri ti invitano a lasciarli fuori legati (bontà loro non te li fanno sopprimere). La ragione (motivi di igiene) si applica solo ai cani di media e grande taglia perché i piccoli non hanno batteri (a loro dire).In compenso stavano facendo lavori di falegnameria nel tavolo di fianco con tanto di polvere e segatura per terra"
"ui_bubble_rating bubble_30","Sushi nella media","Posto in cui il sushi è normale, nessuna pretesa di buon sushi. - buon rapporto qualità / prezzo- poca scelta nel menu - disponibilità dei camerieri- piccole porzioni che ti permettono di non far avanzare il cibo.Senza infamia e senza lode."
"ui_bubble_rating bubble_40","Molto meglio","Cambio di gestione ottimamente riuscito.. location anche molto più carina.. pesce fresco e locale accessibile."
"ui_bubble_rating bubble_30","Buono","Tutto molto buono però ci sono ancora parecchi miglioramenti da dover affrontare,I tempi di attesa anche se poco affollato sono esagerati.La cameriera sono 3 volte che vengo e 3 volte che ha sempre un atteggiamento arrogante, non sa sicuramente rapportarsi con i clienti.Però lo consiglio comunque da provare sperando cambino qualcosina perché il cibo non è male."
"ui_bubble_rating bubble_20","Cena tra amiche","Una serata che sicuramente non auguro a nessuno.. Ore 20.45Il locale molto carino, sushi buono..Ma del personale e della gestione della sala ne ho da dire...Innanzitutto non ci si può rivolgere al cliente con un tono scocciato..Non si può ordinare sushi,e sentirsi rispondere che bisogna aspettare perché c' è troppa gente..Non si può proporre la formula all you can eat e sperare che dopo il primo ordine ci si fermi..Non si può ordinare un gukan sake (che sarebbero uova di salmone) e ti arriva una poltiglia di salmone...Non si può attendere un'ora e più tra un ordine e l altro..soprattutto quando alle 22.40 il locale e mezzo vuoto e noi siamo ancora sedute ad aspettare...Non si può..lo sconsiglio"
"ui_bubble_rating bubble_50","Ottimo!","Si vedono grandi miglioramenti in tutto!Cibo fresco e fatto al momento,servizio veloce e i camerieri gentilissimi!"
"ui_bubble_rating bubble_10","Non ci siamo proprio","Cibo scarso, tempi di attesa per il sushi spropositato. Volevamo testarlo per raffrontarlo agl'altri..Degno erede dell'ormai defunto vecchio ristorante cinogiappo. Per me sconsigliatissimo...poi vedete voi. "
"ui_bubble_rating bubble_30","Evviva la formula all you can eat!.","Capitati per caso, non essendo esperti ma con la voglia di provare questa formula, in una cena a due... Meravigliato che nonostante era di martedì sera c'era parecchia gente, tutti molto giovani, la cosa mi ha rincuorato,cmq locale semplice ma carinissimo. Menù molto ampio, e così abbiamo provato svariati piatti, soprattutto sushi, tutti a mio parere molto buoni, ripeto non sono un esperto, quindi devo fare ancora confronti con altri... comunque sia la cosa ci è piaciuta e siamo rimasti molto soddisfatti, il personale cordiale e veloce, forse la cucina non è ancora al 100% nel gestire le tempistiche tra una portata e l'altra, ma promette bene. Bravi!.. Spero che migliorate."
"ui_bubble_rating bubble_30","Stuzzicante...con tante idee gustose...","Ancora dispiaciuti per il cambio gestione (Haru era il nostro locale preferito), siamo venuti già 4 volte a cena in questo locale. Il cibo è gustoso e ben preparato, con piatti anche innovativi e un menù piuttosto ampio. I prezzi sono più alti rispetto alla precedente gestione, tuttavia stanno facendo una promozione interessante, con prezzi davvero competitivi, fino alla metà di aprile.Quello che non mi piace è l'atteggiamento dei camerieri...sempre poco disponibili e per nulla accoglienti...talvolta bisogna andare a cercarli di persona se finisci lo zenzero o il wasabi, perché non si avvicinano mai al tavolo e non ti guardano mai, anche quando il locale è semi-vuoto. Quando riesci a catturare la loro attenzione e si degnano di venire al tavolo, non hanno mai il sorriso di chi vuol far sentire il cliente BENVENUTO. Questo andrebbe certamente rivisto."
"ui_bubble_rating bubble_50","Wow!","Sono stata a cena in questo ristorante due volte, la prima era una prova dato che non ci eravamo mai stati, sabato ho provato la formula all you can eat con il mio ragazzo e siamo rimasti davvero soddisfatti, ci hanno serviti subito, il cibo era buono e fresco, personale cordiale e gentile, lo consiglio vivamente. Ormai è tappa fissa :) continuate cosi, bravi!"
"ui_bubble_rating bubble_30","Cena molto lenta.. uscito con ancora fame","Eravamo in 8 e avevamo ordinato tantissime cose. Con ansia, aspettavo le portate che avevo ordinato, ma arrivano le cose moolte lentamente e in maniera disordinata:1-2 piatti alla volta, cosa mai vista in un all you can eat. Pollo funghi e bambù non pervenuto, involtini primavera piccoli, nel complesso qualità buona e buono il sushi a parte che il sashimi branzino era poco fresco. Tonno scottato buono e cotto bene mentre gli spaghetti non erano male. Una barca media che ho finito da solo. "
