"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"","",""
"ui_bubble_rating bubble_40","Cena superveloce","Locale situato a fianco dell’UCI cinema,nn gli davo fiducia...e invece ci siamo ricreduti,abbiamo mangiato in tempi rapidissimi (avevamo 30 minuti perché iniziava il film)una pizza sottile e molto buona,locale spazioso,bagni grandi e puliti.Da ritornare e consigliare"
"ui_bubble_rating bubble_40","Piacevolmente sorpreso.","EArrivando all'ingresso di questo locale, il desiderio di fare retromarcia era molto forte. Oramai ero lì e sono entrato. Locale spazioso, Anche tra i tavoli. Per chi ama la TV sono ben 3i monitor e ben visibili. Locale disimpegnato, piacevole. Il personale abbastanza cordiale. Ma la cosa che mi ha colpito, è stato il piacevole gusto dei piatti. Da provare gnocchetti al fumè. Vino non un granché, meglio il caffè."
"ui_bubble_rating bubble_30","Sempre uguale","Personale cortese e gentile, servizio rapido, porzioni ok. La pizza... Beh i gusti sono gusti, ma spessa e morbida a me non piace. Cmq locale ok."
"ui_bubble_rating bubble_40","Buono ","Tutto davvero molto buono. Ogni tanto ci vado a mangiare la mia pizza preferita, la orange e ne esco sempre soddisfatto. Personale cordiale e gentile. "
"ui_bubble_rating bubble_40","Tutto buono","Sia che si mangia pizza ma anche i primi piatti la qualità è buona ed il personale davvero gentile,i prezzi abbordabili "
"ui_bubble_rating bubble_30","Dopo il cinema","Situato sotto il cinema e comodissimo per mangiare qualcosa alla fine del film, per la pizza è possibile scegliere anche l’impasto integrale."
"ui_bubble_rating bubble_30","Pizza buona, locale strategico per il dopo cinema","Si trova proprio sotto il cinema UCI di Jesi, la posizione è ottima se si vuole mangiare qualcosa subito dopo il cinema.La pizza è abbastanza buona.Il servizio è celere e il personale gentile."
"ui_bubble_rating bubble_40","serata al cinema","dopo il film star workshop siamo andati a mangiare una pizza nella pizzeria accanto 40 metri....locale nuovo...personale gentile ....pizza nella norma"
"ui_bubble_rating bubble_40","Consigliato","Il locale si trova proprio accanto al cinema, molto spesso prima o dopo la proiezione siamo andati a cena con altri amici, la cortesia è indiscussa e sfoggiano un ottimo rapporto qualità prezzo.Consigliato"
"ui_bubble_rating bubble_40","La pizza fuori dal cinema","Ristorante attaccato al multisala di jesi e dunque in posizione strategica. Si consumano sia aperitivi che cene. Io ci ho mangiato sempre pizze e fritti e mi sono trovato molto bene. Anche l’impasto con farina integrale merita! Da provare."
