"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"","",""
"ui_bubble_rating bubble_40","Buono ma non vestitevi di tutto punto <U+0001F923>","Locale accogliente,pulito,elegante,cibo buono, forse un po’ meno saporito rispetto ad altri “can all you eat “ ma con un menù vastissimo,dai ravioli e gnocchi cinesi che non si trovano ovunque al gelato fritto! Si spende 19.80 senza bevande,dolci e coperto .. più caro di tutti gli altri ristoranti dove ho mangiato,in due con 2 acqua,2coperti e 2 dolci abbiamo speso 57 euro.... un po’ troppo soprattutto per il fatto che se ne esce intrinsechi dell’odore della cucina che è una cosa che odio. Tornati a casa ancora si sentiva l’odore tanto che ho messo tutti i vestiti a lavare.Quindi indossate il vestito nuovo per un’altra occasione! Consiglio inoltre un deodorante ascellare ai camerieri.Nonostante questi lati negativi consiglio di cenare in questo ristorante."
"ui_bubble_rating bubble_50","Molto buono!!!","Avevo sentito parlare molto spesso di questo ristorante e ho voluto provare!! Benché fosse stato mercoledì il ristorante era super pieno!!!! E quando ci sono i ristoranti pieni vuol dire che si mangia bene! Tutto veramente buonissimo!!! Però avrei un suggerimento... di fare i menù più piccoli perche in un tavolo da due non si riesce a tenerlo aperto!!! E migliorerei il foglio dell’ordine... cioè ogni volta che si ordina dovrebbero portare un foglio nuovo!!!! Invece ho dovuto scrive l’ordine dietro.. "
"ui_bubble_rating bubble_40","per gli amanti del sushi","ristorante di buona qualità per gli amanti del sushi. Non sempre facile da trovare con le numerose offerte all you can spesso di medio basse. Semì pur con questa formula garantisce uno standard di suo livello. da consigliare"
"ui_bubble_rating bubble_40","Molto buono!","Abbiamo provato questo locale venerdì sera. Abbiamo prenotato temendo il pienone, invece il ristorante era affollato, ma non troppo.Il personale si è dimostrato fin da subito cordiale e disponibile; un po' goffo, ma competente e attento. Il locale è strutturato su due piani: il primo è più silenzioso, ma il secondo (a livello di arredamento) è più suggestivo, anche se più rumoroso (forse per il rimbombo?).Abbiamo provato la formula all you can eat. Le porzioni sono abbondanti ed è stato servito tutto abbastanza velocemente, ma non ci è mai stata messa fretta. I piatti (sia cinesi che giapponesi) si sono rivelati tutti buoni e gustosi. Non è il ristorante di Sushi più economico in cui sia stata, ma ne siamo rimasti tutti soddisfatti!"
"ui_bubble_rating bubble_40","All you can eat molto buono!","Sono andata da Semí per una cena di famiglia incuriosita dalle recensioni del posto.Il locale si presenta molto bene, arredato nei dettagli e non sciatto come a volte capita con questa tipologia di locali. Il sushi ci è piaciuto: leggero e con qualche portata più originale rispetto al classico menù all you can eat. Il rapporto qualità/prezzo a mio avviso è alto. Certo si tratta comunque di un all you can eat, non aspettatevi sushi a 5 stelle!Unica pecca:il locale è molto frequentato e i camerieri fremono perché tu lasci il tavolo appena finito di mangiare."
"ui_bubble_rating bubble_50","Ottimo locale","Mi sono trasferito a jesi da poco ed ho trovato questo locale vicino casa.Servizio veloce, ottimo sushi, personale gentilissimo e sempre con io sorriso; locale molto carino ed accogliente con stile moderno. Superconsigliato. "
"ui_bubble_rating bubble_50","Un ottimo Ayce","Siamo stati molte volte in questo ristorante e devo dire che ogni volta ci torniamo con piacere. Ottimo la qualità del cibo, personale cortese, veloce nel servizio e disponibile. Locale molto ben arredato e pulito. Complimenti ! ! !"
"ui_bubble_rating bubble_20","Eviterei","Tipico ristorante di sushi di fascia bassa. Gestione cinese.Il locale è ampio, su due piani, moderno e pulito. Ben organizzato e rapido (fin troppo). Sicuramente rumoroso e non adatto a cene tranquille, ancor meno romantiche.La qualità del sushi è bassa. I maki sono quasi tutto riso, pochissimo pesce. Assenza di salse nella presentazione del piatto. Soia molto diluita.Si mangia in formula all you can eat a 22€ coperto incluso e, come accade spesso, paghi la qualità che mangi.Avremmo messo una stella, se non fosse per un personale comunque attento, veloce e tutto sommato cordiale.Per chi vuole assaggiare sushi spendendo poco, può andare. Per chi ama il genere, decisamente no."
"ui_bubble_rating bubble_50","Ottimo Sushi","Io ed il mio ragazzo siamo stati da Semì ormai 5/6 volte. All'inizio eravamo incerti ma ci siamo fidati di commenti favorevoli di alcuni amici e non siamo rimasti delusi. Amanti del sushi, Semì ci ha pienamente soddisfatto! La formula all you can eat a 20€ circa è ottima, ed è possibile scegliere tra una marea di piatti asiatici - antipasti, primi, secondi, o sushi. Il sushi è indubbiamente il migliore della zona di Jesi e dintorni, il pesce è fresco ed abbondante nei maki (i loro temaki sono buonissimi, ma io li ordino senza maionese per apprezzarli al meglio!). Per quanto riguarda la varietà di proposte sushi devo dire che ce n'è per tutti i gusti, il menù è pressoché infinito. Non ho mai provato primi o secondi piatti. Il personale è attento alle richieste speciali (nel mio caso specifico non posso assumere latticini per cui specifico di non usare Philadelphia per le mie ordinazioni), le cameriere sono molto gentili e la signora (immagino sia la titolare) che è alla cassa è sempre cortese, allegra e sorridente, cosa che mi fa sempre piacere. Continuerò a tornarci :) "
