"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"","",""
"ui_bubble_rating bubble_20","Esperienza da non ripetere.","Abbiamo ordinato il menu da 12,90, la metà dei primi nel menù non era disponibile. Il primo alle vongole e quello ai frutti di mare sapevano solo di pepe. Il secondo scarso e il dolce ci è stato fatto pagare 4 euro invece di 2,5 euro in quanto ci hanno portato la porzione grande, non richiesta e non presente sul menù. L'unica nota positiva la celerità del servizio."
"ui_bubble_rating bubble_40","Festa compleanno","Ho festeggiato qui il mio compleanno per la terza volta. Siamo stati benissimo. Il proprietario e lo staff sono gentilissimi. La piscina pulita e ben organizzata, la cena buona ed abbondante."
"ui_bubble_rating bubble_40","ottima scelta","ero molto reticente a trascorrere una giornata presso la piscina di questa struttura perche'avevo letto tante recensioni negative.beh ho provato ed ho dovuto ricredermi.la piscina e' molto pulita comoda e confortevole....non manca proprio niente.gentilissime le due ragazze all'ingresso.c'e' la possibilita'di pranzare ad un buon prezzo che dire? da riprovare assolutamente!"
"ui_bubble_rating bubble_40","Bello ","Ottimo ristorante e pizzeria, personale cordiale e disponibile, ideale per i bimbi avendo un parco all'aperto e recintato. In alcune occasioni fanno del karaoke di qualità e molto piacevole. Pulizia ottima e ampio parcheggio. "
"ui_bubble_rating bubble_50","Piacevole sorpresa ","Fermati per caso non conoscendo il ristorante abbiamo trovato un piccolo tesoro... con un menù completo di 13 € abbiamo gustato un veloce pranzo a base di pesce con tagliatelle al ragù di pesce e frittura mista acqua e vino e contorno...da ripetere!!"
"ui_bubble_rating bubble_20","L unica cosa buona è stato lo sconto!","Sono stato a cena in questo ristorante di giovedì sera nella Birreria del borgo (unico proprietario che ha due locali nello stesso stabile) in occasione di un concerto live. Eravamo in due ed abbiamo preso 2 pizze, un fritto di verdure, due dolci e acqua. I fritti, untissimi, sono arrivati dopo due minuti dall'ordine il che mi fa pensare che li avessero già pronti. Le pizze erano moscie e anch'esse piene di olio, infatti sono rimaste sul piatto per più della metà (cosa che ho visto anche nel tavolo di fronte al nostro). Sono avanzati anche i dolci perchè cattivi come il resto della cena. I giorni successivi sono venuto a sapere che in realtà era possibile prendere dei menù con pizza a 5 euro, ma nessuno dello staff ci aveva detto nulla. Dò la seconda stella solo perchè, al momento di pagare il conto, il proprietario ci ha tolto il costo dei dolci dopo che la cameriera l'aveva avvisato delle nostre lamentele (spesa totale 26 euro esclusi appunto i dessert)."
"ui_bubble_rating bubble_30","Buona cucina casereccia","Il ristorante si trova a pochi passi dall'uscita Jesi centro della superstrada ed è agevolmente raggiungibile. Il ristorante non ha un menù particolarmente ampio, ma offre una buona cucina locale. Consigliatigli antipasti e la tagliata di angus. Il servizio non è molto celere. Nel complesso i prezzi sono nella media, congrui in rapporto alla qualità. "
"ui_bubble_rating bubble_40","Ottima pausa pranzo","Posto molto accogliente, servizio rapido ed efficiente, consigliato per un pasto veloce. Ottimi i menù dal prezzo moderato per porzioni abbondanti."
"ui_bubble_rating bubble_50","Da ritornare assolutamente!","Cena in famiglia, chi pizza e chi spaghettaccio. Per la pizza abbiamo aspettato mezz'ora abbondante ma è normale di sabato sera. Spaghettaccio in forma da spettacolo, karaoke e ci siamo divertiti....ah, cheesecake alla Nutella strepitosa.....che dire? Sicuramente da ritornarci......"
